"Uniprot_ID","unique_id","start_pos","end_pos","num_residues","fp","fn","ncpr","tcpr"
"P29536","P29536_299_486",299,486,188,0.127659574468085,0.127659574468085,0,0.25531914893617
"P58340","P58340_29_42",29,42,14,0.142857142857143,0.142857142857143,0,0.285714285714286
"P52597","P52597_277_381",277,381,105,0.0666666666666667,0.123809523809524,-0.0571428571428571,0.19047619047619
"P14866","P14866_90_180",90,180,91,0.0659340659340659,0.131868131868132,-0.0659340659340659,0.197802197802198
"Q9HCU9","Q9HCU9_51_98",51,98,48,0.229166666666667,0.270833333333333,-0.0416666666666667,0.5
"P20138","P20138_18_232",18,232,215,0.0976744186046512,0.0883720930232558,0.00930232558139535,0.186046511627907
"Q9UBW8","Q9UBW8_1_218",1,218,218,0.110091743119266,0.128440366972477,-0.018348623853211,0.238532110091743
"O43739","O43739_13_400",13,400,388,0.152061855670103,0.170103092783505,-0.0180412371134021,0.322164948453608
"Q9NPF5","Q9NPF5_121_212",121,212,92,0.16304347826087,0.16304347826087,0,0.326086956521739
"O43390","O43390_333_416",333,416,84,0.19047619047619,0.214285714285714,-0.0238095238095238,0.404761904761905
"P01579","P01579_24_161",24,161,138,0.188405797101449,0.13768115942029,0.0507246376811594,0.326086956521739
"Q16659","Q16659_9_327",9,327,319,0.0940438871473354,0.137931034482759,-0.0438871473354232,0.231974921630094
"P02545","P02545_1_300",1,300,300,0.186666666666667,0.2,-0.0133333333333333,0.386666666666667
"P02545","P02545_428_552",428,552,125,0.128,0.112,0.016,0.24
"Q12802","Q12802_1968_2346",1968,2346,379,0.168865435356201,0.142480211081794,0.0263852242744063,0.311345646437995
"O14810","O14810_26_83",26,83,58,0.293103448275862,0.293103448275862,0,0.586206896551724
"Q9BZC1","Q9BZC1_48_141",48,141,94,0.159574468085106,0.148936170212766,0.0106382978723404,0.308510638297872
"P11836","P11836_163_187",163,187,25,0.04,0.08,-0.04,0.12
"P51911","P51911_20_142",20,142,123,0.130081300813008,0.113821138211382,0.016260162601626,0.24390243902439
"Q9UKV5","Q9UKV5_452_504",452,504,53,0.0377358490566038,0.0943396226415094,-0.0566037735849057,0.132075471698113
"P49356","P49356_1_437",1,437,437,0.0755148741418764,0.109839816933638,-0.034324942791762,0.185354691075515
"Q96JK2","Q96JK2_13_25",13,25,13,0.0769230769230769,0,0.0769230769230769,0.0769230769230769
"Q8IXL6","Q8IXL6_141_578",141,578,438,0.13013698630137,0.143835616438356,-0.0136986301369863,0.273972602739726
"Q14541","Q14541_103_328",103,328,226,0.106194690265487,0.128318584070796,-0.0221238938053097,0.234513274336283
"Q9Y5R6","Q9Y5R6_70_131",70,131,62,0.225806451612903,0.0806451612903226,0.145161290322581,0.306451612903226
"P62807","P62807_1_126",1,126,126,0.222222222222222,0.0793650793650794,0.142857142857143,0.301587301587302
"P78318","P78318_2_234",2,234,233,0.128755364806867,0.171673819742489,-0.0429184549356223,0.300429184549356
"P10412","P10412_18_36",18,36,19,0.421052631578947,0,0.421052631578947,0.421052631578947
"P42858","P42858_1_3142",1,3142,3142,0.0884786760025461,0.108847867600255,-0.0203691915977085,0.197326543602801
"Q00987","Q00987_1_150",1,150,150,0.106666666666667,0.126666666666667,-0.02,0.233333333333333
"Q9ULK4","Q9ULK4_1_1368",1,1368,1368,0.0921052631578947,0.0942982456140351,-0.00219298245614035,0.18640350877193
"Q9H211","Q9H211_1_546",1,546,546,0.15018315018315,0.10989010989011,0.0402930402930403,0.26007326007326
"Q9Y698","Q9Y698_2_208",2,208,207,0.0869565217391304,0.0917874396135266,-0.00483091787439614,0.178743961352657
"P52757","P52757_7_468",7,468,462,0.12987012987013,0.132034632034632,-0.00216450216450216,0.261904761904762
"P61201","P61201_1_443",1,443,443,0.130925507900677,0.162528216704289,-0.0316027088036117,0.293453724604966
"O43524","O43524_151_253",151,253,103,0.174757281553398,0.0776699029126214,0.0970873786407767,0.252427184466019
"P42892","P42892_101_770",101,770,670,0.101492537313433,0.125373134328358,-0.0238805970149254,0.226865671641791
"Q8NEU8","Q8NEU8_1_384",1,384,384,0.109375,0.135416666666667,-0.0260416666666667,0.244791666666667
"P14625","P14625_69_337",69,337,269,0.130111524163569,0.204460966542751,-0.0743494423791822,0.33457249070632
"Q01844","Q01844_353_453",353,453,101,0.138613861386139,0.168316831683168,-0.0297029702970297,0.306930693069307
"P22455","P22455_445_753",445,753,309,0.116504854368932,0.129449838187702,-0.0129449838187702,0.245954692556634
"Q9P013","Q9P013_1_229",1,229,229,0.205240174672489,0.22707423580786,-0.0218340611353712,0.432314410480349
"Q8N6C8","Q8N6C8_24_120",24,120,97,0.0927835051546392,0.0927835051546392,0,0.185567010309278
"O75582","O75582_2_348",2,348,347,0.123919308357349,0.14985590778098,-0.0259365994236311,0.273775216138329
"O75582","O75582_414_738",414,738,325,0.129230769230769,0.126153846153846,0.00307692307692308,0.255384615384615
"P61968","P61968_18_82",18,82,65,0.138461538461538,0.0615384615384615,0.0769230769230769,0.2
"A8MYU2","A8MYU2_330_1062",330,1062,733,0.105047748976808,0.0995907230559345,0.00545702592087312,0.204638472032742
"Q01581","Q01581_16_470",16,470,455,0.101098901098901,0.123076923076923,-0.021978021978022,0.224175824175824
"P04233","P04233_97_123",97,123,27,0.148148148148148,0,0.148148148148148,0.148148148148148
"P04233","P04233_210_274",210,274,65,0.0769230769230769,0.0923076923076923,-0.0153846153846154,0.169230769230769
"P19652","P19652_19_201",19,201,183,0.12568306010929,0.163934426229508,-0.0382513661202186,0.289617486338798
"Q12778","Q12778_143_272",143,272,130,0.192307692307692,0.0692307692307692,0.123076923076923,0.261538461538462
"Q9UI10","Q9UI10_1_523",1,523,523,0.141491395793499,0.107074569789675,0.0344168260038241,0.248565965583174
"Q9Y2M0","Q9Y2M0_364_1017",364,1017,654,0.120795107033639,0.117737003058104,0.00305810397553517,0.238532110091743
"P32455","P32455_1_592",1,592,592,0.136824324324324,0.148648648648649,-0.0118243243243243,0.285472972972973
"P52306","P52306_61_607",61,607,547,0.0968921389396709,0.131627056672761,-0.0347349177330896,0.228519195612431
"Q9UG22","Q9UG22_1_260",1,260,260,0.119230769230769,0.126923076923077,-0.00769230769230769,0.246153846153846
"Q8TF65","Q8TF65_112_200",112,200,89,0.179775280898876,0.168539325842697,0.0112359550561798,0.348314606741573
"Q5SSJ5","Q5SSJ5_153_237",153,237,85,0.223529411764706,0.0588235294117647,0.164705882352941,0.282352941176471
"Q9Y4U1","Q9Y4U1_1_282",1,282,282,0.106382978723404,0.102836879432624,0.00354609929078014,0.209219858156028
"Q96RQ3","Q96RQ3_640_725",640,725,86,0.151162790697674,0.174418604651163,-0.0232558139534884,0.325581395348837
"Q96EP5","Q96EP5_110_195",110,195,86,0.162790697674419,0.162790697674419,0,0.325581395348837
"P25686","P25686_1_91",1,91,91,0.186813186813187,0.175824175824176,0.010989010989011,0.362637362637363
"Q12929","Q12929_699_784",699,784,86,0.116279069767442,0.0697674418604651,0.0465116279069767,0.186046511627907
"Q6ZNL6","Q6ZNL6_889_1304",889,1304,416,0.129807692307692,0.129807692307692,0,0.259615384615385
"P14061","P14061_1_328",1,328,328,0.0975609756097561,0.121951219512195,-0.024390243902439,0.219512195121951
"O76075","O76075_1_80",1,80,80,0.1625,0.1125,0.05,0.275
"P09038","P09038_134_288",134,288,155,0.161290322580645,0.0967741935483871,0.0645161290322581,0.258064516129032
"P20671","P20671_2_130",2,130,129,0.201550387596899,0.0697674418604651,0.131782945736434,0.271317829457364
"Q7RTP6","Q7RTP6_1841_1990",1841,1990,150,0.193333333333333,0.26,-0.0666666666666667,0.453333333333333
"Q15759","Q15759_1_364",1,364,364,0.10989010989011,0.137362637362637,-0.0274725274725275,0.247252747252747
"Q9UH77","Q9UH77_24_276",24,276,253,0.0909090909090909,0.154150197628458,-0.0632411067193676,0.245059288537549
"P00918","P00918_1_260",1,260,260,0.119230769230769,0.123076923076923,-0.00384615384615385,0.242307692307692
"Q9NSA3","Q9NSA3_1_81",1,81,81,0.123456790123457,0.148148148148148,-0.0246913580246914,0.271604938271605
"P04075","P04075_2_364",2,364,363,0.112947658402204,0.104683195592287,0.00826446280991736,0.21763085399449
"O95727","O95727_18_117",18,117,100,0.08,0.08,0,0.16
"Q58F21","Q58F21_21_137",21,137,117,0.145299145299145,0.111111111111111,0.0341880341880342,0.256410256410256
"P16152","P16152_2_277",2,277,276,0.126811594202899,0.115942028985507,0.0108695652173913,0.242753623188406
"Q15758","Q15758_1_541",1,541,541,0.066543438077634,0.0813308687615527,-0.0147874306839187,0.147874306839187
"P07992","P07992_96_297",96,297,202,0.118811881188119,0.113861386138614,0.00495049504950495,0.232673267326733
"Q9H095","Q9H095_376_435",376,435,60,0.333333333333333,0.15,0.183333333333333,0.483333333333333
"Q14549","Q14549_256_325",256,325,70,0.242857142857143,0.0857142857142857,0.157142857142857,0.328571428571429
"O95718","O95718_97_194",97,194,98,0.224489795918367,0.0918367346938776,0.13265306122449,0.316326530612245
"Q8WWP7","Q8WWP7_25_253",25,253,229,0.139737991266376,0.126637554585153,0.0131004366812227,0.266375545851528
"P23352","P23352_24_680",24,680,657,0.12937595129376,0.0837138508371385,0.045662100456621,0.213089802130898
"P16401","P16401_23_27",23,27,5,0.6,0,0.6,0.6
"P07910","P07910_102_117",102,117,16,0,0.125,-0.125,0.125
"P09601","P09601_1_288",1,288,288,0.125,0.121527777777778,0.00347222222222222,0.246527777777778
"Q9H492","Q9H492_1_121",1,121,121,0.148760330578512,0.132231404958678,0.0165289256198347,0.28099173553719
"P61244","P61244_4_107",4,107,104,0.192307692307692,0.192307692307692,0,0.384615384615385
"P08235","P08235_593_671",593,671,79,0.151898734177215,0.0632911392405063,0.0886075949367089,0.215189873417722
"Q96RR4","Q96RR4_97_104",97,104,8,0.375,0.125,0.25,0.5
"Q96RR4","Q96RR4_508_515",508,515,8,0.125,0,0.125,0.125
"P42574","P42574_1_277",1,277,277,0.129963898916967,0.144404332129964,-0.0144404332129964,0.274368231046931
"P35219","P35219_1_290",1,290,290,0.0896551724137931,0.162068965517241,-0.0724137931034483,0.251724137931034
"Q5VZK9","Q5VZK9_961_1078",961,1078,118,0.220338983050847,0.152542372881356,0.0677966101694915,0.372881355932203
"Q9H334","Q9H334_462_548",462,548,87,0.172413793103448,0.0919540229885057,0.0804597701149425,0.264367816091954
"Q96C19","Q96C19_70_184",70,184,115,0.156521739130435,0.182608695652174,-0.0260869565217391,0.339130434782609
"Q6PCT2","Q6PCT2_31_153",31,153,123,0.170731707317073,0.130081300813008,0.040650406504065,0.300813008130081
"P30793","P30793_55_250",55,250,196,0.11734693877551,0.127551020408163,-0.0102040816326531,0.244897959183673
"A6NEQ2","A6NEQ2_220_235",220,235,16,0.125,0.0625,0.0625,0.1875
"Q9H3P7","Q9H3P7_241_308",241,308,68,0.0441176470588235,0.0294117647058824,0.0147058823529412,0.0735294117647059
"P21802","P21802_413_778",413,778,366,0.12568306010929,0.139344262295082,-0.0136612021857923,0.265027322404372
"Q9BZL6","Q9BZL6_397_509",397,509,113,0.0973451327433628,0.0884955752212389,0.00884955752212389,0.185840707964602
"Q9BZL6","Q9BZL6_526_534",526,534,9,0.111111111111111,0,0.111111111111111,0.111111111111111
"P10747","P10747_189_196",189,196,8,0,0.125,-0.125,0.125
"O43745","O43745_1_196",1,196,196,0.147959183673469,0.168367346938776,-0.0204081632653061,0.316326530612245
"Q12983","Q12983_211_255",211,255,45,0.133333333333333,0.0222222222222222,0.111111111111111,0.155555555555556
"P09913","P09913_1_472",1,472,472,0.148305084745763,0.158898305084746,-0.0105932203389831,0.307203389830508
"Q9Y222","Q9Y222_220_274",220,274,55,0.2,0.145454545454545,0.0545454545454545,0.345454545454545
"Q13976","Q13976_84_671",84,671,588,0.127551020408163,0.151360544217687,-0.0238095238095238,0.27891156462585
"P20701","P20701_1082_1170",1082,1170,89,0.112359550561798,0.146067415730337,-0.0337078651685393,0.258426966292135
"Q9GZU1","Q9GZU1_1_580",1,580,580,0.0844827586206897,0.0862068965517241,-0.00172413793103448,0.170689655172414
"Q5TCQ9","Q5TCQ9_576_666",576,666,91,0.10989010989011,0.0659340659340659,0.043956043956044,0.175824175824176
"Q9BW19","Q9BW19_307_663",307,663,357,0.100840336134454,0.103641456582633,-0.00280112044817927,0.204481792717087
"O15553","O15553_414_781",414,781,368,0.130434782608696,0.130434782608696,0,0.260869565217391
"P55010","P55010_232_431",232,431,200,0.17,0.225,-0.055,0.395
"P46527","P46527_1_198",1,198,198,0.151515151515152,0.156565656565657,-0.00505050505050505,0.308080808080808
"Q99626","Q99626_184_256",184,256,73,0.273972602739726,0.10958904109589,0.164383561643836,0.383561643835616
"O60563","O60563_1_726",1,726,726,0.112947658402204,0.100550964187328,0.012396694214876,0.213498622589532
"Q9H410","Q9H410_67_356",67,356,290,0.131034482758621,0.127586206896552,0.00344827586206897,0.258620689655172
"O43237","O43237_1_492",1,492,492,0.123983739837398,0.140243902439024,-0.016260162601626,0.264227642276423
"Q8N608","Q8N608_65_783",65,783,719,0.105702364394993,0.118219749652295,-0.0125173852573018,0.223922114047288
"O43781","O43781_1_588",1,588,588,0.139455782312925,0.0969387755102041,0.0425170068027211,0.236394557823129
"Q86TI2","Q86TI2_1_863",1,863,863,0.0996523754345307,0.121668597914253,-0.0220162224797219,0.221320973348783
"Q9H4H8","Q9H4H8_384_394",384,394,11,0.181818181818182,0.181818181818182,0,0.363636363636364
"Q9NSV4","Q9NSV4_1179_1193",1179,1193,15,0.133333333333333,0.133333333333333,0,0.266666666666667
"Q86VS8","Q86VS8_1_160",1,160,160,0.075,0.15,-0.075,0.225
"A4D126","A4D126_43_451",43,451,409,0.107579462102689,0.127139364303178,-0.019559902200489,0.234718826405868
"Q96QZ7","Q96QZ7_1149_1233",1149,1233,85,0.2,0.152941176470588,0.0470588235294118,0.352941176470588
"Q8N3F8","Q8N3F8_419_433",419,433,15,0.0666666666666667,0.466666666666667,-0.4,0.533333333333333
"Q16667","Q16667_1_212",1,212,212,0.108490566037736,0.127358490566038,-0.0188679245283019,0.235849056603774
"P13500","P13500_24_99",24,99,76,0.171052631578947,0.0921052631578947,0.0789473684210526,0.263157894736842
"Q9UHP7","Q9UHP7_71_191",71,191,121,0.115702479338843,0.12396694214876,-0.00826446280991736,0.239669421487603
"Q14118","Q14118_877_895",877,895,19,0.157894736842105,0,0.157894736842105,0.157894736842105
"O15488","O15488_35_300",35,300,266,0.075187969924812,0.0789473684210526,-0.0037593984962406,0.154135338345865
"Q9Y6M4","Q9Y6M4_33_362",33,362,330,0.145454545454545,0.121212121212121,0.0242424242424242,0.266666666666667
"Q02078","Q02078_269_280",269,280,12,0.25,0.0833333333333333,0.166666666666667,0.333333333333333
"Q9H7Z6","Q9H7Z6_128_149",128,149,22,0.272727272727273,0.227272727272727,0.0454545454545455,0.5
"P14902","P14902_1_403",1,403,403,0.114143920595533,0.116625310173697,-0.00248138957816377,0.230769230769231
"Q96D31","Q96D31_69_88",69,88,20,0.25,0,0.25,0.25
"P30203","P30203_1_364",1,364,364,0.0741758241758242,0.112637362637363,-0.0384615384615385,0.186813186813187
"Q9Y6F8","Q9Y6F8_2_63",2,63,62,0.17741935483871,0.209677419354839,-0.032258064516129,0.387096774193548
"O14958","O14958_22_399",22,399,378,0.105820105820106,0.264550264550265,-0.158730158730159,0.37037037037037
"P07357","P07357_31_584",31,584,554,0.113718411552347,0.128158844765343,-0.0144404332129964,0.24187725631769
"P39687","P39687_1_149",1,149,149,0.134228187919463,0.167785234899329,-0.0335570469798658,0.302013422818792
"Q7Z6G8","Q7Z6G8_1042_1194",1042,1194,153,0.111111111111111,0.104575163398693,0.0065359477124183,0.215686274509804
"Q96GD4","Q96GD4_55_344",55,344,290,0.144827586206897,0.120689655172414,0.0241379310344828,0.26551724137931
"Q05329","Q05329_88_584",88,584,497,0.106639839034205,0.114688128772636,-0.00804828973843058,0.221327967806841
"Q9UN86","Q9UN86_1_139",1,139,139,0.100719424460432,0.107913669064748,-0.00719424460431655,0.20863309352518
"Q969H0","Q969H0_263_707",263,707,445,0.121348314606742,0.110112359550562,0.0112359550561798,0.231460674157303
"P16104","P16104_1_143",1,143,143,0.174825174825175,0.0629370629370629,0.111888111888112,0.237762237762238
"Q9HBH9","Q9HBH9_72_385",72,385,314,0.0987261146496815,0.146496815286624,-0.0477707006369427,0.245222929936306
"P61925","P61925_1_76",1,76,76,0.0921052631578947,0.184210526315789,-0.0921052631578947,0.276315789473684
"Q96ST2","Q96ST2_447_548",447,548,102,0.156862745098039,0.333333333333333,-0.176470588235294,0.490196078431373
"Q02363","Q02363_1_82",1,82,82,0.134146341463415,0.109756097560976,0.024390243902439,0.24390243902439
"Q9BX70","Q9BX70_361_525",361,525,165,0.103030303030303,0.0909090909090909,0.0121212121212121,0.193939393939394
"P26842","P26842_21_121",21,121,101,0.118811881188119,0.118811881188119,0,0.237623762376238
"Q9NV96","Q9NV96_1_361",1,361,361,0.110803324099723,0.0941828254847645,0.0166204986149584,0.204986149584488
"Q9BXH1","Q9BXH1_127_154",127,154,28,0.178571428571429,0.25,-0.0714285714285714,0.428571428571429
"P08588","P08588_199_219",199,219,21,0.19047619047619,0.238095238095238,-0.0476190476190476,0.428571428571429
"Q13794","Q13794_19_43",19,43,25,0.2,0.16,0.04,0.36
"Q8TDY4","Q8TDY4_416_702",416,702,287,0.0836236933797909,0.125435540069686,-0.0418118466898955,0.209059233449477
"Q9NY61","Q9NY61_539_547",539,547,9,0.222222222222222,0.111111111111111,0.111111111111111,0.333333333333333
"O75190","O75190_184_231",184,231,48,0.166666666666667,0.125,0.0416666666666667,0.291666666666667
"Q9Y4B6","Q9Y4B6_1039_1401",1039,1401,363,0.104683195592287,0.140495867768595,-0.0358126721763085,0.245179063360882
"P54756","P54756_59_235",59,235,177,0.101694915254237,0.146892655367232,-0.0451977401129944,0.248587570621469
"P32239","P32239_352_379",352,379,28,0.0714285714285714,0.0357142857142857,0.0357142857142857,0.107142857142857
"O60318","O60318_1163_1235",1163,1235,73,0.0958904109589041,0.205479452054795,-0.10958904109589,0.301369863013699
"P54760","P54760_896_977",896,977,82,0.109756097560976,0.0853658536585366,0.024390243902439,0.195121951219512
"Q92833","Q92833_106_450",106,450,345,0.182608695652174,0.0956521739130435,0.0869565217391304,0.278260869565217
"O43424","O43424_24_440",24,440,417,0.107913669064748,0.124700239808153,-0.0167865707434053,0.232613908872902
"P18858","P18858_232_919",232,919,688,0.129360465116279,0.143895348837209,-0.0145348837209302,0.273255813953488
"P53539","P53539_153_219",153,219,67,0.26865671641791,0.283582089552239,-0.0149253731343284,0.552238805970149
"O60825","O60825_1_505",1,505,505,0.140594059405941,0.128712871287129,0.0118811881188119,0.269306930693069
"Q8NAU1","Q8NAU1_33_130",33,130,98,0.102040816326531,0.142857142857143,-0.0408163265306122,0.244897959183673
"P54098","P54098_25_1239",25,1239,1215,0.111934156378601,0.121810699588477,-0.00987654320987654,0.233744855967078
"Q9UER7","Q9UER7_50_144",50,144,95,0.168421052631579,0.0947368421052632,0.0736842105263158,0.263157894736842
"Q9UER7","Q9UER7_178_398",178,398,221,0.203619909502262,0.153846153846154,0.0497737556561086,0.357466063348416
"Q9UIK4","Q9UIK4_11_330",11,330,320,0.134375,0.153125,-0.01875,0.2875
"Q8IV48","Q8IV48_1_349",1,349,349,0.140401146131805,0.146131805157593,-0.00573065902578797,0.286532951289398
"Q6UX04","Q6UX04_1_472",1,472,472,0.177966101694915,0.203389830508475,-0.0254237288135593,0.38135593220339
"Q8N257","Q8N257_68_82",68,82,15,0.133333333333333,0.2,-0.0666666666666667,0.333333333333333
"Q9HCP0","Q9HCP0_43_352",43,352,310,0.145161290322581,0.129032258064516,0.0161290322580645,0.274193548387097
"Q9Y2N7","Q9Y2N7_237_347",237,347,111,0.0810810810810811,0.108108108108108,-0.027027027027027,0.189189189189189
"Q29980","Q29980_24_341",24,341,318,0.113207547169811,0.113207547169811,0,0.226415094339623
"P78368","P78368_43_353",43,353,311,0.144694533762058,0.128617363344051,0.0160771704180064,0.273311897106109
"Q8NFU5","Q8NFU5_50_279",50,279,230,0.121739130434783,0.11304347826087,0.00869565217391304,0.234782608695652
"Q96J87","Q96J87_38_132",38,132,95,0.147368421052632,0.136842105263158,0.0105263157894737,0.284210526315789
"Q8TD30","Q8TD30_49_523",49,523,475,0.103157894736842,0.115789473684211,-0.0126315789473684,0.218947368421053
"Q92838","Q92838_230_391",230,391,162,0.0987654320987654,0.0925925925925926,0.00617283950617284,0.191358024691358
"P12074","P12074_34_108",34,108,75,0.0933333333333333,0.08,0.0133333333333333,0.173333333333333
"P14854","P14854_5_86",5,86,82,0.134146341463415,0.109756097560976,0.024390243902439,0.24390243902439
"P31689","P31689_375_387",375,387,13,0,0.384615384615385,-0.384615384615385,0.384615384615385
"P11532","P11532_3046_3306",3046,3306,261,0.0996168582375479,0.0996168582375479,0,0.199233716475096
"P33176","P33176_1_349",1,349,349,0.128939828080229,0.140401146131805,-0.0114613180515759,0.269340974212034
"Q9HCE5","Q9HCE5_1_456",1,456,456,0.153508771929825,0.168859649122807,-0.0153508771929825,0.322368421052632
"Q8N448","Q8N448_20_147",20,147,128,0.140625,0.109375,0.03125,0.25
"P22001","P22001_104_204",104,204,101,0.158415841584158,0.168316831683168,-0.0099009900990099,0.326732673267327
"Q9Y3E1","Q9Y3E1_1_99",1,99,99,0.181818181818182,0.121212121212121,0.0606060606060606,0.303030303030303
"P53990","P53990_1_189",1,189,189,0.158730158730159,0.148148148148148,0.0105820105820106,0.306878306878307
"Q86XN8","Q86XN8_272_341",272,341,70,0.157142857142857,0.1,0.0571428571428571,0.257142857142857
"Q8NHM5","Q8NHM5_607_723",607,723,117,0.162393162393162,0.153846153846154,0.00854700854700855,0.316239316239316
"Q6ZW33","Q6ZW33_534_683",534,683,150,0.173333333333333,0.266666666666667,-0.0933333333333333,0.44
"P02533","P02533_295_422",295,422,128,0.1328125,0.203125,-0.0703125,0.3359375
"P07900","P07900_293_732",293,732,440,0.154545454545455,0.186363636363636,-0.0318181818181818,0.340909090909091
"Q8N4P3","Q8N4P3_1_179",1,179,179,0.139664804469274,0.156424581005587,-0.0167597765363128,0.29608938547486
"Q13098","Q13098_1_491",1,491,491,0.120162932790224,0.128309572301426,-0.00814663951120163,0.24847250509165
"Q4KMG0","Q4KMG0_826_924",826,924,99,0.0707070707070707,0.141414141414141,-0.0707070707070707,0.212121212121212
"O96017","O96017_63_531",63,531,469,0.132196162046908,0.155650319829424,-0.023454157782516,0.287846481876333
"Q93077","Q93077_1_130",1,130,130,0.2,0.0692307692307692,0.130769230769231,0.269230769230769
"Q16836","Q16836_1_314",1,314,314,0.127388535031847,0.114649681528662,0.0127388535031847,0.24203821656051
"Q14657","Q14657_1_143",1,143,143,0.118881118881119,0.104895104895105,0.013986013986014,0.223776223776224
"P0C0S8","P0C0S8_1_130",1,130,130,0.2,0.0692307692307692,0.130769230769231,0.269230769230769
"P0DPK2","P0DPK2_1_136",1,136,136,0.213235294117647,0.0661764705882353,0.147058823529412,0.279411764705882
"Q5U5Q3","Q5U5Q3_221_306",221,306,86,0.174418604651163,0.104651162790698,0.0697674418604651,0.27906976744186
"Q8WVC0","Q8WVC0_370_462",370,462,93,0.150537634408602,0.236559139784946,-0.0860215053763441,0.387096774193548
"Q0D2I5","Q0D2I5_450_525",450,525,76,0.157894736842105,0.236842105263158,-0.0789473684210526,0.394736842105263
"P46736","P46736_1_316",1,316,316,0.10126582278481,0.145569620253165,-0.0443037974683544,0.246835443037975
"Q9ULD4","Q9ULD4_1056_1195",1056,1195,140,0.157142857142857,0.135714285714286,0.0214285714285714,0.292857142857143
"P17655","P17655_2_700",2,700,699,0.117310443490701,0.165951359084406,-0.0486409155937053,0.283261802575107
"Q96FZ7","Q96FZ7_166_181",166,181,16,0.0625,0.3125,-0.25,0.375
"Q96LA8","Q96LA8_1_375",1,375,375,0.114666666666667,0.149333333333333,-0.0346666666666667,0.264
"Q01668","Q01668_502_510",502,510,9,0.555555555555556,0,0.555555555555556,0.555555555555556
"Q96N21","Q96N21_1_153",1,153,153,0.0849673202614379,0.0784313725490196,0.0065359477124183,0.163398692810458
"Q9Y5Z0","Q9Y5Z0_75_460",75,460,386,0.0647668393782383,0.0984455958549223,-0.0336787564766839,0.163212435233161
"Q13451","Q13451_1_457",1,457,457,0.155361050328228,0.172866520787746,-0.0175054704595186,0.328227571115974
"P23769","P23769_343_391",343,391,49,0.163265306122449,0.0408163265306122,0.122448979591837,0.204081632653061
"Q13467","Q13467_28_155",28,155,128,0.09375,0.1171875,-0.0234375,0.2109375
"P11488","P11488_2_11",2,11,10,0.1,0.2,-0.1,0.3
"O00571","O00571_132_607",132,607,476,0.130252100840336,0.144957983193277,-0.0147058823529412,0.275210084033613
"Q9NP87","Q9NP87_2_494",2,494,493,0.119675456389452,0.107505070993915,0.0121703853955375,0.227180527383367
"Q8IYD8","Q8IYD8_661_800",661,800,140,0.107142857142857,0.185714285714286,-0.0785714285714286,0.292857142857143
"P48729","P48729_1_337",1,337,337,0.1513353115727,0.0979228486646884,0.0534124629080119,0.249258160237389
"O15151","O15151_14_116",14,116,103,0.0970873786407767,0.0970873786407767,0,0.194174757281553
"Q8N6W0","Q8N6W0_126_217",126,217,92,0.119565217391304,0.130434782608696,-0.0108695652173913,0.25
"P14635","P14635_165_433",165,433,269,0.111524163568773,0.0966542750929368,0.0148698884758364,0.20817843866171
"P35869","P35869_23_273",23,273,251,0.107569721115538,0.107569721115538,0,0.215139442231076
"O14519","O14519_61_115",61,115,55,0.2,0.145454545454545,0.0545454545454545,0.345454545454545
"Q8N5K1","Q8N5K1_57_135",57,135,79,0.20253164556962,0.113924050632911,0.0886075949367089,0.316455696202532
"P08913","P08913_133_164",133,164,32,0.15625,0.0625,0.09375,0.21875
"Q9NVP1","Q9NVP1_149_387",149,387,239,0.112970711297071,0.121338912133891,-0.00836820083682008,0.234309623430962
"Q13642","Q13642_162_217",162,217,56,0.107142857142857,0.0892857142857143,0.0178571428571429,0.196428571428571
"Q13158","Q13158_1_208",1,208,208,0.129807692307692,0.153846153846154,-0.0240384615384615,0.283653846153846
"P19235","P19235_24_338",24,338,315,0.0857142857142857,0.114285714285714,-0.0285714285714286,0.2
"P43166","P43166_1_264",1,264,264,0.0984848484848485,0.102272727272727,-0.00378787878787879,0.200757575757576
"O00311","O00311_37_574",37,574,538,0.131970260223048,0.105947955390335,0.0260223048327138,0.237918215613383
"O60885","O60885_41_477",41,477,437,0.121281464530892,0.102974828375286,0.0183066361556064,0.224256292906178
"O43707","O43707_47_271",47,271,225,0.142222222222222,0.137777777777778,0.00444444444444444,0.28
"Q96AY2","Q96AY2_178_570",178,570,393,0.142493638676845,0.111959287531807,0.0305343511450382,0.254452926208651
"P17813","P17813_26_581",26,581,556,0.0737410071942446,0.091726618705036,-0.0179856115107914,0.165467625899281
"Q92837","Q92837_1_279",1,279,279,0.118279569892473,0.114695340501792,0.003584229390681,0.232974910394265
"Q96BY6","Q96BY6_1694_2151",1694,2151,458,0.133187772925764,0.152838427947598,-0.0196506550218341,0.286026200873362
"O14556","O14556_69_407",69,407,339,0.103244837758112,0.100294985250737,0.00294985250737463,0.20353982300885
"Q9UKG1","Q9UKG1_1_385",1,385,385,0.111688311688312,0.153246753246753,-0.0415584415584416,0.264935064935065
"Q9UKG1","Q9UKG1_492_646",492,646,155,0.12258064516129,0.141935483870968,-0.0193548387096774,0.264516129032258
"Q9BUQ8","Q9BUQ8_1_820",1,820,820,0.226829268292683,0.185365853658537,0.0414634146341463,0.412195121951219
"Q9BSJ2","Q9BSJ2_1_902",1,902,902,0.11529933481153,0.125277161862528,-0.00997782705099778,0.240576496674058
