"Uniprot_ID","Start_Coverage","End_Coverage"
"P07098",28,398
"P07101",1,74
"P07101",193,528
"P07108",1,87
"P07148",1,127
"P07195",2,334
"P07199",1,129
"P07199",540,599
"P07203",14,198
"P07204",362,483
"P07225",200,286
"P07237",18,508
"P07288",25,261
"P07305",1,194
"P07306",148,291
"P07311",1,99
"P07315",2,174
"P07316",1,175
"P07320",1,174
"P07327",2,375
"P07332",1,405
"P07332",448,822
"P07333",2,512
"P07333",525,525
"P07333",530,530
"P07333",538,922
"P07339",60,162
"P07339",170,412
"P07355",1,339
"P07357",31,584
"P07358",55,591
"P07359",16,306
"P07359",503,512
"P07359",598,619
"P07360",21,202
"P07384",29,360
"P07437",1,444
"P07451",1,260
"P07477",24,247
"P07492",41,50
"P07550",1,365
"P07602",58,142
"P07602",195,273
"P07602",311,392
"P07602",405,484
"P07686",1,556
"P07711",18,333
"P07737",1,140
"P07738",1,259
"P07741",1,180
"P07766",1,207
"P07814",1,175
"P07814",749,805
"P07814",998,1512
"P07858",18,339
"P07900",1,236
"P07900",293,732
"P07902",1,379
"P07910",2,92
"P07910",102,117
"P07910",193,220
"P07919",17,91
"P07942",1714,1786
"P07947",90,152
"P07948",60,125
"P07948",233,512
"P07949",29,635
"P07949",659,1013
"P07954",44,510
"P07988",201,225
"P07988",259,280
"P07992",96,297
"P07996",19,261
"P07996",378,429
"P07996",434,547
"P07996",834,1170
"P07998",28,156
"P08034",1,22
"P08047",619,712
"P08048",570,598
"P08069",31,935
"P08069",951,1294
"P08100",1,348
"P08118",19,114
"P08123",484,495
"P08133",2,673
"P08134",1,193
"P08138",244,277
"P08138",330,427
"P08151",112,131
"P08151",234,388
"P08151",637,645
"P08172",1,466
"P08173",2,238
"P08173",390,478
"P08174",1,381
"P08183",1,1280
"P08185",33,405
"P08195",2,630
"P08235",593,671
"P08235",712,984
"P08236",21,633
"P08237",1,780
"P08238",1,724
"P08240",1,638
"P08243",1,561
"P08246",30,247
"P08253",30,660
"P08254",18,273
"P08263",1,222
"P08294",19,240
"P08311",21,255
"P08319",1,380
"P08397",1,361
"P08473",52,750
"P08476",30,426
"P08514",32,486
"P08514",989,1039
"P08519",3665,3770
"P08519",3781,3863
"P08519",3885,3980
"P08519",4123,4201
"P08519",4227,4307
"P08559",30,390
"P08567",1,105
"P08567",116,229
"P08567",234,350
"P08571",26,335
"P08572",1485,1712
"P08574",85,325
"P08575",225,573
"P08575",624,1233
"P08579",1,225
"P08581",25,35
"P08581",39,743
"P08581",997,1009
"P08581",1023,1360
"P08588",199,219
"P08590",1,195
"P08603",18,1231
"P08620",79,206
"P08621",1,437
"P08631",61,526
"P08637",14,208
"P08648",42,664
"P08670",59,78
"P08670",99,138
"P08670",144,251
"P08670",261,412
"P08670",419,431
"P08684",21,503
"P08686",29,494
"P08700",31,152
"P08708",1,135
"P08709",61,204
"P08709",213,466
"P08729",8,16
"P08754",4,354
"P08758",1,320
"P08833",166,259
"P08842",22,583
"P08865",1,295
"P08887",20,344
"P08912",21,224
"P08912",431,532
"P08913",133,164
"P08922",1934,2232
"P08949",47,56
"P09001",1,348
"P09012",1,282
"P09038",134,288
"P09086",297,359
"P09104",1,434
"P09110",30,424
"P09132",1,120
"P09172",40,617
"P09210",1,222
"P09211",1,210
"P09234",1,159
"P09237",18,267
"P09238",99,263
"P09326",27,140
"P09327",360,720
"P09327",793,827
"P09341",35,107
"P09382",1,135
"P09417",1,244
"P09429",1,166
"P09455",1,135
"P09466",20,180
"P09467",1,338
"P09471",1,354
"P09486",70,303
"P09488",1,218
"P09493",1,29
"P09496",46,61
"P09525",1,319
"P09543",186,399
"P09601",1,288
"P09603",33,181
"P09619",33,314
"P09619",526,563
"P09619",748,758
"P09619",1018,1029
"P09622",36,509
"P09651",1,196
"P09651",209,217
"P09651",234,240
"P09651",243,248
"P09651",309,357
"P09661",1,255
"P09668",1,335
"P09669",3,75
"P09681",52,93
"P09693",1,182
"P09758",298,323
"P09871",16,688
"P09874",1,366
"P09874",387,486
"P09874",518,1014
"P09884",335,1462
"P09913",1,472
"P09914",1,478
"P09917",1,674
"P09919",31,207
"P09936",1,223
"P09958",64,89
"P09958",108,574
"P09960",1,611
"P09972",1,364
"P0C024",1,235
"P0C025",1,328
"P0C0L4",20,675
"P0C0L4",680,1446
"P0C0L4",1454,1744
"P0C0L5",20,675
"P0C0S5",1,128
"P0C0S8",1,130
"P0C1S8",202,492
"P0C5Z0",2,115
"P0C6T2",1,37
"P0C7P0",36,127
"P0C870",1,316
"P0CAP1",70,79
"P0CAP2",300,316
"P0CE72",1,109
"P0CF51",1,122
"P0CG04",1,106
"P0CG29",1,244
"P0CG30",1,244
"P0CG47",76,228
"P0CG48",381,684
"P0DJD3",1,109
"P0DJD7",63,388
"P0DJI8",19,122
"P0DML2",27,217
"P0DMM9",1,295
"P0DMV8",1,371
"P0DMV8",381,641
"P0DMV9",633,641
"P0DN86",21,165
"P0DOY2",1,106
"P0DP23",1,149
"P0DP24",1,149
"P0DP25",9,81
"P0DP58",21,93
"P0DPD7",19,231
"P0DPK2",1,136
"P10071",328,344
"P10074",4,120
"P10074",516,620
"P10082",29,64
"P10109",61,184
"P10114",1,167
"P10144",21,247
"P10145",1,99
"P10147",23,92
"P10153",1,161
"P10176",26,68
"P10244",657,688
"P10253",79,952
"P10275",20,31
"P10275",622,636
"P10275",642,920
"P10276",82,426
"P10301",23,201
"P10321",3,11
"P10321",25,302
"P10398",19,91
"P10412",18,36
"P10415",1,207
"P10451",40,51
"P10515",1,647
"P10586",29,231
"P10586",319,411
"P10586",596,716
"P10586",821,1010
"P10586",1332,1907
"P10589",84,159
"P10599",1,105
"P10600",259,269
"P10600",301,412
"P10606",32,129
"P10619",2,10
"P10619",29,480
"P10632",19,490
"P10635",9,9
"P10635",34,497
"P10636",1,758
"P10643",23,843
"P10644",234,381
"P10645",57,81
"P10645",370,390
"P10646",29,182
"P10646",210,270
"P10720",35,104
"P10721",1,519
"P10721",544,935
"P10746",1,265
"P10747",17,152
"P10747",189,196
"P10768",1,282
"P10809",27,556
"P10826",80,455
"P10827",148,370
"P10828",104,461
"P10912",19,294
"P10916",1,166
"P10997",34,70
"P11021",25,410
"P11021",418,637
"P11047",1528,1609
"P11086",1,282
"P11142",1,384
"P11142",541,646
"P11166",1,492
"P11169",1,496
"P11171",210,488
"P11172",7,480
"P11177",31,359
"P11182",62,145
"P11182",162,220
"P11215",139,337
"P11215",1129,1152
"P11216",1,843
"P11217",1,842
"P11226",108,248
"P11229",2,460
"P11233",1,206
"P11234",8,185
"P11245",2,290
"P11274",1,72
"P11274",487,702
"P11274",704,893
"P11274",1266,1271
"P11277",1063,1275
"P11277",1583,2084
"P11308",115,208
"P11308",287,412
"P11309",1,313
"P11310",1,421
"P11362",38,123
"P11362",141,365
"P11362",409,430
"P11362",437,822
"P11387",174,765
"P11388",29,1193
"P11388",1198,1207
"P11413",1,515
"P11441",1,74
"P11441",93,147
"P11473",16,427
"P11474",192,423
"P11488",2,11
"P11498",482,1178
"P11509",18,18
"P11509",25,494
"P11511",1,503
"P11532",1,246
"P11532",338,456
"P11532",3046,3306
"P11586",1,306
"P11597",18,493
"P11686",59,197
"P11712",18,490
"P11717",1508,2128
"P11717",2347,2377
"P11717",2479,2491
"P11766",1,374
"P11802",1,303
"P11831",132,235
"P11836",163,187
"P11912",184,195
"P11926",1,461
"P11940",1,199
"P11940",447,466
"P11940",498,636
"P12004",1,261
"P12018",20,145
"P12074",34,108
"P12081",1,509
"P12104",2,132
"P12111",3108,3165
"P12259",685,737
"P12259",1561,1574
"P12259",2065,2224
"P12268",1,514
"P12270",2,142
"P12271",1,317
"P12272",37,144
"P12273",29,146
"P12277",1,381
"P12314",16,289
"P12318",34,208
"P12319",26,209
"P12429",1,323
"P12532",39,417
"P12544",29,262
"P12643",283,396
"P12645",363,472
"P12694",46,445
"P12724",28,160
"P12755",15,40
"P12755",90,192
"P12755",219,313
"P12757",137,356
"P12814",30,253
"P12814",743,892
"P12821",30,1232
"P12830",155,371
"P12830",693,730
"P12830",756,773
"P12838",64,96
"P12872",26,47
"P12883",1,1935
"P12931",2,536
"P12955",1,493
"P12956",1,609
"P13010",1,555
"P13010",559,710
"P13051",73,88
"P13051",91,313
"P13073",26,169
"P13224",26,146
"P13232",26,177
"P13236",24,92
"P13473",369,410
"P13489",1,461
"P13497",121,321
"P13498",149,168
"P13500",24,99
"P13501",24,91
"P13569",1,1480
"P13591",20,116
"P13591",414,704
"P13598",25,216
"P13612",34,620
"P13612",1003,1032
"P13631",1,454
"P13639",1,858
"P13645",195,296
"P13645",337,456
"P13645",473,487
"P13645",499,512
"P13647",350,477
"P13667",53,284
"P13671",22,934
"P13674",18,263
"P13686",19,325
"P13688",32,142
"P13693",1,172
"P13716",1,330
"P13725",26,212
"P13726",33,251
"P13726",277,295
"P13727",106,222
"P13747",22,299
"P13765",30,218
"P13796",1,97
"P13796",517,627
"P13797",101,375
"P13797",520,630
"P13804",1,333
"P13861",1,49
"P13928",1,327
"P13929",1,434
"P13984",1,249
"P13987",26,103
"P13995",36,350
"P14061",1,328
"P14091",19,396
"P14136",110,213
"P14138",97,117
"P14151",39,195
"P14151",349,363
"P14174",1,115
"P14207",24,228
"P14210",28,289
"P14210",495,728
"P14324",66,419
"P14384",18,443
"P14406",25,80
"P14410",62,931
"P14416",35,222
"P14416",363,443
"P14550",2,325
"P14555",21,144
"P14598",1,141
"P14598",150,340
"P14598",359,390
"P14618",1,531
"P14625",69,337
"P14635",165,433
"P14649",58,208
"P14653",171,266
"P14678",1,240
"P14735",1,1019
"P14770",45,53
"P14770",65,77
"P14770",92,103
"P14778",18,336
"P14780",20,445
"P14780",513,707
"P14784",24,240
"P14784",381,393
"P14854",5,86
"P14859",277,442
"P14866",90,180
"P14866",380,589
"P14867",1,456
"P14868",1,501
"P14902",1,403
"P14920",1,347
"P14921",276,441
"P14923",124,676
"P14927",6,111
"P15018",23,202
"P15036",76,170
"P15036",325,464
"P15056",1,766
"P15085",1,419
"P15086",16,417
"P15090",1,132
"P15104",5,365
"P15121",1,316
"P15144",36,967
"P15151",1,417
"P15153",1,192
"P15169",21,458
"P15170",1,499
"P15260",18,262
"P15289",19,507
"P15291",122,398
"P15309",33,386
"P15311",1,586
"P15328",1,235
"P15336",19,56
"P15336",354,414
"P15374",1,230
"P15382",1,129
"P15391",21,277
"P15428",3,256
"P15498",2,584
"P15498",628,775
"P15509",35,400
"P15514",142,184
"P15529",35,286
"P15531",1,152
"P15538",31,503
"P15559",1,274
"P15692",27,141
"P15692",182,232
"P15735",6,293
"P15812",32,303
"P15813",19,299
"P15814",59,82
"P15814",93,213
"P15822",2087,2143
"P15848",42,533
"P15880",1,293
"P15882",15,459
"P15884",11,27
"P15884",565,624
"P15907",89,406
"P15923",1,37
"P15923",538,616
"P15924",178,627
"P15924",1960,2456
"P15924",2609,2822
"P15927",1,270
"P15941",919,931
"P15941",1041,1152
"P15954",17,63
"P15976",309,319
"P16035",27,220
"P16070",18,178
"P16083",1,231
"P16104",1,143
"P16109",42,199
"P16109",813,830
"P16112",89,103
"P16118",40,471
"P16144",989,1107
"P16144",1126,1369
"P16144",1518,1736
"P16152",2,277
"P16157",401,827
"P16157",911,1233
"P16157",1393,1497
"P16219",29,412
"P16220",116,149
"P16220",283,341
"P16233",17,465
"P16234",550,973
"P16278",24,677
"P16284",28,232
"P16284",686,738
"P16298",1,524
"P16333",1,63
"P16333",99,173
"P16333",281,377
"P16401",23,27
"P16410",36,163
"P16410",197,207
"P16422",24,265
"P16435",61,677
"P16442",1,354
"P16444",17,385
"P16455",1,207
"P16471",25,264
"P16473",22,260
"P16562",204,239
"P16581",22,301
"P16591",453,557
"P16615",1,1042
"P16662",285,451
"P16671",1,472
"P16860",103,134
"P16871",21,239
"P16885",470,913
"P17028",46,136
"P17028",272,330
"P17041",74,157
"P17041",185,213
"P17041",241,269
"P17050",18,411
"P17066",6,385
"P17081",1,185
"P17096",51,75
"P17096",80,89
"P17174",2,413
"P17181",28,436
"P17181",478,507
"P17213",32,487
"P17252",93,293
"P17252",318,672
"P17301",167,368
"P17302",234,259
"P17342",1,485
"P17405",49,631
"P17480",103,192
"P17480",479,560
"P17516",1,323
"P17535",27,39
"P17535",266,332
"P17540",27,416
"P17542",180,253
"P17568",1,137
"P17612",1,351
"P17643",25,470
"P17655",2,700
"P17676",259,345
"P17693",3,11
"P17693",25,300
"P17706",1,314
"P17707",1,334
"P17735",41,444
"P17752",1,444
"P17787",26,330
"P17787",339,502
"P17812",1,591
"P17813",26,581
"P17844",52,307
"P17861",237,260
"P17900",32,193
"P17927",41,1972
"P17931",2,250
"P17948",27,656
"P17948",801,1158
"P17980",1,439
"P17987",1,556
"P18031",1,330
"P18054",172,663
"P18065",220,325
"P18074",1,760
"P18075",293,431
"P18077",1,110
"P18085",1,180
"P18124",1,248
"P18146",335,423
"P18206",1,1134
"P18283",4,188
"P18440",2,290
"P18507",1,361
"P18507",377,467
"P18509",132,169
"P18510",26,177
"P18545",70,87
"P18564",1,788
"P18615",1,380
"P18621",1,184
"P18669",1,254
"P18754",1,421
"P18827",201,212
"P18827",303,310
"P18848",280,341
"P18858",118,130
"P18858",232,919
"P18887",1,183
"P18887",241,276
"P18887",304,420
"P18887",514,522
"P18887",538,633
"P19087",331,354
"P19099",28,503
"P19113",2,477
"P19174",545,852
"P19235",24,338
"P19256",29,123
"P19320",25,226
"P19338",300,468
"P19338",478,652
"P19367",1,917
"P19387",1,275
"P19388",1,210
"P19404",36,247
"P19419",1,94
"P19419",378,385
"P19429",1,210
"P19438",41,201
"P19438",345,455
"P19440",2,569
"P19447",1,782
"P19474",1,130
"P19474",287,465
"P19525",1,170
"P19525",229,551
"P19544",126,134
"P19544",318,440
"P19623",1,302
"P19634",155,180
"P19634",226,274
"P19634",431,443
"P19634",447,472
"P19634",503,545
"P19634",622,723
"P19652",19,201
"P19784",1,350
"P19793",11,462
"P19801",21,751
"P19827",35,672
"P19835",21,553
"P19838",2,365
"P19838",806,893
"P19875",39,107
"P19878",1,213
"P19878",243,297
"P19878",350,429
"P19878",455,516
"P19883",30,344
"P19957",61,117
"P19971",1,482
"P20020",1,1220
"P20023",19,971
"P20036",32,214
"P20042",1,333
"P20061",1,433
"P20062",19,427
"P20132",1,328
"P20138",18,232
"P20142",17,388
"P20151",25,261
"P20155",23,84
"P20160",27,251
"P20226",1,339
"P20231",31,275
"P20248",1,432
"P20273",20,330
"P20290",97,162
"P20292",1,161
"P20309",271,289
"P20333",33,205
"P20333",420,428
"P20337",18,190
"P20338",6,189
"P20339",14,184
"P20340",1,208
"P20366",58,68
"P20366",72,107
"P20393",123,216
"P20393",281,614
"P20472",1,110
"P20585",219,1134
"P20591",1,662
"P20592",84,715
"P20618",1,241
"P20645",265,277
"P20671",2,130
"P20674",42,150
"P20700",311,401
"P20700",426,558
"P20701",26,770
"P20701",1082,1170
"P20702",20,1103
"P20702",1129,1163
"P20711",1,480
"P20718",21,246
"P20749",127,367
"P20783",139,257
"P20807",46,419
"P20807",642,821
"P20809",23,199
"P20813",20,491
"P20815",22,22
"P20815",24,497
"P20823",2,32
"P20823",85,278
"P20827",17,171
"P20839",1,514
"P20849",24,268
"P20849",754,789
"P20929",6610,6669
"P20930",1,92
"P20933",24,185
"P20933",206,346
"P20936",174,339
"P20936",341,446
"P20936",714,1047
"P20963",1,164
"P21246",33,168
"P21266",2,225
"P21333",1,278
"P21333",478,766
"P21333",1158,1252
"P21333",1772,2330
"P21333",2427,2522
"P21333",2559,2647
"P21359",1198,1551
"P21359",1566,1837
"P21397",1,527
"P21399",2,889
"P21439",1,1286
"P21453",2,231
"P21453",244,326
"P21549",1,392
"P21554",1,472
"P21579",33,53
"P21579",141,422
"P21580",1,370
"P21580",381,416
"P21580",592,635
"P21580",757,790
"P21583",1,273
"P21589",27,553
"P21673",1,171
"P21675",1,1872
"P21695",1,349
"P21709",536,573
"P21709",911,974
"P21730",30,333
"P21741",23,81
"P21741",84,126
"P21796",1,283
"P21802",140,368
"P21802",413,778
"P21860",1,670
"P21860",674,1020
"P21917",1,228
"P21917",335,419
"P21953",51,392
"P21964",48,271
"P21980",1,687
"P22001",104,204
"P22004",375,513
"P22033",12,750
"P22059",346,379
"P22061",2,227
"P22087",83,315
"P22090",1,263
"P22102",1,430
"P22102",467,794
"P22102",808,1010
"P22105",3654,3752
"P22105",3845,4024
"P22223",107,338
"P22234",1,425
"P22301",19,178
"P22303",32,614
"P22304",26,550
"P22307",425,547
"P22314",1,1058
"P22352",25,223
"P22362",23,96
"P22392",1,152
"P22413",147,189
"P22415",197,260
"P22455",141,244
"P22455",445,753
"P22557",143,587
"P22607",33,399
"P22607",449,759
"P22626",1,195
"P22670",438,513
"P22680",25,503
"P22681",23,437
"P22681",851,906
"P22692",22,113
"P22692",172,253
"P22695",35,453
"P22735",693,787
"P22736",265,598
"P22748",19,284
"P22749",63,136
"P22830",61,423
"P22891",84,400
"P22894",99,263
"P22897",22,629
"P22897",642,788
"P22914",1,178
"P23025",1,273
"P23141",19,567
"P23193",1,301
"P23246",276,598
"P23258",1,451
"P23280",20,290
"P23284",34,216
"P23297",1,94
"P23352",24,680
"P23368",1,584
"P23378",45,1020
"P23381",1,471
"P23396",1,243
"P23415",173,176
"P23415",244,453
"P23435",24,193
"P23443",24,37
"P23443",75,399
"P23443",412,437
"P23458",31,559
"P23458",561,1154
"P23467",1662,1973
"P23468",21,322
"P23468",407,607
"P23469",107,398
"P23469",425,700
"P23470",56,320
"P23470",820,1445
"P23471",34,302
"P23471",1698,2000
"P23497",466,508
"P23497",595,684
"P23508",822,829
"P23510",51,183
"P23511",262,332
"P23526",1,432
"P23528",1,166
"P23560",129,247
"P23582",105,126
"P23588",1,611
"P23610",1,371
"P23634",1086,1112
"P23677",158,183
"P23677",186,461
"P23743",1,197
"P23760",219,278
"P23769",343,391
"P23771",260,370
"P23919",1,212
"P23921",1,792
"P23945",16,366
"P23946",20,247
"P24043",1177,1379
"P24071",20,229
"P24158",28,248
"P24311",30,78
"P24385",1,271
"P24385",279,295
"P24394",26,232
"P24394",489,499
"P24468",175,414
"P24522",1,165
"P24530",65,306
"P24530",311,407
"P24534",1,88
"P24534",136,225
"P24588",77,92
"P24588",336,346
"P24588",391,412
"P24592",161,240
"P24593",59,112
"P24666",1,158
"P24723",1,138
"P24723",333,683
"P24752",33,427
"P24821",802,893
"P24821",1979,2196
"P24855",23,282
"P24863",1,283
"P24864",96,378
"P24928",1,1970
"P24941",1,298
"P25024",9,328
"P25054",2,55
"P25054",126,250
"P25054",303,775
"P25054",1021,1035
"P25054",1362,1540
"P25054",1578,1596
"P25054",2034,2049
"P25054",2833,2843
"P25098",1,689
"P25103",1,364
"P25116",33,64
"P25116",86,301
"P25116",303,395
"P25189",30,150
"P25208",51,143
"P25311",21,298
"P25325",11,289
"P25398",1,132
"P25440",67,200
"P25440",338,473
"P25440",621,750
"P25445",17,198
"P25445",218,335
"P25490",199,228
"P25490",291,414
"P25685",1,76
"P25685",151,340
"P25686",1,91
"P25713",32,68
"P25774",17,331
"P25786",1,263
"P25787",1,234
"P25788",1,255
"P25789",1,261
"P25791",9,158
"P25815",1,95
"P25929",2,358
"P25942",21,193
"P25942",230,238
"P25942",246,266
"P25963",67,302
"P26010",20,512
"P26010",768,798
"P26012",43,681
"P26038",1,346
"P26038",488,577
"P26045",489,597
"P26045",628,913
"P26196",94,483
"P26232",651,953
"P26358",161,180
"P26358",351,1600
"P26367",4,136
"P26367",211,277
"P26368",85,112
"P26368",141,342
"P26368",372,475
"P26373",1,211
"P26378",49,215
"P26440",33,426
"P26441",1,187
"P26447",1,101
"P26599",41,301
"P26599",324,531
"P26639",30,74
"P26639",79,153
"P26639",321,723
"P26641",1,218
"P26641",276,437
"P26651",312,326
"P26678",1,52
"P26715",1,15
"P26715",33,47
"P26715",113,232
"P26717",72,100
"P26718",79,216
"P26842",21,121
"P26885",1,142
"P26927",465,711
"P26951",20,307
"P26992",202,305
"P26998",21,199
"P27037",20,135
"P27037",191,488
"P27144",1,223
"P27216",1,316
"P27338",1,520
"P27348",1,245
"P27352",19,417
"P27361",1,379
"P27448",41,44
"P27448",48,370
"P27482",2,149
"P27487",1,766
"P27540",70,346
"P27540",354,470
"P27635",1,214
"P27694",1,120
"P27694",181,432
"P27694",436,616
"P27695",1,318
"P27707",1,260
"P27708",1456,1846
"P27708",1915,2225
"P27797",1,10
"P27797",18,417
"P27815",351,683
"P27918",26,469
"P27930",14,343
"P27986",1,724
"P28039",24,575
"P28062",1,276
"P28065",1,219
"P28066",1,241
"P28067",27,230
"P28068",19,218
"P28069",124,273
"P28070",1,264
"P28072",1,239
"P28074",1,263
"P28161",1,218
"P28222",33,390
"P28223",70,265
"P28223",313,403
"P28289",50,101
"P28289",160,349
"P28324",1,156
"P28325",21,142
"P28329",120,733
"P28331",30,716
"P28335",40,245
"P28335",301,393
"P28340",1,1107
"P28347",27,104
"P28347",208,426
"P28472",1,10
"P28472",14,18
"P28472",21,473
"P28482",1,360
"P28562",172,314
"P28676",53,217
"P28698",37,128
"P28702",293,533
"P28715",1054,1077
"P28715",1168,1186
"P28749",391,972
"P28749",994,1031
"P28799",123,179
"P28799",281,337
"P28799",364,417
"P28827",21,742
"P28827",879,1156
"P28845",1,292
"P28907",45,300
"P28908",576,583
"P29016",17,304
"P29017",19,297
"P29033",1,226
"P29034",1,98
"P29074",499,926
"P29083",1,439
"P29084",1,291
"P29218",1,277
"P29274",1,318
"P29317",11,435
"P29317",523,563
"P29317",583,900
"P29317",902,976
"P29320",29,201
"P29320",577,947
"P29322",437,534
"P29322",602,909
"P29322",933,1000
"P29323",20,196
"P29323",604,898
"P29323",905,985
"P29350",1,595
"P29353",111,317
"P29353",344,356
"P29353",423,435
"P29353",480,583
"P29372",80,298
"P29373",1,138
"P29374",4,121
"P29374",170,273
"P29374",568,635
"P29375",1,797
"P29375",1609,1659
"P29400",1457,1685
"P29401",1,623
"P29459",23,219
"P29460",1,328
"P29466",2,86
"P29466",104,404
"P29474",30,36
"P29474",41,481
"P29474",491,512
"P29475",302,723
"P29508",1,390
"P29536",299,486
"P29558",123,223
"P29590",49,104
"P29590",120,168
"P29590",547,574
"P29597",23,1187
"P29622",45,427
"P29692",1,30
"P29692",153,281
"P29965",116,261
"P29972",1,269
"P29992",7,7
"P29992",37,359
"P30038",18,563
"P30040",34,261
"P30041",1,224
"P30043",1,206
"P30044",54,214
"P30046",2,118
"P30048",62,256
"P30050",1,165
"P30084",28,290
"P30085",1,196
"P30086",1,187
"P30101",25,505
"P30153",1,589
"P30203",1,364
"P30260",1,824
"P30279",114,123
"P30281",1,292
"P30291",291,575
"P30304",337,496
"P30305",38,46
"P30305",370,580
"P30307",126,134
"P30307",207,244
"P30307",270,462
"P30405",43,207
"P30414",7,179
"P30419",1,496
"P30511",22,305
"P30518",343,368
"P30519",1,264
"P30520",21,456
"P30530",33,227
"P30530",514,818
"P30533",35,357
"P30542",2,326
"P30556",2,319
"P30566",1,484
"P30613",34,574
"P30622",1,141
"P30622",181,339
"P30622",1399,1438
"P30626",1,198
"P30711",1,240
"P30740",1,379
"P30793",55,250
"P30838",1,453
"P30876",1,1174
"P30926",22,498
"P30988",1,474
"P30989",20,418
"P30990",151,163
"P31025",19,176
"P31151",1,101
"P31153",1,395
"P31271",322,388
"P31274",184,251
"P31321",1,381
"P31327",40,1500
"P31350",60,389
"P31358",27,36
"P31371",35,208
"P31415",35,396
"P31431",171,198
"P31483",1,92
"P31483",104,285
"P31644",1,346
"P31644",424,462
"P31645",76,618
"P31689",1,70
"P31689",375,387
"P31749",1,480
"P31751",1,111
"P31751",143,481
"P31785",23,262
"P31930",35,480
"P31937",40,336
"P31939",1,592
"P31941",1,199
"P31943",7,194
"P31946",1,246
"P31947",1,248
"P31948",1,118
"P31948",220,352
"P31948",356,477
"P31949",1,105
"P31994",43,218
"P31995",45,217
"P31997",32,149
"P32019",339,646
"P32119",1,198
"P32238",1,47
"P32238",329,357
"P32239",352,379
"P32241",400,408
"P32248",46,247
"P32297",32,86
"P32297",215,230
"P32297",379,431
"P32297",434,505
"P32298",1,578
"P32320",11,146
"P32321",4,174
"P32322",1,319
"P32455",1,592
"P32754",1,393
"P32780",1,548
"P32926",50,598
"P32927",17,473
"P32929",1,405
"P32942",30,114
"P32969",1,192
"P33176",1,349
"P33240",8,111
"P33240",529,577
"P33241",249,260
"P33260",72,80
"P33261",23,489
"P33316",94,252
"P33527",628,881
"P33552",1,79
"P33681",35,242
"P33763",1,92
"P33764",1,101
"P33778",2,126
"P33981",55,239
"P33981",400,857
"P34059",27,522
"P34096",29,147
"P34130",81,210
"P34741",143,173
"P34896",11,481
"P34897",1,504
"P34913",1,555
"P34925",293,607
"P34931",1,386
"P34947",1,590
"P34972",21,222
"P34972",235,325
"P34998",24,249
"P34998",252,402
"P35030",81,304
"P35052",24,529
"P35070",62,111
"P35080",2,138
"P35219",1,290
"P35221",82,906
"P35222",17,39
"P35222",41,49
"P35222",131,781
"P35225",15,146
"P35226",1,109
"P35226",121,235
"P35228",23,28
"P35228",74,715
"P35236",37,52
"P35236",64,360
"P35240",1,339
"P35240",506,595
"P35243",1,200
"P35244",1,121
"P35247",199,375
"P35251",375,496
"P35268",1,128
"P35269",1,517
"P35270",1,261
"P35318",22,41
"P35318",95,146
"P35354",19,570
"P35367",20,221
"P35367",377,377
"P35367",405,487
"P35398",269,523
"P35408",4,366
"P35414",1,229
"P35414",243,330
"P35442",551,1172
"P35462",2,221
"P35462",319,400
"P35475",1,653
"P35499",1,1836
"P35520",1,551
"P35523",1,988
"P35544",1,74
"P35555",45,287
"P35555",807,951
"P35555",1069,1154
"P35555",1486,1647
"P35555",2052,2205
"P35557",1,465
"P35558",1,622
"P35568",4,267
"P35568",607,620
"P35568",731,736
"P35568",889,902
"P35579",1893,1937
"P35580",1,782
"P35590",639,738
"P35609",19,894
"P35613",23,385
"P35625",24,144
"P35637",1,526
"P35658",1,450
"P35658",1916,2027
"P35659",78,208
"P35659",309,375
"P35670",56,127
"P35670",141,212
"P35670",238,439
"P35670",485,633
"P35670",1032,1196
"P35680",91,321
"P35754",1,106
"P35790",1,457
"P35813",1,382
"P35869",23,273
"P35914",28,325
"P35916",23,229
"P35916",330,553
"P35968",120,549
"P35968",657,1172
"P35998",1,433
"P36222",22,383
"P36383",387,396
"P36404",1,184
"P36406",1,123
"P36507",4,16
"P36507",55,400
"P36544",23,39
"P36544",52,71
"P36544",78,98
"P36544",131,137
"P36544",139,142
"P36544",165,171
"P36544",178,192
"P36544",198,200
"P36544",205,225
"P36544",228,326
"P36544",467,496
"P36551",111,454
"P36578",1,427
"P36639",42,197
"P36776",753,959
"P36871",1,562
"P36873",1,323
"P36888",27,540
"P36888",564,958
"P36894",24,152
"P36897",31,115
"P36897",162,503
"P36941",41,211
"P36941",385,408
"P36952",1,375
"P36954",1,125
"P36955",21,418
"P36956",319,400
"P36957",68,453
"P36959",1,345
"P36969",29,197
"P36980",147,270
"P37023",22,118
"P37023",195,497
"P37088",111,543
"P37088",638,648
"P37108",1,107
"P37173",38,159
"P37173",237,549
"P37198",1,522
"P37231",102,505
"P37235",2,193
"P37268",31,370
"P37275",586,642
"P37288",361,418
"P37802",16,157
"P37837",1,337
"P37840",1,140
"P38117",1,255
"P38159",1,95
"P38398",1,110
"P38398",1646,1863
"P38484",28,247
"P38646",52,431
"P38646",439,597
"P38919",1,411
"P38935",3,648
"P38935",711,786
"P38936",9,85
"P38936",139,160
"P39019",1,145
"P39023",1,403
"P39059",1133,1186
"P39060",1441,1496
"P39060",1572,1749
"P39086",443,822
"P39687",1,149
"P39748",1,380
"P39900",100,470
