"Uniprot_ID","unique_id","N_Terminal_Status","C_Terminal_Status","Non_Tail_Status","FD_IDR_terminal_dist","start_pos","end_pos","num_residues","fp","fn","ncpr","tcpr"
"Q16254","Q16254_1_21",1,0,0,-10,1,21,21,0.0952380952380952,0.0952380952380952,0,0.19047619047619
"Q16254","Q16254_201_346",0,0,1,NA,201,346,146,0.0342465753424658,0.0821917808219178,-0.0479452054794521,0.116438356164384
"Q9H2F5","Q9H2F5_36_56",0,0,1,NA,36,56,21,0.0952380952380952,0.238095238095238,-0.142857142857143,0.333333333333333
"Q9H2F5","Q9H2F5_186_231",0,0,1,NA,186,231,46,0.260869565217391,0.130434782608696,0.130434782608696,0.391304347826087
"Q9H2F5","Q9H2F5_331_406",0,0,1,NA,331,406,76,0.131578947368421,0.157894736842105,-0.0263157894736842,0.289473684210526
"Q9H2F5","Q9H2F5_490_509",0,0,1,NA,490,509,20,0.05,0.1,-0.05,0.15
"Q9H2F5","Q9H2F5_551_631",0,0,1,NA,551,631,81,0.0617283950617284,0.0123456790123457,0.0493827160493827,0.0740740740740741
"Q9H2F5","Q9H2F5_798_836",0,1,0,127,798,836,39,0.0769230769230769,0.153846153846154,-0.0769230769230769,0.230769230769231
"Q8WWM9","Q8WWM9_1_21",1,0,0,-20,1,21,21,0.19047619047619,0.380952380952381,-0.19047619047619,0.571428571428571
"Q00013","Q00013_32_63",0,0,1,NA,32,63,32,0.0625,0.09375,-0.03125,0.15625
"Q14194","Q14194_507_572",0,1,0,-65,507,572,66,0.121212121212121,0.0303030303030303,0.0909090909090909,0.151515151515152
"Q01543","Q01543_29_59",0,0,1,NA,29,59,31,0.0645161290322581,0.0967741935483871,-0.032258064516129,0.161290322580645
"Q01543","Q01543_93_121",0,0,1,NA,93,121,29,0.0344827586206897,0.137931034482759,-0.103448275862069,0.172413793103448
"Q01543","Q01543_204_277",0,0,1,NA,204,277,74,0.108108108108108,0.0810810810810811,0.027027027027027,0.189189189189189
"Q01543","Q01543_426_452",0,1,0,27,426,452,27,0.037037037037037,0,0.037037037037037,0.037037037037037
"Q15329","Q15329_1_55",1,0,0,69,1,55,55,0.0545454545454545,0.0363636363636364,0.0181818181818182,0.0909090909090909
"Q15329","Q15329_233_296",0,0,1,NA,233,296,64,0.046875,0.078125,-0.03125,0.125
"Q9HCU8","Q9HCU8_1_45",1,0,0,-44,1,45,45,0.177777777777778,0.244444444444444,-0.0666666666666667,0.422222222222222
"O60479","O60479_1_63",1,0,0,68,1,63,63,0.0476190476190476,0.0952380952380952,-0.0476190476190476,0.142857142857143
"O60479","O60479_101_131",0,0,1,NA,101,131,31,0.225806451612903,0.161290322580645,0.0645161290322581,0.387096774193548
"O60479","O60479_187_287",0,1,0,1,187,287,101,0.0198019801980198,0.0594059405940594,-0.0396039603960396,0.0792079207920792
"Q96KQ7","Q96KQ7_1_416",1,0,0,3,1,416,416,0.120192307692308,0.194711538461538,-0.0745192307692308,0.314903846153846
"Q96KQ7","Q96KQ7_544_611",0,0,1,NA,544,611,68,0.0882352941176471,0.117647058823529,-0.0294117647058824,0.205882352941176
"Q14195","Q14195_496_570",0,1,0,-74,496,570,75,0.12,0.0533333333333333,0.0666666666666667,0.173333333333333
"Q9HC35","Q9HC35_1_38",1,0,0,-32,1,38,38,0.0526315789473684,0.236842105263158,-0.184210526315789,0.289473684210526
"Q9HC35","Q9HC35_54_216",0,0,1,NA,54,216,163,0.184049079754601,0.0920245398773006,0.0920245398773006,0.276073619631902
"Q9HC35","Q9HC35_871_981",0,1,0,807,871,981,111,0.036036036036036,0.234234234234234,-0.198198198198198,0.27027027027027
"Q9BPU6","Q9BPU6_504_564",0,1,0,-60,504,564,61,0.147540983606557,0.0983606557377049,0.0491803278688525,0.245901639344262
"A0AVK6","A0AVK6_1_60",1,0,0,50,1,60,60,0.116666666666667,0.15,-0.0333333333333333,0.266666666666667
"A0AVK6","A0AVK6_342_372",0,0,1,NA,342,372,31,0.0967741935483871,0.0967741935483871,0,0.193548387096774
"A0AVK6","A0AVK6_403_433",0,0,1,NA,403,433,31,0.161290322580645,0.0967741935483871,0.0645161290322581,0.258064516129032
"A0AVK6","A0AVK6_451_480",0,0,1,NA,451,480,30,0.166666666666667,0.0666666666666667,0.1,0.233333333333333
"A0AVK6","A0AVK6_509_623",0,0,1,NA,509,623,115,0.139130434782609,0.0956521739130435,0.0434782608695652,0.234782608695652
"A0AVK6","A0AVK6_769_843",0,0,1,NA,769,843,75,0.0533333333333333,0.0666666666666667,-0.0133333333333333,0.12
"Q9UQ16","Q9UQ16_502_521",0,0,1,NA,502,521,20,0.15,0,0.15,0.15
"Q9UQ16","Q9UQ16_743_869",0,1,0,-21,743,869,127,0.102362204724409,0.047244094488189,0.0551181102362205,0.149606299212598
"P78545","P78545_151_255",0,0,1,NA,151,255,105,0.133333333333333,0.142857142857143,-0.00952380952380952,0.276190476190476
"P41214","P41214_177_261",0,0,1,NA,177,261,85,0.0941176470588235,0.211764705882353,-0.117647058823529,0.305882352941176
"P41214","P41214_356_381",0,0,1,NA,356,381,26,0.0384615384615385,0.153846153846154,-0.115384615384615,0.192307692307692
"Q9NTM9","Q9NTM9_1_20",1,0,0,-19,1,20,20,0.35,0.05,0.3,0.4
"Q9UI36","Q9UI36_1_186",1,0,0,-2,1,186,186,0.010752688172043,0.010752688172043,0,0.021505376344086
"Q9UI36","Q9UI36_279_317",0,0,1,NA,279,317,39,0.102564102564103,0.0256410256410256,0.0769230769230769,0.128205128205128
"Q9UI36","Q9UI36_350_432",0,0,1,NA,350,432,83,0.036144578313253,0.0963855421686747,-0.0602409638554217,0.132530120481928
"Q9UI36","Q9UI36_465_610",0,0,1,NA,465,610,146,0.0958904109589041,0.10958904109589,-0.0136986301369863,0.205479452054795
"Q9UI36","Q9UI36_695_745",0,0,1,NA,695,745,51,0.156862745098039,0.215686274509804,-0.0588235294117647,0.372549019607843
"Q9UQ84","Q9UQ84_338_405",0,0,1,NA,338,405,68,0.102941176470588,0.132352941176471,-0.0294117647058824,0.235294117647059
"Q9UQ84","Q9UQ84_530_787",0,0,1,NA,530,787,258,0.127906976744186,0.151162790697674,-0.0232558139534884,0.27906976744186
"Q9UQ84","Q9UQ84_802_834",0,0,1,NA,802,834,33,0.181818181818182,0.212121212121212,-0.0303030303030303,0.393939393939394
"P15170","P15170_1_70",1,0,0,-69,1,70,70,0.0571428571428571,0.3,-0.242857142857143,0.357142857142857
"P12314","P12314_332_374",0,1,0,43,332,374,43,0.162790697674419,0.255813953488372,-0.0930232558139535,0.418604651162791
"P15036","P15036_171_236",0,0,1,NA,171,236,66,0.0303030303030303,0.136363636363636,-0.106060606060606,0.166666666666667
"P15036","P15036_255_293",0,0,1,NA,255,293,39,0.0256410256410256,0.179487179487179,-0.153846153846154,0.205128205128205
"Q86UX7","Q86UX7_196_224",0,0,1,NA,196,224,29,0.137931034482759,0.0689655172413793,0.0689655172413793,0.206896551724138
"Q86UX7","Q86UX7_481_501",0,0,1,NA,481,501,21,0.0476190476190476,0.0952380952380952,-0.0476190476190476,0.142857142857143
"O00308","O00308_140_354",0,0,1,NA,140,354,215,0.0883720930232558,0.102325581395349,-0.013953488372093,0.190697674418605
"O00308","O00308_391_449",0,0,1,NA,391,449,59,0.0847457627118644,0.11864406779661,-0.0338983050847458,0.203389830508475
"O00308","O00308_468_490",0,0,1,NA,468,490,23,0.173913043478261,0.0869565217391304,0.0869565217391304,0.260869565217391
"P55089","P55089_22_49",0,0,1,NA,22,49,28,0.107142857142857,0.0714285714285714,0.0357142857142857,0.178571428571429
"P55089","P55089_62_87",0,0,1,NA,62,87,26,0.230769230769231,0.0769230769230769,0.153846153846154,0.307692307692308
"Q9UKY1","Q9UKY1_1_64",1,0,0,-4,1,64,64,0.078125,0.234375,-0.15625,0.3125
"Q9UKY1","Q9UKY1_198_240",0,0,1,NA,198,240,43,0.0697674418604651,0.255813953488372,-0.186046511627907,0.325581395348837
"Q9UKY1","Q9UKY1_426_455",0,0,1,NA,426,455,30,0.1,0.0333333333333333,0.0666666666666667,0.133333333333333
"Q9UKY1","Q9UKY1_539_572",0,0,1,NA,539,572,34,0.0588235294117647,0.147058823529412,-0.0882352941176471,0.205882352941176
"Q9UKY1","Q9UKY1_613_696",0,0,1,NA,613,696,84,0.178571428571429,0.202380952380952,-0.0238095238095238,0.380952380952381
"Q9UKY1","Q9UKY1_732_774",0,0,1,NA,732,774,43,0.348837209302326,0.0232558139534884,0.325581395348837,0.372093023255814
"Q9UKY1","Q9UKY1_826_873",0,1,0,95,826,873,48,0.104166666666667,0.479166666666667,-0.375,0.583333333333333
"P42681","P42681_27_80",0,0,1,NA,27,80,54,0.203703703703704,0.0925925925925926,0.111111111111111,0.296296296296296
"Q96NC0","Q96NC0_1_20",1,0,0,-19,1,20,20,0.25,0.2,0.05,0.45
"Q96NC0","Q96NC0_26_47",0,0,1,NA,26,47,22,0.363636363636364,0.272727272727273,0.0909090909090909,0.636363636363636
"Q96NC0","Q96NC0_137_199",0,1,0,-62,137,199,63,0.253968253968254,0.301587301587302,-0.0476190476190476,0.555555555555556
"P41273","P41273_57_82",0,0,1,NA,57,82,26,0.115384615384615,0.153846153846154,-0.0384615384615385,0.269230769230769
"Q9BSF0","Q9BSF0_1_53",1,0,0,3,1,53,53,0.132075471698113,0.188679245283019,-0.0566037735849057,0.320754716981132
"P62854","P62854_81_115",0,1,0,-34,81,115,35,0.314285714285714,0.0571428571428571,0.257142857142857,0.371428571428571
"P08579","P08579_95_147",0,0,1,NA,95,147,53,0.207547169811321,0.0943396226415094,0.113207547169811,0.30188679245283
"Q9UQF0","Q9UQF0_489_538",0,1,0,54,489,538,50,0.18,0.1,0.08,0.28
"O75604","O75604_53_111",0,0,1,NA,53,111,59,0.152542372881356,0.0847457627118644,0.0677966101694915,0.23728813559322
"O75604","O75604_153_173",0,0,1,NA,153,173,21,0.19047619047619,0.0952380952380952,0.0952380952380952,0.285714285714286
"O75604","O75604_205_265",0,0,1,NA,205,265,61,0.131147540983607,0.0491803278688525,0.0819672131147541,0.180327868852459
"O75604","O75604_377_396",0,0,1,NA,377,396,20,0.15,0.25,-0.1,0.4
"P30291","P30291_1_241",1,0,0,50,1,241,241,0.12448132780083,0.157676348547718,-0.033195020746888,0.282157676348548
"P30291","P30291_616_646",0,1,0,41,616,646,31,0.225806451612903,0.032258064516129,0.193548387096774,0.258064516129032
"O75362","O75362_236_286",0,0,1,NA,236,286,51,0.176470588235294,0.0784313725490196,0.0980392156862745,0.254901960784314
"O75362","O75362_312_378",0,0,1,NA,312,378,67,0.134328358208955,0.223880597014925,-0.0895522388059701,0.358208955223881
"O75362","O75362_394_464",0,0,1,NA,394,464,71,0.126760563380282,0.225352112676056,-0.0985915492957746,0.352112676056338
"O75362","O75362_519_550",0,0,1,NA,519,550,32,0.15625,0.28125,-0.125,0.4375
"O75362","O75362_597_618",0,0,1,NA,597,618,22,0.181818181818182,0.227272727272727,-0.0454545454545455,0.409090909090909
"O75362","O75362_640_672",0,0,1,NA,640,672,33,0.121212121212121,0.151515151515152,-0.0303030303030303,0.272727272727273
"O75362","O75362_735_903",0,0,1,NA,735,903,169,0.153846153846154,0.0532544378698225,0.100591715976331,0.207100591715976
"O75362","O75362_1002_1024",0,0,1,NA,1002,1024,23,0.0869565217391304,0.0434782608695652,0.0434782608695652,0.130434782608696
"Q9UID3","Q9UID3_1_66",1,0,0,-33,1,66,66,0.0909090909090909,0.151515151515152,-0.0606060606060606,0.242424242424242
"Q9UID3","Q9UID3_635_670",0,0,1,NA,635,670,36,0.166666666666667,0.0277777777777778,0.138888888888889,0.194444444444444
"O95238","O95238_1_54",1,0,0,77,1,54,54,0.0740740740740741,0.0925925925925926,-0.0185185185185185,0.166666666666667
"O95238","O95238_73_108",0,0,1,NA,73,108,36,0.0555555555555556,0.194444444444444,-0.138888888888889,0.25
"Q15393","Q15393_1185_1205",0,0,1,NA,1185,1205,21,0.142857142857143,0.238095238095238,-0.0952380952380952,0.380952380952381
"O94885","O94885_1_42",1,0,0,513,1,42,42,0.0238095238095238,0.285714285714286,-0.261904761904762,0.30952380952381
"O94885","O94885_85_108",0,0,1,NA,85,108,24,0.25,0.166666666666667,0.0833333333333333,0.416666666666667
"O94885","O94885_122_150",0,0,1,NA,122,150,29,0.241379310344828,0.172413793103448,0.0689655172413793,0.413793103448276
"O94885","O94885_214_299",0,0,1,NA,214,299,86,0.162790697674419,0.197674418604651,-0.0348837209302326,0.36046511627907
"O94885","O94885_313_404",0,0,1,NA,313,404,92,0.173913043478261,0.141304347826087,0.0326086956521739,0.315217391304348
"O94885","O94885_442_575",0,0,1,NA,442,575,134,0.141791044776119,0.141791044776119,0,0.283582089552239
"O94885","O94885_612_643",0,0,1,NA,612,643,32,0.3125,0.21875,0.09375,0.53125
"O94885","O94885_697_811",0,0,1,NA,697,811,115,0.121739130434783,0.121739130434783,0,0.243478260869565
"O94885","O94885_825_1082",0,0,1,NA,825,1082,258,0.10077519379845,0.108527131782946,-0.00775193798449612,0.209302325581395
"O94885","O94885_1098_1119",0,0,1,NA,1098,1119,22,0.136363636363636,0.272727272727273,-0.136363636363636,0.409090909090909
"P61964","P61964_1_32",1,0,0,-31,1,32,32,0.15625,0.125,0.03125,0.28125
"Q9H4L7","Q9H4L7_1_87",1,0,0,8,1,87,87,0.126436781609195,0.206896551724138,-0.0804597701149425,0.333333333333333
"Q9H4L7","Q9H4L7_124_147",0,0,1,NA,124,147,24,0.0833333333333333,0.333333333333333,-0.25,0.416666666666667
"Q9H4L7","Q9H4L7_198_251",0,0,1,NA,198,251,54,0.148148148148148,0.259259259259259,-0.111111111111111,0.407407407407407
"Q9H4L7","Q9H4L7_302_379",0,0,1,NA,302,379,78,0.192307692307692,0.153846153846154,0.0384615384615385,0.346153846153846
"Q9BTP6","Q9BTP6_1_52",1,0,0,3,1,52,52,0.115384615384615,0.269230769230769,-0.153846153846154,0.384615384615385
"Q9BTP6","Q9BTP6_102_138",0,0,1,NA,102,138,37,0.135135135135135,0.135135135135135,0,0.27027027027027
"P01282","P01282_151_170",0,1,0,-2,151,170,20,0.15,0.3,-0.15,0.45
"P18887","P18887_148_317",0,0,1,NA,148,317,170,0.164705882352941,0.1,0.0647058823529412,0.264705882352941
"P18887","P18887_389_540",0,0,1,NA,389,540,152,0.105263157894737,0.223684210526316,-0.118421052631579,0.328947368421053
"Q8TBZ3","Q8TBZ3_340_364",0,0,1,NA,340,364,25,0.24,0.08,0.16,0.32
"Q8TBZ3","Q8TBZ3_399_447",0,0,1,NA,399,447,49,0.0408163265306122,0,0.0408163265306122,0.0408163265306122
"Q8TBZ3","Q8TBZ3_465_516",0,0,1,NA,465,516,52,0.230769230769231,0.115384615384615,0.115384615384615,0.346153846153846
"Q15649","Q15649_44_83",0,0,1,NA,44,83,40,0.175,0.275,-0.1,0.45
"P17041","P17041_33_72",0,0,1,NA,33,72,40,0.125,0.2,-0.075,0.325
"Q15672","Q15672_1_109",1,0,0,-41,1,109,109,0.119266055045872,0.100917431192661,0.018348623853211,0.220183486238532
"O60343","O60343_1_33",1,0,0,841,1,33,33,0.0303030303030303,0.181818181818182,-0.151515151515152,0.212121212121212
"O60343","O60343_236_291",0,0,1,NA,236,291,56,0.0535714285714286,0.196428571428571,-0.142857142857143,0.25
"O60343","O60343_303_354",0,0,1,NA,303,354,52,0.173076923076923,0.134615384615385,0.0384615384615385,0.307692307692308
"O60343","O60343_528_555",0,0,1,NA,528,555,28,0.0714285714285714,0.0714285714285714,0,0.142857142857143
"O60343","O60343_570_708",0,0,1,NA,570,708,139,0.129496402877698,0.0935251798561151,0.0359712230215827,0.223021582733813
"O60343","O60343_724_768",0,0,1,NA,724,768,45,0.111111111111111,0.155555555555556,-0.0444444444444444,0.266666666666667
"O60343","O60343_783_810",0,0,1,NA,783,810,28,0.0714285714285714,0.107142857142857,-0.0357142857142857,0.178571428571429
"Q96I25","Q96I25_36_235",0,0,1,NA,36,235,200,0.185,0.2,-0.015,0.385
"Q96I25","Q96I25_276_295",0,0,1,NA,276,295,20,0.2,0.2,0,0.4
"Q96QK1","Q96QK1_777_796",0,1,0,-4,777,796,20,0.15,0.2,-0.05,0.35
"Q13813","Q13813_1173_1192",0,0,1,NA,1173,1192,20,0.1,0.2,-0.1,0.3
"Q13813","Q13813_1574_1593",0,0,1,NA,1574,1593,20,0.15,0.15,0,0.3
"Q5FWF4","Q5FWF4_546_603",0,0,1,NA,546,603,58,0.137931034482759,0.224137931034483,-0.0862068965517241,0.362068965517241
"Q5FWF4","Q5FWF4_655_729",0,0,1,NA,655,729,75,0.133333333333333,0.226666666666667,-0.0933333333333333,0.36
"Q5FWF4","Q5FWF4_1051_1079",0,1,0,-16,1051,1079,29,0.310344827586207,0.0689655172413793,0.241379310344828,0.379310344827586
"Q14679","Q14679_1_46",1,0,0,249,1,46,46,0.108695652173913,0.0434782608695652,0.0652173913043478,0.152173913043478
"Q14679","Q14679_227_277",0,0,1,NA,227,277,51,0.0784313725490196,0.0392156862745098,0.0392156862745098,0.117647058823529
"Q14679","Q14679_381_408",0,0,1,NA,381,408,28,0.0714285714285714,0.107142857142857,-0.0357142857142857,0.178571428571429
"Q14679","Q14679_442_547",0,0,1,NA,442,547,106,0.0660377358490566,0.283018867924528,-0.216981132075472,0.349056603773585
"Q14679","Q14679_946_968",0,0,1,NA,946,968,23,0.0869565217391304,0.0434782608695652,0.0434782608695652,0.130434782608696
"Q14679","Q14679_1127_1199",0,1,0,823,1127,1199,73,0.10958904109589,0.0958904109589041,0.0136986301369863,0.205479452054795
"Q96CG3","Q96CG3_148_184",0,1,0,-2,148,184,37,0.027027027027027,0.162162162162162,-0.135135135135135,0.189189189189189
"Q2NL82","Q2NL82_1_84",1,0,0,-83,1,84,84,0.297619047619048,0.0714285714285714,0.226190476190476,0.369047619047619
"Q2NL82","Q2NL82_303_324",0,0,1,NA,303,324,22,0.136363636363636,0.181818181818182,-0.0454545454545455,0.318181818181818
"Q2NL82","Q2NL82_346_375",0,0,1,NA,346,375,30,0.0666666666666667,0.3,-0.233333333333333,0.366666666666667
"Q2NL82","Q2NL82_401_460",0,0,1,NA,401,460,60,0,0.433333333333333,-0.433333333333333,0.433333333333333
"Q92890","Q92890_194_258",0,0,1,NA,194,258,65,0.153846153846154,0.169230769230769,-0.0153846153846154,0.323076923076923
"Q92890","Q92890_282_307",0,1,0,41,282,307,26,0.230769230769231,0.192307692307692,0.0384615384615385,0.423076923076923
"Q6NZY4","Q6NZY4_1_49",1,0,0,236,1,49,49,0.0612244897959184,0.346938775510204,-0.285714285714286,0.408163265306122
"Q6NZY4","Q6NZY4_404_663",0,0,1,NA,404,663,260,0.0730769230769231,0.15,-0.0769230769230769,0.223076923076923
"P22314","P22314_1_51",1,0,0,-50,1,51,51,0.117647058823529,0.0980392156862745,0.0196078431372549,0.215686274509804
"O00762","O00762_1_32",1,0,0,-31,1,32,32,0.125,0.0625,0.0625,0.1875
"O75554","O75554_29_61",0,0,1,NA,29,61,33,0.303030303030303,0.212121212121212,0.0909090909090909,0.515151515151515
"O75554","O75554_87_131",0,0,1,NA,87,131,45,0.244444444444444,0.133333333333333,0.111111111111111,0.377777777777778
"O75554","O75554_184_376",0,1,0,-192,184,376,193,0.150259067357513,0.22279792746114,-0.0725388601036269,0.373056994818653
"P08670","P08670_1_68",1,0,0,-9,1,68,68,0.132352941176471,0,0.132352941176471,0.132352941176471
"P52735","P52735_583_609",0,0,1,NA,583,609,27,0.0740740740740741,0,0.0740740740740741,0.0740740740740741
"P52735","P52735_640_665",0,0,1,NA,640,665,26,0.153846153846154,0.0769230769230769,0.0769230769230769,0.230769230769231
"P52735","P52735_765_784",0,0,1,NA,765,784,20,0.25,0.05,0.2,0.3
"P48436","P48436_1_69",1,0,0,29,1,69,69,0.101449275362319,0.217391304347826,-0.115942028985507,0.318840579710145
"P48436","P48436_150_509",0,1,0,-31,150,509,360,0.0722222222222222,0.0916666666666667,-0.0194444444444444,0.163888888888889
"O75800","O75800_151_172",0,0,1,NA,151,172,22,0,0.181818181818182,-0.181818181818182,0.181818181818182
"Q9NZ09","Q9NZ09_1_24",1,0,0,237,1,24,24,0.125,0.125,0,0.25
"Q9NZ09","Q9NZ09_83_125",0,0,1,NA,83,125,43,0.0930232558139535,0.0930232558139535,0,0.186046511627907
"Q9NZ09","Q9NZ09_287_371",0,0,1,NA,287,371,85,0.0235294117647059,0.0588235294117647,-0.0352941176470588,0.0823529411764706
"Q5T4F4","Q5T4F4_1_32",1,0,0,309,1,32,32,0.0625,0.15625,-0.09375,0.21875
"Q5T4F4","Q5T4F4_229_290",0,0,1,NA,229,290,62,0.0645161290322581,0.274193548387097,-0.209677419354839,0.338709677419355
"P35442","P35442_724_753",0,0,1,NA,724,753,30,0.0666666666666667,0.433333333333333,-0.366666666666667,0.5
"P35442","P35442_785_804",0,0,1,NA,785,804,20,0,0.3,-0.3,0.3
"P35442","P35442_809_938",0,0,1,NA,809,938,130,0.0538461538461538,0.315384615384615,-0.261538461538462,0.369230769230769
"O75496","O75496_1_99",1,0,0,-98,1,99,99,0.141414141414141,0.111111111111111,0.0303030303030303,0.252525252525253
"O75496","O75496_160_209",0,1,0,-49,160,209,50,0.02,0.32,-0.3,0.34
"Q7L576","Q7L576_526_548",0,0,1,NA,526,548,23,0.173913043478261,0.217391304347826,-0.0434782608695652,0.391304347826087
"P55795","P55795_195_225",0,0,1,NA,195,225,31,0.193548387096774,0.0645161290322581,0.129032258064516,0.258064516129032
"P55795","P55795_385_449",0,1,0,16,385,449,65,0,0.0461538461538462,-0.0461538461538462,0.0461538461538462
"Q6P5Q4","Q6P5Q4_35_66",0,0,1,NA,35,66,32,0.1875,0.1875,0,0.375
"Q6P5Q4","Q6P5Q4_84_196",0,0,1,NA,84,196,113,0.079646017699115,0.309734513274336,-0.230088495575221,0.389380530973451
"Q6P5Q4","Q6P5Q4_337_547",0,1,0,-210,337,547,211,0.199052132701422,0.0710900473933649,0.127962085308057,0.270142180094787
"P24723","P24723_309_348",0,0,1,NA,309,348,40,0.15,0.05,0.1,0.2
"P30519","P30519_1_49",1,0,0,-48,1,49,49,0.142857142857143,0.285714285714286,-0.142857142857143,0.428571428571429
"Q13164","Q13164_1_28",1,0,0,-27,1,28,28,0.0714285714285714,0.285714285714286,-0.214285714285714,0.357142857142857
"Q13164","Q13164_398_816",0,1,0,-33,398,816,419,0.0859188544152745,0.114558472553699,-0.0286396181384248,0.200477326968974
"Q9H2K0","Q9H2K0_57_76",0,0,1,NA,57,76,20,0.25,0.15,0.1,0.4
"Q9H2K0","Q9H2K0_249_278",0,1,0,-29,249,278,30,0.166666666666667,0.233333333333333,-0.0666666666666667,0.4
"P46940","P46940_353_383",0,0,1,NA,353,383,31,0.129032258064516,0.161290322580645,-0.032258064516129,0.290322580645161
"P46940","P46940_1407_1455",0,0,1,NA,1407,1455,49,0.224489795918367,0.183673469387755,0.0408163265306122,0.408163265306122
"Q7Z6Z7","Q7Z6Z7_702_761",0,0,1,NA,702,761,60,0.05,0.233333333333333,-0.183333333333333,0.283333333333333
"Q7Z6Z7","Q7Z6Z7_975_1038",0,0,1,NA,975,1038,64,0.109375,0.203125,-0.09375,0.3125
"Q7Z6Z7","Q7Z6Z7_1079_1103",0,0,1,NA,1079,1103,25,0.16,0,0.16,0.16
"Q7Z6Z7","Q7Z6Z7_1283_1329",0,0,1,NA,1283,1329,47,0.148936170212766,0.234042553191489,-0.0851063829787234,0.382978723404255
"Q7Z6Z7","Q7Z6Z7_1375_1428",0,0,1,NA,1375,1428,54,0.185185185185185,0.296296296296296,-0.111111111111111,0.481481481481481
"Q7Z6Z7","Q7Z6Z7_1689_1738",0,0,1,NA,1689,1738,50,0.18,0.24,-0.06,0.42
"Q7Z6Z7","Q7Z6Z7_1957_2068",0,0,1,NA,1957,2068,112,0.116071428571429,0.1875,-0.0714285714285714,0.303571428571429
"Q7Z6Z7","Q7Z6Z7_2261_2482",0,0,1,NA,2261,2482,222,0.0315315315315315,0.373873873873874,-0.342342342342342,0.405405405405405
"Q7Z6Z7","Q7Z6Z7_2500_2547",0,0,1,NA,2500,2547,48,0.0625,0.0416666666666667,0.0208333333333333,0.104166666666667
"Q7Z6Z7","Q7Z6Z7_2683_3014",0,0,1,NA,2683,3014,332,0.0692771084337349,0.180722891566265,-0.11144578313253,0.25
"Q7Z6Z7","Q7Z6Z7_3034_3062",0,0,1,NA,3034,3062,29,0.103448275862069,0.137931034482759,-0.0344827586206897,0.241379310344828
"Q7Z6Z7","Q7Z6Z7_3241_3277",0,0,1,NA,3241,3277,37,0.189189189189189,0.162162162162162,0.027027027027027,0.351351351351351
"Q7Z6Z7","Q7Z6Z7_3305_3325",0,0,1,NA,3305,3325,21,0.19047619047619,0.0476190476190476,0.142857142857143,0.238095238095238
"Q7Z6Z7","Q7Z6Z7_3352_3383",0,0,1,NA,3352,3383,32,0.15625,0.125,0.03125,0.28125
"Q7Z6Z7","Q7Z6Z7_3398_3428",0,0,1,NA,3398,3428,31,0.129032258064516,0.0967741935483871,0.032258064516129,0.225806451612903
"Q7Z6Z7","Q7Z6Z7_3464_3515",0,0,1,NA,3464,3515,52,0.0192307692307692,0.0384615384615385,-0.0192307692307692,0.0576923076923077
"Q7Z6Z7","Q7Z6Z7_3530_3571",0,0,1,NA,3530,3571,42,0.0952380952380952,0.0476190476190476,0.0476190476190476,0.142857142857143
"Q7Z6Z7","Q7Z6Z7_3660_3681",0,0,1,NA,3660,3681,22,0.136363636363636,0.136363636363636,0,0.272727272727273
"Q7Z6Z7","Q7Z6Z7_3734_3764",0,0,1,NA,3734,3764,31,0.225806451612903,0.0645161290322581,0.161290322580645,0.290322580645161
"Q7Z6Z7","Q7Z6Z7_3776_3852",0,0,1,NA,3776,3852,77,0.116883116883117,0.194805194805195,-0.0779220779220779,0.311688311688312
"Q7Z6Z7","Q7Z6Z7_3890_3949",0,0,1,NA,3890,3949,60,0.1,0.133333333333333,-0.0333333333333333,0.233333333333333
"Q9C086","Q9C086_1_170",1,0,0,-169,1,170,170,0.152941176470588,0.176470588235294,-0.0235294117647059,0.329411764705882
"Q9C086","Q9C086_182_316",0,0,1,NA,182,316,135,0.17037037037037,0.0666666666666667,0.103703703703704,0.237037037037037
"Q9UBB5","Q9UBB5_1_280",1,0,0,80,1,280,280,0.189285714285714,0.0714285714285714,0.117857142857143,0.260714285714286
"Q9HAZ2","Q9HAZ2_1_73",1,0,0,-19,1,73,73,0.10958904109589,0.178082191780822,-0.0684931506849315,0.287671232876712
"Q9HAZ2","Q9HAZ2_521_663",0,0,1,NA,521,663,143,0.0909090909090909,0.153846153846154,-0.0629370629370629,0.244755244755245
"Q9HAZ2","Q9HAZ2_756_856",0,0,1,NA,756,856,101,0.148514851485149,0.099009900990099,0.0495049504950495,0.247524752475248
"Q9HAZ2","Q9HAZ2_918_944",0,0,1,NA,918,944,27,0.037037037037037,0.037037037037037,0,0.0740740740740741
"Q9HAZ2","Q9HAZ2_1024_1190",0,0,1,NA,1024,1190,167,0.0718562874251497,0.269461077844311,-0.197604790419162,0.341317365269461
"Q14240","Q14240_1_24",1,0,0,-2,1,24,24,0.0416666666666667,0.208333333333333,-0.166666666666667,0.25
"Q96D96","Q96D96_46_86",0,0,1,NA,46,86,41,0.0487804878048781,0.292682926829268,-0.24390243902439,0.341463414634146
"P04070","P04070_189_219",0,0,1,NA,189,219,31,0.290322580645161,0.258064516129032,0.032258064516129,0.548387096774194
"O95274","O95274_232_331",0,0,1,NA,232,331,100,0.1,0.07,0.03,0.17
"Q8IVH8","Q8IVH8_294_359",0,0,1,NA,294,359,66,0.121212121212121,0.227272727272727,-0.106060606060606,0.348484848484849
