all,non_tail,N,C,N_w_pdb,C_w_pdb
Q86U70,P14625,Q6EEV6,Q13950,,
Q2VPJ9,Q01844,Q8N300,Q86UG4,,
Q2VPJ9,P22455,Q9H6X4,B4DYI2,,
P08729,P22455,Q15170,Q9H7E2,,
Q9Y4X4,Q9H201,Q9P2C4,Q13487,,
Q9Y4X4,Q9H201,Q12846,B9ZVM9,,
Q6ZMV5,Q9UL63,Q96Q15,Q5VYV7,,
Q9Y3D2,P37235,Q9NZ63,A8MUA0,,
P23760,Q969S8,Q9Y6Q2,Q8TF45,,
P23760,Q6PIU1,Q8N8V8,Q9H313,,
P23760,Q96RN5,Q15005,Q641Q2,,
P23760,Q96RN5,P27105,Q9HC57,,
Q5VY43,Q96RN5,Q8TBZ5,Q9BVJ6,,
Q5VY43,Q8IXW0,Q96JP5,Q9H5J0,,
Q8IUM7,Q8IXW0,Q96K58,Q9UKP6,,
Q8IUM7,Q96MU8,Q8ND25,Q6ZS49,,
Q8IUM7,Q9Y661,Q01831,Q9P1Y6,,
Q8IUM7,Q9Y661,Q9ULT6,Q6NUK4,,
Q6W5P4,Q04756,Q9H9J4,Q86VR2,,
Q9Y2X3,Q8WYB5,Q70EK9,Q01082,,
Q9HC56,Q8WYB5,Q5T4S7,Q5MNZ9,,
Q9HC56,Q8WYB5,Q9H5U6,A6NGD5,,
Q9HC56,Q8WYB5,P48065,Q9Y2X9,,
Q9HC56,Q8WYB5,Q96N77,A0A0K0K1E9,,
Q96CV9,Q8WYB5,Q9Y548,A2RUG3,,
Q96CV9,Q8WYB5,Q5TEC3,Q9HCX3,,
Q96CV9,Q8WYB5,Q14157,Q9Y6X8,,
Q96CV9,Q8WYB5,Q9UHD9,Q6PHR2,,
Q96CV9,Q8WYB5,Q969J2,Q86YH2,,
O94818,Q8WYB5,Q14166,Q6AW86,,
O94818,Q9Y383,Q52M93,P0DJ93,,
O94818,Q8NDA2,P17480,Q05066,,
O94818,Q8NDA2,Q9BR10,Q9UQ90,,
Q5SV97,Q8NDA2,Q6PCB5,P08294,,
Q5SV97,Q8NDA2,Q9H2H9,P04279,,
Q5SV97,Q8NDA2,Q9Y512,Q9BXI6,,
Q5SV97,Q8NDA2,Q96IT1,Q3SXP7,,
Q8NFZ4,Q8NDA2,P49750,Q8TER0,,
Q8NFZ4,Q8NDA2,Q9UK33,O75971,,
Q8NFZ4,Q8NDA2,Q9H6Y2,P20333,,
Q8NFZ4,Q86YT6,Q9Y2I8,Q6PIF2,,
Q8NFZ4,Q86YT6,Q9H347,O43556,,
Q8NFZ4,A8MYU2,Q96QD9,P28908,,
Q5T3U5,A8MYU2,P48378,Q8IZD0,,
Q5T3U5,Q6UVM3,Q9UQ26,Q96BR6,,
O60237,Q6UVM3,Q9NVW2,Q6N043,,
O60237,Q6UVM3,Q92804,O94900,,
O60237,Q6UVM3,Q92599,Q8IVM8,,
Q8TE49,Q8TDR0,Q969F1,P02808,,
Q8TE49,O14627,Q8IZ69,O15020,,
Q8TE49,O14627,Q9BXG8,P51532,,
Q8TE49,O14627,Q13009,Q9Y5U5,,
Q8TE49,O14627,Q9GZR1,P22735,,
P21359,O43186,Q8NBV8,Q5T0B9,,
P21359,O43186,Q9UJW9,Q14191,,
P21359,O43186,Q9NYB0,Q8IVC4,,
O00562,Q9NYQ6,Q15853,Q96JG9,,
O00562,Q9NYQ6,Q7Z2H8,Q969E8,,
O00562,Q9NYQ6,Q15561,P15822,,
O00562,Q8ND23,O60225,Q53FD0,,
O00562,Q96P26,Q9Y458,Q96G27,,
O00562,P04920,Q9P273,Q96MV8,,
Q13636,P04920,Q8N4L1,O75436,,
Q96PZ0,Q8N6S4,P14868,Q6ZWC4,,
P46776,Q5VYV0,Q9NY46,D6RJB6,,
Q7Z7H8,Q5M775,Q6ZW31,O76082,,
Q9P0K7,Q5M775,Q9P283,O14948,,
Q9P0K7,Q5M775,O75326,O75312,,
Q9P0K7,H3BQL2,Q9UL49,Q8N6Y0,,
Q9P0K7,H3BQL2,Q15772,O15209,,
Q9P0K7,H3BQL2,Q9BYT3,Q9Y2Q1,,
Q9Y5P3,H3BQL2,O95721,Q96N03,,
Q9Y5P3,Q96G28,O14776,Q3KQV9,,
Q9Y5P3,Q6ZQN5,Q0VAQ4,Q9Y2C2,,
Q9Y5P3,Q6ZQN5,Q8N7M0,Q5VUA4,,
Q9Y3B9,Q12778,P49589,Q8IX04,,
Q9Y3B9,Q12778,Q8NDV7,Q15911,,
Q9Y3B9,Q8N3D4,Q4ZJI4,P12018,,
Q9UNT1,Q8N3D4,Q53GI3,Q63HK3,,
Q6NT89,Q8N3D4,Q9H3H9,C4AMC7,,
Q6NT89,Q8N3D4,Q8NEE8,P17861,,
Q96JT2,Q8N3D4,Q96AY4,Q8WTZ3,,
Q96T21,Q8N3D4,Q8N2K1,Q6EMK4,,
Q96T21,Q8NEP3,Q2QGD7,Q86XI8,,
Q96T21,Q8NEP3,O43149,Q5T6F2,,
Q8WZ42,P35556,Q53EQ6,Q9HB20,,
Q8WZ42,P35556,P21579,Q6ZV29,,
Q8WZ42,P35556,Q9UIG8,Q9H7J1,,
Q8WZ42,Q8IYF1,Q8NHX4,P16989,,
Q8WZ42,Q8IYF1,Q96BD0,Q9NSI8,,
Q8WZ42,P50440,Q8N228,Q8NAX2,,
Q8WZ42,Q9BQ95,Q6N022,P17509,,
Q8WZ42,Q9BQ95,O43680,Q9H4M7,,
Q8WZ42,Q8TET4,A0A0U1RQS6,Q86V59,,
Q8WZ42,O43491,O43763,Q9UPN7,,
Q8WZ42,O43491,Q6XPS3,Q5T5U3,,
Q8WZ42,O43491,Q02446,Q9Y5W9,,
Q8WZ42,P19957,Q5VXT5,Q5PR19,,
Q8WZ42,Q9HCM4,Q8TC26,Q96NI8,,
Q8WZ42,A1L4K1,Q9BV97,Q9C0H2,,
Q8WZ42,A1L4K1,Q8WVS4,Q96IQ7,,
Q8WZ42,Q9Y2M0,Q6ICG8,Q8IY57,,
Q8WZ42,Q9Y2M0,Q86XT2,Q16572,,
Q8WZ42,Q9Y2M0,Q6RSH7,Q9H832,,
Q8WZ42,P32455,Q9H6S0,Q96JH7,,
Q8WZ42,P47869,Q15386,P48788,,
Q8WZ42,Q6P2I7,Q9HCJ6,Q6ZUX3,,
Q8WZ42,Q14314,O14763,Q13148,,
Q8WZ42,Q9NQ60,A7XYQ1,Q3YBM2,,
Q8WZ42,Q9NQ60,Q86UX6,Q15424,,
Q8WZ42,Q8ND71,Q9UGU0,Q8N6T7,,
Q8WZ42,Q8TF65,Q8N205,Q5JNZ5,,
Q8WZ42,Q13751,Q69YG0,Q9NZC9,,
Q8WZ42,Q13751,Q5JRV8,P12755,,
Q8WZ42,Q5SSJ5,Q6ZMT1,Q9HCJ0,,
Q8WZ42,Q02156,Q96BZ9,Q9H2Y7,,
Q8WZ42,Q02156,Q9NRC8,P37288,,
Q8WZ42,Q86YW9,Q7Z404,Q6DD87,,
Q8WZ42,Q86YW9,Q5VUG0,Q9BXA7,,
Q8WZ42,Q86YW9,Q13573,Q96RL1,,
Q8WZ42,Q86YW9,A6NGA9,Q9NX94,,
Q8WZ42,Q86YW9,Q8TD17,P53804,,
Q8WZ42,Q86YW9,Q7L3S4,Q9UNS1,,
Q8WZ42,Q8N386,Q96MN5,Q68D10,,
Q8WZ42,Q96AA8,Q8N8E2,P36402,,
Q8WZ42,Q96AA8,Q9UEG4,Q96BF3,,
Q8WZ42,Q96AA8,Q96B54,Q96JE7,,
Q8WZ42,Q14527,P08048,Q9H446,,
Q8WZ42,Q14527,Q7Z4V0,Q8N0X7,,
Q8WZ42,Q9C0I9,Q9HAC8,Q2T9K0,,
Q8WZ42,Q9C0I9,Q9NQZ8,O60264,,
Q8WZ42,Q9UPX6,Q9NX65,P57768,,
Q8WZ42,Q9UPX6,Q9NRE2,P68363,,
Q8WZ42,Q9UPX6,O43396,Q7Z403,,
Q8WZ42,Q9UPX6,Q9Y2W2,Q8TBG9,,
Q8WZ42,Q9UPX6,A8MU76,Q14585,,
Q8WZ42,Q5T7N3,Q15942,Q96ND8,,
Q8WZ42,Q5T7N3,Q8IYH5,Q5VV52,,
Q8WZ42,Q5T7N3,Q969M1,Q70CQ4,,
Q8WZ42,Q5T7N3,Q96QD8,Q8N0Z9,,
Q8WZ42,Q5T7N3,P26651,Q86WV6,,
Q8WZ42,Q9N2J8,Q9Y5J1,Q9P246,,
Q8WZ42,P16383,Q9UC07,Q3SY56,,
Q8WZ42,Q14204,Q8N3Z6,P36941,,
Q8WZ42,Q14204,Q5T200,Q6EEV6,,
Q8WZ42,Q14204,Q8IUH4,Q8TEE9,,
Q8WZ42,Q6ZN54,A6NNM8,Q6SZW1,,
Q8WZ42,Q96EP5,Q9BZX2,Q9NZ63,,
Q8WZ42,Q53GS7,P29597,A6NLX4,,
Q8WZ42,Q53GS7,Q99536,Q9Y6H5,,
Q8WZ42,Q53GS7,A6NLP5,Q96K58,,
Q8WZ42,Q6J272,Q9BYJ9,Q01831,,
Q96NL1,Q6J272,P10827,Q9ULT6,,
Q96NL1,P25686,Q4KMP7,Q8N5D0,,
Q96NL1,O00548,Q13569,Q5TFG8,,
Q6ZUB1,Q9NZB2,Q96F45,Q9H5U6,,
Q6ZUB1,Q17RC7,O75486,O60701,,
Q6ZUB1,Q17RC7,Q9NRL3,Q9ULJ6,,
Q6ZUB1,Q12929,O75683,P48065,,
Q6ZUB1,Q12929,Q15208,Q96N77,,
Q6ZUB1,Q12929,Q499Z3,A6NM28,,
Q6ZUB1,Q92988,Q9BUR4,Q5HYK9,,
Q6ZUB1,Q13619,P49368,Q14157,,
Q6ZUB1,Q6ZNL6,O00488,Q8N9X3,,
Q6ZUB1,Q6ZNL6,Q96BR1,Q9Y397,,
Q6ZUB1,Q6ZNL6,O95772,Q5JVG2,,
Q6ZUB1,Q6ZNL6,Q8N8Y5,Q969T9,,
Q5HYK7,Q9H467,Q9UHV2,Q8NA56,,
Q5HYK7,Q9H467,Q96N95,P17480,,
P48995,P02765,P47901,Q9BR10,,
Q96HE8,P02765,Q14CS0,Q6PCB5,,
P29083,O60231,Q8N5P1,Q96MW7,,
P29083,O60231,O75896,Q2M3V2,,
O95025,O60231,Q92623,P50990,,
Q14106,Q86YZ3,O75379,Q9Y6A9,,
Q14106,Q7RTP6,Q9UI25,Q96JL9,,
Q14106,Q7RTP6,O95551,Q9HAA7,,
O75056,Q7RTP6,Q9HBT8,Q9H6Y2,,
O75056,Q7RTP6,Q96CK0,Q8NB14,,
O75056,Q8TEX9,Q9P275,Q9Y3C0,,
O75056,P07942,Q8N554,Q9H8X9,,
O75056,P07942,Q9H8U3,Q5SRN2,,
H3BMG3,P07942,Q96HZ7,Q8TAB3,,
Q6UXD7,P31152,O60481,Q9GZM8,,
Q86VL8,P31152,P50607,O14494,,
Q13114,O43513,Q8N3L3,P20337,,
Q13114,P03956,Q66K41,Q684P5,,
O94972,A0A1B0GTW7,Q96BW1,Q16540,,
O94972,Q6UXX5,Q9HA92,P48378,,
O94972,Q6UXX5,Q7Z572,Q9UQ26,,
O94972,O60732,Q9H1U9,P61587,,
C9J3V5,O60732,Q7RTT4,P84098,,
Q7Z333,Q8TC71,Q9UMX1,O15318,,
Q7Z333,Q8TC71,O75157,Q5T653,,
Q7Z333,Q8TD91,Q2M1K9,Q8IUW5,,
Q7Z333,P11226,Q5T750,Q92804,,
Q7Z333,O75145,Q92610,Q9BRK0,,
Q7Z333,O75145,P52741,Q969F1,,
Q7Z333,O75145,Q9H8V8,Q8IZ69,,
Q7Z333,O75145,P17028,Q6UXU6,,
Q7Z333,O75145,Q9UMX0,Q9H3T3,,
Q7Z333,O75145,Q5TGY1,P68371,,
Q14515,O14618,Q8IXZ3,O15016,,
Q8WV44,Q9BUN5,Q7Z402,Q9GZR1,,
Q8WV44,Q9NWW7,O95219,Q13105,,
Q5QJE6,P57737,O95863,Q9BU02,,
Q5QJE6,P57737,Q96NG5,O60225,,
Q5QJE6,P57737,Q9H7S9,Q86VW1,,
Q5QJE6,O76039,Q8TBC5,Q9NY46,,
Q5QJE6,O76039,Q9Y5A6,O00204,,
Q86SQ7,Q5VVM6,Q6P2C0,A0PJX8,,
Q86SQ7,Q5VVM6,Q8IYU4,P35542,,
Q86SQ7,Q5VVM6,O43818,Q9H2E6,,
Q86SQ7,Q5T5M9,Q9NUE0,Q9BZD7,,
Q15643,O95727,Q9NQA3,Q587J7,,
Q15643,O95727,Q9H3U1,Q9BYT3,,
Q15643,P68400,Q5GH76,Q92503,,
Q15643,Q12887,Q9HA47,Q8WWQ8,,
Q15643,Q58F21,Q14139,P46059,,
Q15643,Q58F21,Q9H9P5,B4DS77,,
Q15643,Q58F21,Q8WVJ9,Q8NDY8,,
Q15643,Q58F21,Q6P3V2,O14776,,
Q12962,Q58F21,Q96MU7,Q12824,,
Q86TN4,Q58F21,A8MWP4,Q8WUJ0,,
Q86TN4,O15484,P20226,Q9GZT3,,
Q8NER1,P61567,Q3YBR2,O43760,,
Q8NER1,A6NMZ7,Q96JG6,Q8NDV7,,
Q8NER1,Q96I13,O95785,Q9H3H9,,
Q86YW5,Q96I13,O15213,O60880,,
Q86YW5,Q8NCV1,Q15937,Q9BWM5,,
Q86YW5,Q6V0I7,Q8IZN3,Q8NEE8,,
O75888,Q6V0I7,Q96NR7,Q96AY4,,
O75888,Q6V0I7,Q96PP4,Q2QGD7,,
Q8WXA9,Q8N4E7,Q14135,Q9Y694,,
Q9NRP4,P07992,P35346,O75845,,
Q9UHF5,Q86XS8,Q495N2,O60224,,
P14651,Q14549,P51668,P62072,,
P14651,Q8N0W7,P51965,Q5MJ70,,
P14651,P23229,Q9NZV5,Q8NHX4,,
Q6ZWB6,P23229,Q15697,Q96BD0,,
Q6ZWB6,P23229,P30518,P37802,,
Q6ZWB6,P23352,Q5T124,O43295,,
Q6ZWB6,P23352,Q7Z7L9,Q9NQ55,,
Q9UPP2,P05546,Q93008,Q9H0C3,,
Q9UPP2,Q8N149,Q9NUQ3,P43489,,
Q9UPP2,Q8N4P6,Q9P0L1,A0A1B0GUW6,,
Q9UPP2,Q8N4P6,Q7Z5K2,Q7Z2R9,,
Q9UPP2,P09601,P42768,Q5VXT5,,
Q9UPP2,P11047,Q9NY91,Q9BV97,,
Q9Y6Z4,P11047,Q93075,Q6NXT4,,
Q9Y6Z4,Q6P9F7,O95271,Q9BXU2,,
Q9P2J3,Q8WVR3,P59923,Q6ICG8,,
Q96M27,Q8WVR3,Q9UDV6,Q86XT2,,
Q96BD5,Q9NVC6,Q8N9P0,Q8N9L7,,
Q96BD5,Q9H422,P58304,Q709C8,,
Q96BD5,Q9H422,Q8N567,Q8N3U1,,
Q96BD5,Q9H422,Q96DT7,Q9HCJ6,,
Q96BD5,Q9H422,Q8N6R1,Q16560,,
Q96BD5,A6NMK8,Q15750,Q96NM4,,
Q96BD5,A6NMK8,Q8NHG8,Q9ULZ2,,
Q05586,Q9UKP3,Q9UHQ7,Q8TCT7,,
Q00653,Q6VAB6,A6NM43,P81133,,
Q00653,Q6VAB6,O15015,Q9UBT2,,
Q00653,Q6VAB6,Q9GZM5,A7XYQ1,,
Q00653,Q6VAB6,P17010,Q86UX6,,
Q8NEB9,Q6VAB6,Q9UK80,Q9UGU0,,
Q8NEB9,O75164,P0C7X2,Q9BWG6,,
Q8NEB9,O75164,Q9H609,Q92540,,
Q8TEM1,O75164,Q9BZV1,Q5JRV8,,
Q6IQ20,Q9UBI9,A4UGR9,O15273,,
Q9Y5G8,Q2M2I5,Q9UM13,Q96E40,,
Q9Y5G8,Q2M2I5,Q9P2D1,P17987,,
Q9Y5G8,Q2M2I5,Q9BSF8,Q9NRC8,,
Q02505,P08235,O60238,Q8TDD2,,
Q02505,P08235,Q9BV19,A8MWL6,,
Q02505,P08235,O96005,Q9BPZ7,,
Q02505,P08235,O15431,Q13573,,
Q02505,A6NDR6,Q9GZN8,Q9BWG4,,
Q02505,A6NDR6,Q9NZ56,A6NGA9,,
Q02505,Q8N6Y2,Q9UBU7,Q8TD17,,
Q02505,Q8N6Y2,Q68J44,Q8TAT8,,
Q02505,Q96RR4,O43281,Q9NYT6,,
Q02505,Q96RR4,Q99814,P42226,,
Q02505,P15529,Q8NEL9,P19237,,
Q02505,Q92551,Q7L014,Q8N8E2,,
Q02505,Q92551,O75553,Q96KR1,,
Q02505,Q92551,P41567,Q6UXR6,,
Q02505,Q4AE62,P07902,Q6ZMW2,,
Q02505,Q0VF49,Q99848,O75717,,
Q02505,Q0VF49,Q9BQ39,Q9NRE2,,
Q02505,Q0VF49,Q5RKV6,Q6IBS0,,
Q02505,Q8N370,Q86TM3,O94874,,
Q02505,A6NE02,Q96DT5,Q9Y6I9,,
Q9P1W9,Q96IF1,Q92782,Q4G0F5,,
Q9P1W9,Q96IF1,Q8NDB6,Q6QN14,,
Q86U38,Q14201,Q86XK2,O43296,,
Q86U38,Q14201,O14976,O43542,,
Q86U38,Q15848,Q9BTA0,Q8N3Z6,,
Q504Q3,Q9UPV0,Q64ET8,Q5T200,,
Q504Q3,Q9UPV0,Q5T1J6,P30530,,
E7EW31,Q9UPV0,B3EWG5,Q9BZX2,,
E7EW31,Q9UPV0,Q96B23,Q01081,,
Q9H8H0,Q9UPV0,A6NKD9,Q99990,,
Q96IV0,Q9UPV0,Q2M243,A0A1B0GWG4,,
Q9HD90,Q9UPV0,Q53EZ4,O60806,,
Q9HD90,Q9UPV0,Q9P299,P51168,,
P49959,Q9NUG4,O75061,O95475,,
P61573,Q5VZK9,P35520,P09132,,
O43374,Q63HN1,O75956,P10827,,
O43374,Q63HN1,Q16611,Q4KMP7,,
Q6P4F7,Q63HN1,P27695,Q13569,,
Q6P4F7,Q9H334,Q495Z4,Q9NS68,,
Q6P4F7,Q9H334,A2RUR9,Q8N0U2,,
Q6P4F7,Q9H334,Q92858,P19634,,
Q6P4F7,Q9BQY9,Q4AC99,Q86UD7,,
Q6P4F7,P12259,O14965,O75683,,
Q6P4F7,P12259,Q9H222,Q9UBY0,,
Q6P4F7,P12259,Q6P1N0,Q9BUR4,,
Q9Y4C8,P12259,Q8TCP9,P49368,,
Q9Y4C8,P12259,O95800,O00488,,
Q9Y4C8,P12259,Q16676,Q08117,,
Q9Y4C8,P12259,Q8N3F9,O95772,,
Q9Y4C8,P12259,P58012,Q9Y5X0,,
Q9UKA8,P12259,Q6ZUU3,Q9NPC8,,
Q9UKA8,P12259,P15407,Q9NU63,,
P05386,Q9NVH0,Q9NQT4,Q9BW85,,
Q6P3W7,Q9NVH0,A0A087WX78,O95049,,
Q6P3W7,P13639,Q86Y56,Q9UHV2,,
Q9HCF6,P0CJ88,Q9UJ14,P47901,,
Q9HCF6,Q6PCT2,P98082,O95365,,
Q9HCF6,P50402,Q92674,Q9P1Z0,,
Q9HCF6,P50402,Q16520,Q9H4I2,,
Q9HCF6,P50402,Q92793,Q9NQZ6,,
Q5MJ07,Q99678,Q96FF9,A8K0Z3,,
Q9H0E3,A6NEQ2,Q12774,O95164,,
Q9H0E3,A6NEQ2,Q6ULP2,Q9C0B5,,
Q9H0E3,Q68D51,Q8WV28,D6RA61,,
Q9H0E3,Q68D51,Q13367,O75467,,
Q9H0E3,Q68D51,Q9Y235,Q9P275,,
Q9H0E3,Q68D51,Q13936,Q86UZ6,,
Q9H0E3,Q9GZR7,Q96A22,Q8N554,,
Q9H0E3,Q9GZR7,Q9BWW8,Q08AM6,,
Q12899,P39905,Q7Z7M1,Q15061,,
Q7Z5N4,P39905,Q03989,Q96HZ7,,
Q7Z5N4,O60383,A6NJI1,O60481,,
Q7Z5N4,P34903,Q6P2P2,Q15915,,
Q7Z5N4,Q9H3P7,Q9HBU1,Q8N3L3,,
Q7Z5N4,Q9H3P7,Q9NQ11,P49427,,
Q7Z5N4,Q9H3P7,Q9BXX2,Q00341,,
Q7Z5N4,Q8TAA5,O60716,Q7Z572,,
Q7Z5N4,Q86UY5,Q8WWM7,Q7RTT4,,
Q14563,Q86UY5,A6NGH8,P62753,,
Q14563,Q5T0W9,O94817,O75157,,
Q14563,Q5T0W9,Q99424,Q9NP31,,
Q14247,Q5T0W9,Q08378,Q24JP5,,
Q14247,Q5T0W9,Q99259,Q8N1H7,,
Q14247,Q5T0W9,P15976,Q7Z6B7,,
P0DKV0,Q6P4F2,O43602,Q8WU08,,
P0DKV0,Q96SC8,A6H8Z2,Q9H3S1,,
P0DKV0,Q96SC8,O75530,Q92610,,
P0DKV0,Q96SC8,Q5TAQ9,Q8IYI8,,
P0DKV0,A8MZ36,A0A1B0GVR7,Q96PF2,,
P0DKV0,Q09327,Q9BXV9,Q8WVZ1,,
P0DKV0,Q09327,Q12926,Q5TGY1,,
Q2MJR0,P35052,A6NFK2,Q8IXZ3,,
Q2MJR0,P35052,P43268,Q8TBC5,,
A0A1B0GVZ9,Q5VSY0,Q96EB1,Q9NYU2,,
Q4G0T1,P21802,Q9H4G0,Q6VEQ5,,
Q9BZR9,P21802,Q9Y6K1,Q9NUE0,,
Q9BZR9,Q9UBT7,Q14061,A8MWX3,,
Q6U841,Q14999,P49069,Q9H171,,
Q6U841,Q14999,Q7Z408,Q9NQA3,,
Q6U841,Q14999,Q8NHY2,Q9HA47,,
Q6U841,Q14999,P0C7M8,C9JLJ4,,
Q6U841,Q14999,P52594,P35968,,
Q9C026,Q14999,Q8NC01,Q86WB7,,
Q9C026,Q14999,Q8NAV2,Q96MU7,,
Q9C026,Q9BZL6,D6REC4,A8MWP4,,
Q5JUX0,Q9BZL6,Q03060,Q9NUC0,,
Q6Q0C0,Q6P9B9,Q6IQ19,O43167,,
Q12816,Q6P9B9,Q03701,Q69YN4,,
Q12816,Q15139,Q5VVS0,O95785,,
Q12816,Q15139,Q5RIA9,O15213,,
Q12816,Q5JUK3,Q16280,Q8IXZ2,,
Q12816,Q5JUK3,Q8WYA6,Q63HK5,,
Q12816,Q5JUK3,Q8IVW6,Q92558,,
Q12816,Q99075,Q9H221,Q96NR7,,
Q12816,Q99075,Q5T0F9,P35916,,
P18583,Q1X8D7,Q5T6M2,Q14135,,
P18583,Q1X8D7,Q5JU67,P35346,,
P18583,Q1X8D7,P54259,Q9NSA0,,
P18583,Q1X8D7,O75077,O43670,,
P18583,Q1X8D7,P35637,A6NCW0,,
P18583,C9JL84,F8WBI6,Q9Y5K8,,
P18583,C9JL84,Q9Y6G9,Q9UL54,,
P18583,O75387,P55316,Q9UJU3,,
P18583,Q86VZ6,Q5JPI9,Q96FK6,,
P18583,P42575,Q9H4G4,Q15916,,
P18583,Q6ZN30,Q9Y6B2,Q9NTW7,,
P18583,Q6ZN30,A6PVY3,P30518,,
P18583,Q6ZN30,Q96D09,Q5T124,,
P18583,Q6ZN30,Q5TZK3,Q7Z7L9,,
P40238,Q6ZN30,Q4L180,Q93008,,
P78524,Q6ZN30,Q8IYX3,Q9NUQ3,,
P78524,O43745,P21127,Q9P0L1,,
P78524,Q6IMN6,Q96AQ1,P42768,,
P78524,Q6IMN6,Q8N1I8,Q3ZCQ8,,
Q9BQ61,Q6IMN6,Q7Z628,Q9UDV6,,
Q07283,Q6IMN6,Q9NXG0,Q8N9P0,,
Q86VQ6,P15882,P0C7Q2,P58304,,
O43278,Q9Y240,Q8NCS7,Q8N567,,
O43278,Q9Y240,O60840,Q9UPY6,,
Q9BXY4,A5D8V7,Q13515,Q9UJT2,,
Q13509,Q9UBN1,Q5T4W7,Q96DT7,,
A7MCY6,Q96GN5,P28222,Q9H228,,
A7MCY6,Q96GN5,P54619,P09661,,
A7MCY6,Q96GN5,Q9UGI9,P08247,,
Q8IX30,P24530,Q4AC94,Q7Z6L1,,
Q8IX30,O95886,Q902F9,A6NM43,,
A0A286YF58,O95886,Q5VU92,Q9UFB7,,
A0A286YF58,O95886,O95876,O15015,,
A0A286YF58,O95886,O15409,Q9UPU5,,
O94864,O95886,Q8WXT5,P57081,,
O94864,Q9H790,Q9UIM3,Q9UQR1,,
O94864,Q15398,Q96NZ1,P0DP72,,
O94864,Q15398,Q96CU9,Q8NAP8,,
Q15569,Q15398,A6NDY0,A0A1B0GTU1,,
Q15569,Q5U4N7,Q14241,A4UGR9,,
Q15569,Q96PZ2,Q9Y262,Q9P2D1,,
Q15569,Q9UDY4,Q9Y324,Q9BSF8,,
O75494,Q9UDY4,Q6RFH8,O96005,,
Q99961,Q9Y222,Q96MC2,Q86UT8,,
P06753,Q9Y222,Q8IZU1,Q7Z692,,
P06753,Q9Y222,Q9Y256,P42695,,
Q96F44,A6NHR8,Q9P203,Q9H9Q2,,
Q96F44,O95750,O95674,Q9NNZ3,,
Q96F44,Q9ULR0,Q9BXT2,Q68J44,,
Q92673,Q9ULR0,Q7Z465,Q99704,,
Q92673,Q9UGU5,P0C5K7,O60496,,
O94855,Q05469,Q9BXS0,Q9Y4D1,,
Q6SJ96,Q05469,A6NJJ6,P60507,,
Q6SJ96,Q05469,Q8TDN6,O75553,,
P35716,P49257,Q96SW2,P17302,,
P35716,A5PL33,P30838,Q99848,,
Q16629,A5PL33,Q8IUF1,Q9BQ39,,
Q9Y6P5,A5PL33,O75531,Q96AV8,,
Q495M3,A5PL33,Q8ND07,Q9NYL4,,
Q96A57,A5PL33,O00327,O14531,,
Q0IIN9,O60333,Q8TAB5,Q9BWK5,,
Q0IIN9,O60333,Q9H2C2,Q9NYP7,,
Q3C1V9,O60333,H3BRN8,Q14117,,
Q3C1V9,O60333,Q9NR22,Q99607,,
Q3C1V9,O60333,P09496,Q5T1M5,,
Q15029,O60333,O14503,Q5T3I0,,
Q8N0Y2,O60333,Q8NFJ8,Q86TM3,,
Q8N0Y2,O60333,Q9H175,A8MVW0,,
A6NKD2,O60333,Q4VNC0,Q92538,,
A6NKD2,Q9ULL0,Q9H8W3,Q06265,,
Q8IWR0,Q9ULL0,E5RJM6,Q8N7S2,,
Q8IWR0,Q9ULL0,O15265,Q9HDB9,,
Q8IWR0,Q9ULL0,Q9UGJ0,Q9UKL4,,
Q6H3X3,Q9ULL0,Q96AE4,Q86XK2,,
Q96GC9,Q9ULL0,Q8IW50,Q9NY93,,
Q8N6N2,Q9ULL0,Q8IWE4,Q6UWT2,,
Q8N6N2,Q9ULL0,Q5XKK7,Q3ZCQ3,,
P59817,Q9ULL0,Q5JVL4,Q13627,,
P59817,Q96N16,P43694,Q9UQC2,,
P59817,Q96N16,Q86SP6,Q64ET8,,
O14980,Q96N16,Q12967,Q16643,,
A6NDX5,Q8WUI4,P43003,P28324,,
Q96JM2,Q8WUI4,O15523,Q96PT4,,
Q96JM2,Q8WUI4,A4GXA9,Q86T13,,
Q96JM2,Q8WUI4,Q96IK1,A6NKD9,,
Q96JM2,Q99661,Q9H3H3,Q2M243,,
Q96JM2,Q99661,Q9NYF8,Q8IU99,,
Q96JM2,Q99661,Q13685,Q6P047,,
Q96JM2,Q5TCQ9,O43497,Q7LBR1,,
Q96JM2,Q5TCQ9,Q8N7Z5,P17544,,
Q96JM2,Q5TCQ9,Q7Z7J9,P35221,,
Q96JM2,Q5TCQ9,P41208,Q1MSJ5,,
Q96JM2,Q5TCQ9,Q96IX9,Q6UX39,,
Q96JM2,Q5TCQ9,Q9H8E8,Q92858,,
Q96JM2,Q5TCQ9,Q15075,Q9UP79,,
Q8NEW0,Q5TCQ9,P85037,Q04826,,
Q96E35,Q96II8,Q6PJP8,O94766,,
Q96M85,Q96II8,P01100,P10523,,
Q5BKY6,Q96II8,Q9NZY2,Q96P69,,
Q8N2C7,Q96II8,O00321,P15407,,
Q8N2C7,Q96II8,O75398,Q9NZJ5,,
Q8N2C7,Q96II8,P35659,P00533,,
Q8N2C7,Q9BW19,Q96PV7,A0A087WX78,,
Q8N2C7,Q9BW19,Q14184,Q86YR5,,
