"family,""mean_AFPP"",""sd_AFPP"",""spp"""
"Crotophagidae,0.2356,NA,""Crotophaga sulcirostris"""
"Cryomorphaceae,0.0584775,0.00407889180211161,""Acidiluteibacter ferrifornacis"""
"Cryptobasidiaceae,0.36299,NA,""Acaromyces ingoldii"""
"Cryptococcaceae,0.36747,NA,""Kwoniella shandongensis"""
"Cryptosporangiaceae,0.10668,0.00224859956417322,""Cryptosporangium aurantiacum"""
"Cuculidae,0.24123,0.0101540533778388,""Cuculus canorus"""
"Cucurbitaceae,0.3031725,0.0312389515135618,""Cucumis sativus"""
"Cucurbitariaceae,0.277723333333333,0.00962256376093885,""Pyrenochaeta sp. DS3sAY3a"""
"Culicidae,0.35079,0.0665774150895032,""Anopheles darlingi"""
"Culicoidibacteraceae,0.03798,NA,""Culicoidibacter larvae"""
"Cuniculiplasmataceae,0.02992,NA,""Cuniculiplasma sp. C_DKE"""
"Cuniculitremaceae,0.3388,NA,""Kockovaella imperatae"""
"Cunninghamellaceae,0.306306666666667,0.0274705703132158,""Absidia glauca"""
"Curculionidae,0.3136275,0.0600730906895924,""Dendroctonus ponderosae"""
"Cyanidiaceae,0.27484,NA,""Cyanidiococcus yangmingshanensis"""
"Cyclobacteriaceae,0.066887,0.0259806646266881,""Algoriphagus machipongonensis"""
"Cyclonatronaceae,0.091515,0.0112217846174305,""Cyclonatronum proteinivorum"""
"Cyclopteridae,0.23389,NA,""Cyclopterus lumpus"""
"Cylindrosympodiaceae,0.29637,NA,""Tothia fuscella"""
"Cynoglossidae,0.29562,NA,""Cynoglossus semilaevis"""
"Cyperaceae,0.253145,0.0569715933602002,""Carex littledalei"""
"Cyphellophoraceae,0.28151,NA,""Cyphellophora attinorum"""
"Cyprididae,0.3165,NA,""Notodromas monacha"""
"Cyprinidae,0.27584,0.0498119584035802,""Labeo rohita"""
"Cyprinodontidae,0.2821,NA,""Cyprinodon variegatus"""
"Cytophagaceae,0.075956,0.0117311188724691,""Anditalea andensis"""
"Dacrymycetaceae,0.28548,NA,""Dacryopinax primogenitus"""
"Dactyloidae,0.26188,NA,""Anolis carolinensis"""
"Danionidae,0.33909,0.01019647978471,""Danio rerio"""
"Daphniidae,0.355216666666667,0.0446738585006191,""Daphnia pulex"""
"Darwinulidae,0.25851,NA,""Darwinula stevensoni"""
"Dasyornithidae,0.24235,NA,""Dasyornis broadbenti"""
"Dasyuridae,0.31172,NA,""Sarcophilus harrisii"""
"Debaryomycetaceae,0.256592222222222,0.0181904066596776,""Candida viswanathii"""
"Defluviitaleaceae,0.04448,NA,""Defluviitalea raffinosedens"""
"Dehalococcoidaceae,0.07273,0.00306884343034961,""Dehalogenimonas alkenigignens"""
"Deinococcaceae,0.0915193333333333,0.0116070289459612,""Deinococcus sp. RL"""
"Delphacidae,0.37058,NA,""Laodelphax striatellus"""
"Delphinidae,0.358375,0.0106136727856101,""Tursiops truncatus"""
"Demequinaceae,0.103193333333333,0.0123206182204195,""Demequina mangrovi"""
"Dendrocolaptidae,0.24009,0.000721248916810293,""Xiphorhynchus elegans"""
"Denticipitidae,0.23783,NA,""Denticeps clupeoides"""
"Dermabacteraceae,0.129421111111111,0.0170966264541023,""Dermabacter sp. HFH0086"""
"Dermacoccaceae,0.10589625,0.00974197233623664,""Dermacoccus nishinomiyaensis"""
"Dermateaceae,0.314515,0.0860902506094622,""Marssonina coronariae"""
"Dermatophilaceae,0.130585,0.00598919443665006,""Dermatophilus congolensis"""
"Dermophiidae,0.31555,NA,""Geotrypetes seraphini"""
"Desulfallaceae,0.06683,NA,""Sporotomaculum syntrophicum"""
"Desulfarculaceae,0.14214,NA,""Dethiosulfatarculus sandiegensis"""
"Desulfatibacillaceae,0.06476,NA,""Desulfatibacillum aliphaticivorans"""
"Desulfitobacteriaceae,0.0675625,0.0208010815309479,""Desulfosporosinus sp. HMP52"""
"Desulfobacteraceae,0.0813033333333333,0.0290766123657256,""Desulfamplus magnetovallimortis"""
"Desulfobulbaceae,0.090531,0.0323180209274434,""Desulfobulbus sp. Tol-SR"""
"Desulfocapsaceae,0.06363,0.00392006377499142,""Desulforhopalus singaporensis"""
"Desulfococcaceae,0.182313333333333,0.157713378422166,""Desulfonema ishimotonii"""
"Desulfocucumaceae,0.16628,NA,""Desulfocucumis palustris"""
"Desulfolunaceae,0.07269,NA,""Desulfoluna spongiiphila"""
"Desulfonatronaceae,0.07628,0.00714177848998413,""Desulfonatronum thiosulfatophilum"""
"Desulfonauticaceae,0.03455,NA,""Desulfonauticus submarinus"""
"Desulfoplanaceae,0.06626,NA,""Desulfoplanes formicivorans"""
"Desulfosalsimonadaceae,0.06949,NA,""Desulfosalsimonas propionicica"""
"Desulfosarcinaceae,0.0747066666666667,0.0115742055162907,""Desulfosarcina widdelii"""
"Desulfotomaculaceae,0.0704266666666667,0.00957174139503013,""Desulfotomaculum copahuensis"""
"Desulfovibrionaceae,0.089695652173913,0.0314083015699652,""Desulfovibrio sp. 6_1_46AFAA"""
"Desulfurellaceae,0.06448,NA,""Desulfurella amilsii"""
"Desulfuribacillaceae,0.04544,2.82842712474607e-05,""Desulfuribacillus alkaliarsenatis"""
"Desulfurobacteriaceae,0.03059,NA,""Desulfurobacterium indicum"""
"Desulfurococcaceae,0.03684,0.00287085353161738,""Desulfurococcaceae archaeon AG1"""
"Desulfuromonadaceae,0.089766,0.0587424274268607,""Desulfuromonas soudanensis"""
"Dethiobacteraceae,0.04772,NA,""Dethiobacter sp."""
"Dethiosulfovibrionaceae,0.05672,NA,""Pyramidobacter sp. CG50-2"""
"Devosiaceae,0.0773665384615385,0.022254225835523,""Devosia sp. LC5"""
"Diademaceae,0.32455,NA,""Clathrospora elynae"""
"Diaporthaceae,0.27313,0.0473195857970037,""Diaporthe ampelina"""
"Dicaeidae,0.24465,NA,""Dicaeum eximium"""
"Dicruridae,0.243293333333333,0.00304634753981442,""Erythrocercus mccallii"""
"Dictyobacteraceae,0.114363333333333,0.00652125345824456,""Dictyobacter alpinus"""
"Dictyosteliaceae,0.291676666666667,0.0418541328106716,""Dictyostelium purpureum"""
"Didelphidae,0.29162,NA,""Monodelphis domestica"""
"Didymellaceae,0.286985,0.0154594408048933,""Ascochyta rabiei"""
"Didymosphaeriaceae,0.3046525,0.0343888134669789,""Paraphaeosphaeria sporulosa"""
"Dietziaceae,0.11727,NA,""Dietzia sp. ANT_WB102"""
"Dimargaritaceae,0.299255,0.0209798991100212,""Dimargaris cristalligena"""
"Dinophilidae,0.24229,NA,""Dimorphilus gyrociliatus"""
"Diomedeidae,0.23588,NA,""Thalassarche chlororhynchos"""
"Dioscoreaceae,0.29222,NA,""Dioscorea zingiberensis"""
"Diphyllobothriidae,0.35662,0.0239002092041053,""Schistocephalus solidus"""
"Dipodascaceae,0.301375,0.039265639559289,""Saprochaete ingens"""
"Dipodidae,0.29175,NA,""Jaculus jaculus"""
"Diprionidae,0.30158,NA,""Neodiprion lecontei"""
"Dissulfuribacteraceae,0.11177,NA,""Dissulfuribacter thermophilus"""
"Dissulfurirhabdaceae,0.08835,NA,""Dissulfurirhabdus thermomarina"""
"Dissulfurispiraceae,0.04029,NA,""Dissulfurispira thermophila"""
"Ditrichaceae,0.39089,NA,""Ceratodon purpureus"""
"Diversisporaceae,0.27457,0.0129966226382087,""Diversispora epigaea"""
"Dongiaceae,0.0850733333333333,0.00740109676557017,""Dongia mobilis"""
"Dracunculidae,0.21891,NA,""Dracunculus medinensis"""
"Dreissenidae,0.44676,NA,""Dreissena polymorpha"""
"Dromadidae,0.23236,NA,""Dromas ardeola"""
"Dromaiidae,0.22744,NA,""Dromaius novaehollandiae"""
"Drosophilidae,0.35906875,0.0305560494556043,""Drosophila simulans"""
"Dubosqiidae,0.28631,0.0138310086400089,""Hamiltosporidium magnivora"""
"Dysgonomonadaceae,0.0704116666666667,0.0120877555126389,""Fermentimonas caenicola"""
"Echeneidae,0.23034,NA,""Echeneis naucrates"""
"Echimyopodidae,0.33558,NA,""Blomia tropicalis"""
"Echinimonadaceae,0.062185,0.000671751442127215,""Neiella litorisoli"""
"Echinostomatidae,0.36403,NA,""Echinostoma caproni"""
"Ectocarpaceae,0.420855,0.0354896893477528,""Ectocarpus siliculosus"""
"Ectothiorhodospiraceae,0.0809942307692308,0.017147753479235,""Spiribacter curvatus"""
"Edwardsiidae,0.22565,NA,""Nematostella vectensis"""
"Eggerthellaceae,0.0855758823529412,0.0114068872062142,""Eggerthella sp. YY7918"""
"Egibacteraceae,0.14386,NA,""Egibacter rhizosphaerae"""
"Egicoccaceae,0.12999,NA,""Egicoccus halophilus"""
"Eimeriidae,0.45162,NA,""Cyclospora cayetanensis"""
"Elachuridae,0.24115,NA,""Elachura formosa"""
"Elaphomycetaceae,0.2865,NA,""Elaphomyces granulatus"""
"Elapidae,0.289432,0.0491110809288494,""Ophiophagus hannah"""
"Elateridae,0.26155,NA,""Ignelater luminosus"""
"Elephantidae,0.27517,NA,""Loxodonta africana"""
"Eleutherodactylidae,0.33009,NA,""Eleutherodactylus coqui"""
"Elioraeaceae,0.08897,0.00263043722601395,""Elioraea sp. Yellowstone"""
"Elsinoaceae,0.30994,0.00578753833680606,""Elsinoe australis"""
"Elusimicrobiaceae,0.07248,NA,""Elusimicrobium sp. An273"""
"Emcibacteraceae,0.06733,0.0010040916292849,""Paremcibacter congregatus"""
"Emydidae,0.2692,NA,""Terrapene triunguis"""
"Endogonaceae,0.33141,0.0278458650431263,""Jimgerdemannia flammicorona"""
"Endomicrobiaceae,0.070215,0.021234416639032,""Endomicrobium proavitum"""
"Endozoicomonadaceae,0.087922,0.0105613337225939,""Endozoicomonas elysicola"""
"Enterobacteriaceae,0.0708737837837838,0.0303372060120674,""Enterobacter sp. 638"""
"Enterococcaceae,0.055183,0.0133406739089458,""Enterococcus thailandicus"""
"Enterocytozoonidae,0.222895,0.0208950053840625,""Enterospora canceri"""
"Entomoplasmataceae,0.04648,0.0101001336624819,""Entomoplasma freundtii"""
"Entophysalidaceae,0.08931,NA,""Chlorogloea sp. CCALA 695"""
"Equidae,0.32554,0.00159806132548163,""Equus caballus"""
"Erebidae,0.34241,NA,""Arctia plantaginis"""
"Eresidae,0.33071,NA,""Stegodyphus mimosarum"""
"Ericaceae,0.269965,0.00286378246380552,""Rhododendron williamsianum"""
"Erinaceidae,0.29952,NA,""Erinaceus europaeus"""
"Erwiniaceae,0.07595375,0.0424419291054925,""Candidatus Pantoea carbekii"""
"Erysipelotrichaceae,0.0517858333333333,0.0358150861966764,""Erysipelotrichaceae bacterium 5_2_54FAA"""
"Erysiphaceae,0.322588,0.0147715594979,""Erysiphe necator"""
"Erythrobacteraceae,0.101293188405797,0.0102454649210895,""Erythrobacter sp. NAP1"""
"Eschrichtiidae,0.30953,NA,""Eschrichtius robustus"""
"Esocidae,0.25021,NA,""Esox lucius"""
"Estrildidae,0.275263333333333,0.0530570394324197,""Taeniopygia guttata"""
"Eubacteriaceae,0.0582348275862069,0.0175209304671155,""Eubacterium callanderi"""
"Eubacteriales Family XII. Incertae Sedis,0.04148,0.0155139227792329,""Fusibacter sp. 3D3"""
"Eubacteriales Family XIII. Incertae Sedis,0.0519157142857143,0.00671709475180765,""Clostridiales bacterium S5-A14a"""
"Euphorbiaceae,0.303425,0.0304940939636951,""Ricinus communis"""
"Eurylaimidae,0.240203333333333,0.00373825271127211,""Serilophus lunatus"""
"Eurypygidae,0.23722,NA,""Eurypyga helias"""
"Euzebyaceae,0.139,NA,""Euzebya pacifica"""
"Fabaceae,0.309708235294118,0.0623917585939135,""Phaseolus vulgaris"""
"Fagaceae,0.263425,0.0315440335087319,""Quercus lobata"""
"Falconidae,0.273395,0.0532804959624064,""Herpetotheres cachinnans"""
"Fasciolidae,0.34202,0.0116243838546394,""Fasciola hepatica"""
"Fastidiosibacteraceae,0.07117,NA,""Cysteiniphilum litorale"""
"Feifaniaceae,0.05132,NA,""Feifania hominis"""
"Felidae,0.326056666666667,0.0159092032065301,""Felis catus"""
"Ferrimonadaceae,0.0664416666666667,0.00669760678650715,""Ferrimonas marina"""
"Ferroplasmaceae,0.02351,NA,""Acidiplasma cupricumulans"""
"Ferrovaceae,0.072535,0.0225637773876627,""Ferrovum sp. PN-J185"""
"Fervidobacteriaceae,0.02173,NA,""Thermosipho sp. 1063"""
"Fibrobacteraceae,0.0760575,0.00329027227850016,""Fibrobacter sp. UWEL"""
"Fibroporiaceae,0.30413,NA,""Fibroporia radiculosa"""
"Filifactoraceae,0.06052,0.000155563491861044,""Peptoanaerobacter stomatis"""
"Filobasidiaceae,0.342835,0.00292035100630042,""Naganishia liquefaciens"""
"Fimbriimonadaceae,0.08572,NA,""Fimbriimonadaceae bacterium"""
"Flammeovirgaceae,0.0622428571428571,0.00804823109816833,""Flammeovirgaceae bacterium 311"""
"Flavobacteriaceae,0.0612544,0.00979025882529266,""Flavobacteriaceae bacterium 3519-10"""
"Flectobacillaceae,0.06076875,0.00904355403825604,""Pseudarcicella hirudinis"""
"Fluviibacteraceae,0.06705,NA,""Fluviibacter phosphoraccumulans"""
"Fomitopsidaceae,0.28845,0.00451134126397017,""Fomitopsis schrenkii"""
"Fonticulaceae,0.38824,NA,""Fonticula alba"""
"Formicariidae,0.24195,0.00217788888605457,""Formicarius rufipectus"""
"Formicidae,0.298571052631579,0.0781031761265355,""Camponotus floridanus"""
"Fortieaceae,0.11551,NA,""aff. Roholtiella sp. LEGE 12411"""
"Frankiaceae,0.171901538461538,0.0323437286157492,""Candidatus Protofrankia datiscae"""
"Fregatidae,0.23242,NA,""Fregata magnificens"""
"Fringillidae,0.251765714285714,0.0213389275403294,""Urocynchramus pylzowi"""
"Fulvivirgaceae,0.0613225,0.00409929175067387,""Chryseolinea serpens"""
"Funariaceae,0.37246,NA,""Physcomitrium patens"""
"Furnariidae,0.2408,0.00222031529292576,""Furnarius figulus"""
"Fusobacteriaceae,0.04210625,0.0190011999151181,""Fusobacterium sp. CAG:815"""
"Futianiaceae,0.07445,NA,""Futiania mangrovi"""
"Gadidae,0.24241,NA,""Gadus morhua"""
"Gaiellaceae,0.09315,0.000523259018078048,""Gaiella sp. SCGC AG-212-M14"""
"Galagidae,0.28867,NA,""Otolemur garnettii"""
"Galbulidae,0.24166,NA,""Galbula dea"""
"Galdieriaceae,0.22592,NA,""Galdieria sulphuraria"""
"Galeropsidaceae,0.30241,NA,""Panaeolus cyanescens"""
"Gallionellaceae,0.103303333333333,0.0220880272244188,""Ferriphaselus amnicola"""
"Gasterosteidae,0.26091,NA,""Gasterosteus aculeatus"""
"Gaviidae,0.24268,NA,""Gavia stellata"""
"Geitlerinemataceae,0.10205,NA,""Geitlerinema sp. PCC 7407"""
"Gelatoporiaceae,0.31608,NA,""Obba rivulosa"""
"Gemellaceae,0.048425,0.00726819785091187,""Gemella morbillorum"""
"Geminicoccaceae,0.09449,NA,""Arboricoccus pini"""
"Geminocystaceae,0.083224,0.00551132742631029,""Picosynechococcus sp. PCC 7002"""
"Gemmataceae,0.147875,0.0396144421616382,""Gemmata sp. SH-PL17"""
"Gemmatimonadaceae,0.111818333333333,0.0224429778921307,""Gemmatirosa kalamazoonensis"""
"Geoalkalibacteraceae,0.06889,NA,""Geoalkalibacter subterraneus"""
"Geobacteraceae,0.0722618181818182,0.0119966318758073,""Geobacter sp. OR-1"""
"Geodermatophilaceae,0.133253666666667,0.0160572197712309,""Modestobacter marinus"""
"Geodiidae,0.25374,NA,""Geodia barretti"""
"Geoemydidae,0.3811,NA,""Mauremys mutica"""
"Geoglossaceae,0.31308,0.0107480230740356,""Glutinoglossum americanum"""
"Geometridae,0.27911,NA,""Operophtera brumata"""
"Geomitridae,0.28186,NA,""Candidula unifasciata"""
"Geopsychrobacteraceae,0.05639,NA,""Desulfuromusa kysingii"""
"Geothermobacteraceae,0.06713,0.00193747258045114,""Geothermobacter hydrogeniphilus"""
"Geovibrionaceae,0.0452,0.00482246824769225,""Geovibrio thiophilus"""
"Gesneriaceae,0.4202,NA,""Dorcoceras hygrometricum"""
"Gigartinaceae,0.41986,NA,""Chondrus crispus"""
"Gigasporaceae,0.286132,0.0446306158371134,""Gigaspora rosea"""
"Glareolidae,0.23756,0.00398808224589213,""Rhinoptilus africanus"""
"Gloeomargaritaceae,0.08382,NA,""Gloeomargaritaceae cyanobacterium C42_A2020_066"""
"Gloeophyllaceae,0.3182,NA,""Heliocybe sulcata"""
"Glomeraceae,0.258395714285714,0.0292394829281361,""Rhizophagus irregularis"""
"Glomerellaceae,0.293219523809524,0.0383375658429419,""Colletotrichum sublineola"""
"Gloniaceae,0.2907,NA,""Glonium stellatum"""
"Glossiphoniidae,0.29434,NA,""Helobdella robusta"""
"Glycomycetaceae,0.114378333333333,0.0110148271283151,""Glycomyces terrestris"""
"Gnomoniaceae,0.27914,NA,""Gnomoniopsis smithogilvyi"""
"Gobiesocidae,0.23243,NA,""Gouania willdenowi"""
"Gobiidae,0.21918,NA,""Neogobius melanostomus"""
"Gongylonematidae,0.31218,NA,""Gongylonema pulchrum"""
"Gordoniaceae,0.106343,0.0158539157798809,""Gordonia sp. NB41Y"""
"Gottschalkiaceae,0.05056,0.00110308657865101,""Gottschalkia purinilytica"""
"Govaniaceae,0.07094,NA,""Govania unica"""
"Gracilariaceae,0.282,NA,""Gracilariopsis chorda"""
"Graphidaceae,0.29506,NA,""Gomphillus americanus"""
"Gregarinidae,0.29609,NA,""Gregarina niphandrodes"""
"Grifolaceae,0.36845,NA,""Grifola frondosa"""
"Gruidae,0.2327,NA,""Grus americana"""
"Gymnotidae,0.21793,NA,""Electrophorus electricus"""
"Haematococcaceae,0.42523,NA,""Haematococcus lacustris"""
"Hafniaceae,0.06913,0.0104793224971846,""Enterobacillus tribolii"""
"Hahellaceae,0.07345,NA,""Hahella sp. CCB-MM4"""
"Haladaptataceae,0.163393333333333,0.00187107812058538,""Haladaptatus litoreus"""
"Halanaerobiaceae,0.0407375,0.00508641573212414,""Halanaerobium hydrogeniformans"""
"Halarsenatibacteraceae,0.06428,0.030066180336052,""Halarsenatibacter silvermanii"""
"Halictidae,0.34615,NA,""Dufourea novaeangliae"""
"Halieaceae,0.07299625,0.0108664688376676,""marine gamma proteobacterium HTCC2148"""
"Haliscomenobacteraceae,0.0661166666666667,0.0107881246439469,""Phaeodactylibacter xiamenensis"""
"Haloarculaceae,0.135078888888889,0.0136713228797014,""Halorientalis sp. IM1011"""
"Halobacteriaceae,0.131725,0.0170656254332671,""Halobacterium hubeiense"""
"Halobacteriovoraceae,0.07779,NA,""Halobacteriovorax sp. DA5"""
"Halobacteroidaceae,0.0540125,0.0117316079460575,""Orenia metallireducens"""
"Halococcaceae,0.14771,NA,""Halalkalicoccus paucihalophilus"""
"Haloferacaceae,0.156602424242424,0.0235436874541647,""Halonotius sp. J07HN6"""
"Halomonadaceae,0.0792166666666667,0.0154349313901146,""Halomonas sp. GFAJ-1"""
"Halorubellaceae,0.15047,0.00735391052434009,""Haloarchaeobius iranensis"""
"Halorutilaceae,0.15161,NA,""Halorutilus salinus"""
"Halothecacae,0.09189,NA,""Halothece sp. PCC 7418"""
"Halothiobacillaceae,0.07385,NA,""Halothiobacillus diazotrophicus"""
"Halteriidae,0.35224,NA,""Halteria grandinella"""
"Harpacticidae,0.3144,NA,""Tigriopus californicus"""
"Harpellaceae,0.29552,NA,""Furculomyces boomerangus"""
"Helicobacteraceae,0.0739315789473684,0.0237914252207615,""Helicobacter saguini"""
"Heligmosomidae,0.302,NA,""Nippostrongylus brasiliensis"""
"Heliobacteriaceae,0.0731833333333333,0.0117597803267465,""Heliophilum fasciatum"""
"Heliornithidae,0.23559,NA,""Heliornis fulica"""
"Helotiaceae,0.31615,0.00470933116270241,""Hymenoscyphus fraxineus"""
"Hemiscylliidae,0.42034,NA,""Chiloscyllium punctatum"""
"Hepatosporidae,0.21158,NA,""Hepatospora eriocheir"""
"Hericiaceae,0.34125,0.056821542569698,""Hericium alpestre"""
"Herpestidae,0.32629,NA,""Suricata suricatta"""
"Herpetosiphonaceae,0.07015,NA,""Herpetosiphon geysericola"""
"Herpotrichiellaceae,0.286822,0.0186321966260318,""Exophiala spinifera"""
"Heteroderidae,0.36519,NA,""Globodera rostochiensis"""
"Heteromyidae,0.31306,NA,""Dipodomys ordii"""
"Hexamitidae,0.186055,0.0123672976029527,""Spironucleus salmonicida"""
"Hipposideridae,0.34972,NA,""Hipposideros armiger"""
"Hirundinidae,0.24997,NA,""Hirundo rustica"""
"Holocentridae,0.22384,NA,""Myripristis murdjan"""
"Holophagaceae,0.07724,NA,""Geothrix sp."""
"Holosporaceae,0.131175,0.0715136026687697,""endosymbiont of Acanthamoeba sp. UWC8"""
"Holothuriidae,0.28209,NA,""Holothuria leucospilota"""
"Hominidae,0.3410675,0.0251353063438662,""Pongo abelii"""
"Hoyosellaceae,0.10838,0.006307392488184,""Hoyosella rhizosphaerae"""
"Hujiaoplasmataceae,0.02817,NA,""Hujiaoplasma nucleasis"""
"Hyaenidae,0.24216,NA,""Crocuta crocuta"""
"Hyalellidae,0.38041,NA,""Hyalella azteca"""
"Hyaloscyphaceae,0.29383,NA,""Hyaloscypha hepaticicola"""
"Hydnaceae,0.29576,NA,""Clavulina sp. PMI_390"""
"Hydridae,0.19999,NA,""Hydra vulgaris"""
"Hydrogenimonadaceae,0.06965,0.0279165757212449,""Hydrogenimonas thermophila"""
"Hydrogenophilaceae,0.063015,0.000445477272147519,""Tepidiphilus thermophilus"""
"Hydrogenothermaceae,0.035525,0.00393858477120907,""Hydrogenothermus marinus"""
"Hyellaceae,0.08703,0.00729734198184517,""Pleurocapsa sp. PCC 7327"""
"Hylobatidae,0.32711,NA,""Nomascus leucogenys"""
"Hymenobacteraceae,0.0949246341463415,0.0189764592452808,""Hymenobacter sp. APR13"""
"Hymenochaetaceae,0.32744,0.0103240883374756,""Pyrrhoderma noxium"""
"Hymenogastraceae,0.316125,0.0217576756571101,""Gymnopilus dilepis"""
"Hymenolepididae,0.33487,0.010719738802788,""Hymenolepis diminuta"""
"Hyphodiscaceae,0.25522,NA,""Hyphodiscus hymeniophilus"""
"Hyphomicrobiaceae,0.1282325,0.0258826161687114,""Hyphomicrobium sp. MC1"""
"Hyphomonadaceae,0.0939971428571429,0.00628572911253662,""Hyphomonas sp. CY54-11-8"""
"Hypocreaceae,0.280244285714286,0.0232697957713018,""Trichoderma harzianum"""
"Hypoxylaceae,0.278063333333333,0.00895017504484318,""Hypoxylon sp. CO27-5"""
"Hypsibiidae,0.32665,NA,""Hypsibius exemplaris"""
"Iamiaceae,0.12968,0.017819090885901,""Actinomarinicola tropica"""
"Ichneumonidae,0.34923,NA,""Dolichomitus sp. PSUC_FEM 10030005"""
"Ichthyobacteriaceae,0.11456,NA,""Ichthyobacterium seriolicida"""
"Ichthyobodonidae,0.21713,NA,""Perkinsela sp. CCAP 1560/4"""
"Ictaluridae,0.33281,NA,""Ameiurus melas"""
"Icteridae,0.24024,0.0100692005640964,""Quiscalus mexicanus"""
"Idiomarinaceae,0.0591206666666667,0.00475540063907293,""Idiomarina sp. A28L"""
"Ignatzschineriaceae,0.05311,NA,""Ignatzschineria ureiclastica"""
"Ignavibacteriaceae,0.05032,NA,""Ignavibacterium sp."""
"Ilumatobacteraceae,0.10003,NA,""Ilumatobacter fluminis"""
"Immundisolibacteraceae,0.0618,NA,""Immundisolibacter cernigliae"""
"Indicatoridae,0.23467,NA,""Indicator maculatus"""
"Indriidae,0.31213,NA,""Propithecus coquereli"""
"Intrasporangiaceae,0.117348214285714,0.0114891697967715,""Janibacter sp. HTCC2649"""
"Iodidimonadaceae,0.10197,NA,""Iodidimonas gelatinilytica"""
"Irenidae,0.243216666666667,0.00401729179091256,""Irena cyanogastra"""
"Isosphaeraceae,0.15603,0.0178661113097768,""Paludisphaera borealis"""
"Isotomidae,0.25347,NA,""Folsomia candida"""
"Ixodidae,0.302962,0.0896393692525779,""Ixodes scapularis"""
"Jacanidae,0.23833,NA,""Jacana jacana"""
"Jatrophihabitantaceae,0.11789,NA,""Jatrophihabitans endophyticus"""
"Jiangellaceae,0.104535714285714,0.00803443807855255,""Haloactinopolyspora alba"""
"Jonesiaceae,0.11048,0.0102813325984524,""Flavimobilis marinus"""
"Juglandaceae,0.289345,0.0193252283298284,""Juglans regia"""
"Kaistiaceae,0.083438,0.00592770360257663,""Prosthecomicrobium hirschii"""
"Kalotermitidae,0.29372,NA,""Cryptotermes secundus"""
"Kangiellaceae,0.0664133333333333,0.00389874766217735,""Kangiella geojedonensis"""
"Ketobacteraceae,0.06957,0.00644881384442132,""Ketobacter alkanivorans"""
"Kickxellaceae,0.282305555555556,0.0189209433362089,""Linderina pennispora"""
"Kiloniellaceae,0.07456,0.00903619942232353,""Kiloniella litopenaei"""
"Kineosporiaceae,0.1465425,0.0303040741013953,""Angustibacter sp. Root456"""
"Kiritimatiellaceae,0.0932,NA,""Kiritimatiella glycovorans"""
"Klebsormidiaceae,0.31699,NA,""Klebsormidium nitens"""
"Kofleriaceae,0.12619,NA,""Kofleriaceae bacterium"""
"Koleobacteraceae,0.04066,NA,""Koleobacter methoxysyntrophicus"""
"Kordiimonadaceae,0.08431,0.0190424499474201,""Kordiimonas lacus"""
"Kosmotogaceae,0.046615,0.0108790731835636,""Mesotoga sp. SC_3PWM13N19"""
"Kribbellaceae,0.0952675,0.00926426737524344,""Kribbella voronezhensis"""
"Ktedonobacteraceae,0.11611,NA,""Ktedonospora formicarum"""
"Ktedonosporobacteraceae,0.07801,NA,""Ktedonosporobacter rubrisoli"""
"Kytococcaceae,0.123565,0.00567806745292797,""Kytococcus sp. HMSC28H12"""
"Labilitrichaceae,0.22907,NA,""Labilithrix luteola"""
"Labridae,0.27776,NA,""Labrus bergylta"""
"Lacertidae,0.3155,0.0759715525706827,""Podarcis muralis"""
"Lachnaceae,0.251075714285714,0.00947121755133742,""Lachnellula willkommii"""
"Lachnospiraceae,0.0567052447552448,0.0105330681051287,""Lachnospiraceae bacterium 3_1_57FAA_CT1"""
"Lacipirellulaceae,0.136858181818182,0.0233443028673729,""Pseudobythopirellula maris"""
"Lactobacillaceae,0.06260375,0.0087083101971256,""Weissella ceti"""
"Laelapidae,0.37746,NA,""Tropilaelaps mercedesae"""
"Lamiaceae,0.28693,NA,""Salvia splendens"""
"Lampyridae,0.22683,NA,""Photinus pyralis"""
"Laniidae,0.23176,NA,""Lanius ludovicianus"""
"Laridae,0.2395525,0.00530120976759079,""Rynchops niger"""
"Lasiosphaeriaceae,0.319768571428571,0.0125647183660855,""Lasiosphaeria miniovina"""
"Lawsonellaceae,0.10909,NA,""Lawsonella clevelandensis"""
"Leadbetterellaceae,0.0590075,0.00240851787066929,""Jiulongibacter sediminis"""
"Leeiaceae,0.06009,NA,""Leeia aquatica"""
"Legeriomycetaceae,0.359164,0.0462161457717971,""Smittium culicis"""
"Legionellaceae,0.0740413636363636,0.00741093034160614,""Legionella micdadei"""
"Leiothrichidae,0.24903,NA,""Leiothrix lutea"""
"Lemuridae,0.30282,NA,""Prolemur simus"""
"Lentibulariaceae,0.23961,NA,""Genlisea aurea"""
"Lentimicrobiaceae,0.06558,NA,""Lentimicrobium saccharophilum"""
"Lepisosteidae,0.276535,0.0037264527368531,""Lepisosteus oculatus"""
"Leporidae,0.3201,NA,""Oryctolagus cuniculus"""
"Leptolyngbyaceae,0.109395555555556,0.0144228908019498,""Leptolyngbyaceae cyanobacterium JSC-12"""
"Leptosomidae,0.24681,NA,""Leptosomus discolor"""
"Leptospiraceae,0.0677066666666667,0.00191071539830853,""Leptospira ryugenii"""
"Leptotrichiaceae,0.04085,0.0203511940681622,""Sneathia vaginalis"""
"Leucosporidiaceae,0.33819,NA,""Leucosporidium creatinivorum"""
