proteome_id	per_protein	total_proteome
UP000118593	0.39853	0.27235
UP000006676	0.093	0.05308
UP000679099	0.09451	0.04636
UP000240529	0.18204	0.16003
UP000274196	0.15963	0.16024
UP000202534	0.0	0.0
UP000502016	0.47257	0.36493
UP000119142	0.32215	0.30094
UP000100660	0.15246	0.14785
UP000128286	0.04211	0.03721
UP000104368	0.0	0.0
UP000202578	0.18552	0.18122
UP000203993	0.06936	0.07701
UP000202288	0.08189	0.07468
UP000203934	0.15148	0.14868
UP000162673	0.05909	0.05909
UP000277648	0.18113	0.16244
UP000169999	0.03867	0.02991
UP000165445	0.13023	0.13149
UP000109557	0.09554	0.05878
UP000096080	0.19293	0.29925
UP000676615	0.82698	0.63093
UP000141821	0.14746	0.05985
UP000117459	0.17376	0.16566
UP000167412	0.21173	0.14487
UP000052108	0.21599	0.21599
UP000288615	0.12095	0.11504
UP000152314	0.2478	0.17081
UP000139829	0.39835	0.41342
UP000123609	0.47032	0.45911
UP000217300	0.39876	0.38538
UP000103719	0.39632	0.4135
UP000052094	0.37453	0.41561
UP000113129	0.10126	0.05497
UP000171279	0.04294	0.06412
UP000150460	0.27468	0.22396
UP000289381	0.15114	0.10431
UP000118530	0.07554	0.076
UP000207628	0.20693	0.24113
UP000052111	0.01929	0.01607
UP000679734	0.10492	0.10256
UP000676353	0.15301	0.15023
UP000281696	0.05797	0.05543
UP000682947	0.30556	0.30556
UP000243060	0.12415	0.11409
UP000888040	0.04224	0.05274
UP000267334	0.20251	0.19218
UP000271455	0.1594	0.15136
UP000282008	0.09542	0.08361
UP000008765	0.2871	0.13968
UP000676385	0.25594	0.08522
UP000202090	0.03149	0.03149
UP000001594	0.27836	0.19105
UP000502099	0.45993	0.34077
UP000113864	0.19645	0.1595
UP000008623	0.13525	0.11298
UP000203225	0.40353	0.26548
UP000052082	0.40284	0.42791
UP000203013	0.08101	0.02294
UP001157406	0.15896	0.08589
UP000243897	0.20893	0.21547
UP000009247	0.2885	0.17785
UP000161901	0.34734	0.24338
UP000159338	0.09848	0.10345
UP000289790	0.10935	0.10369
UP000201086	0.0	0.0
UP000201836	0.20038	0.1556
UP000297101	0.20476	0.18174
UP000243866	0.20015	0.24572
UP000242889	0.52214	0.11208
UP000243911	0.16545	0.16903
UP000679365	0.02778	0.03034
UP000242124	0.03563	0.06802
UP000290315	0.25156	0.25156
UP000250151	0.16933	0.17393
UP000250142	0.26696	0.26471
UP000201876	0.03631	0.01765
UP000204631	0.02617	0.02617
UP000203876	0.06084	0.06084
UP000202041	0.0	0.0
UP000242475	0.03162	0.03162
UP000202610	0.03026	0.03026
UP000202538	0.03852	0.03852
UP000202833	0.14963	0.14733
UP000502036	0.37105	0.22526
UP000243890	0.10169	0.09013
UP001157366	0.24048	0.20702
UP001156840	0.12534	0.07433
UP001156779	0.23601	0.15723
UP000029766	0.52106	0.27616
UP000140289	0.22957	0.18902
UP000204123	0.16449	0.16449
UP000171554	0.30188	0.09284
UP000134051	0.10649	0.08131
UP000139255	0.3461	0.28829
UP000158532	0.08206	0.07734
UP000500992	0.15898	0.08108
UP000202213	0.20985	0.08544
UP000201899	0.12645	0.05167
UP000203181	0.28775	0.24253
UP000203453	0.14552	0.20386
UP000202530	0.0	0.0
UP000114089	0.3567	0.36903
UP000140112	0.02468	0.03594
UP000154182	0.32001	0.30015
UP000298557	0.20153	0.23067
UP000676737	0.0453	0.02813
UP000202439	0.24688	0.19691
UP000106895	0.21829	0.18903
UP000274024	0.21115	0.20129
UP000278210	0.17234	0.17271
UP000278769	0.07261	0.05263
UP000676270	0.66451	0.46852
UP000203554	0.2104	0.23282
UP000201587	0.35176	0.28914
UP000203361	0.45114	0.35312
UP000201103	0.124	0.10032
UP000289144	0.04545	0.02639
UP000289320	0.03401	0.03401
UP000290666	0.0	0.0
UP000290554	0.03366	0.03366
UP000289209	0.0625	0.0625
UP000241117	0.31782	0.27375
UP000290684	0.25684	0.16324
UP000011301	0.17464	0.18022
UP000680609	0.02305	0.01871
UP000222619	0.2712	0.23669
UP000134698	0.07829	0.07687
UP000203012	0.17754	0.14992
UP000201719	0.0434	0.0601
UP000279621	0.14906	0.14545
UP000203496	0.3646	0.17505
UP000107383	0.28648	0.22246
UP000185275	0.57454	0.3937
UP000163303	0.3473	0.25631
UP000201787	0.12354	0.21569
UP000270090	0.18261	0.17896
UP000136942	0.05576	0.05921
UP000201685	0.63281	0.77465
UP000202059	0.04242	0.04895
UP000203808	0.34065	0.25944
UP000166646	0.10855	0.12909
UP000203801	0.10612	0.04352
UP000682545	0.25132	0.17125
UP000683095	0.16942	0.09775
UP000289890	0.12736	0.13704
UP000501498	0.42935	0.27619
UP000147404	0.13948	0.10016
UP000214710	0.31878	0.31052
UP000680366	0.1383	0.15403
UP000201082	0.57808	0.41312
UP000202423	0.07758	0.11087
UP000203128	0.05589	0.14318
UP000202842	0.21778	0.11139
UP000202455	0.10986	0.16664
UP000203353	0.16887	0.1513
UP000201489	0.3992	0.36464
UP000208081	0.16422	0.08492
UP000201372	0.0596	0.07469
UP000202821	0.1809	0.11828
UP000201911	0.0244	0.02881
UP000290113	0.06943	0.05427
UP000290605	0.06656	0.05108
UP000240496	0.09767	0.04454
UP000204260	0.07084	0.08299
UP000149345	0.13307	0.07075
UP000121369	0.10716	0.08383
UP000678932	0.09334	0.2407
UP000202718	0.17679	0.17679
UP000201597	0.08634	0.0837
UP000501531	0.1713	0.08981
UP000102282	0.22553	0.18371
UP000203733	0.21266	0.17669
UP000150202	0.01444	0.01808
UP000502925	0.14657	0.14283
UP000677084	0.08672	0.04398
UP000502600	0.41482	0.33681
UP001161604	0.11892	0.05679
UP000679611	0.61193	0.4559
UP000153626	0.42747	0.3638
UP000110876	0.56067	0.53383
UP000123729	0.34124	0.31065
UP000111445	0.63986	0.51711
UP000682883	0.23328	0.07607
UP000887920	0.22949	0.14146
UP000503019	0.16028	0.10798
UP000503486	0.17068	0.46521
UP000502964	0.20682	0.09456
UP000201591	0.12015	0.1069
UP000290054	0.08778	0.08633
UP000289345	0.0261	0.02745
UP001157407	0.31641	0.23282
UP001157368	0.00661	0.00661
UP001157408	0.30235	0.20501
UP000152727	0.21979	0.19396
UP000154509	0.19974	0.10049
UP000502550	0.24621	0.10013
UP000676204	0.17142	0.10932
UP000201560	0.13131	0.13729
UP000232547	0.35002	0.2712
UP000290095	0.0826	0.0826
UP000242451	0.06533	0.06533
UP000217429	0.38355	0.11313
UP000006711	0.42002	0.20933
UP000029779	0.32652	0.39936
UP000001324	0.18414	0.15677
UP000232784	0.46257	0.39936
UP000204481	0.27004	0.1215
UP000243278	0.0733	0.07274
UP000000352	0.13095	0.12694
UP000201717	0.44996	0.34074
UP000680021	0.09493	0.08079
UP000000518	0.61093	0.26158
UP000136421	0.01269	0.01494
UP000152287	0.0	0.0
UP000112020	0.16447	0.16299
UP000680549	0.07512	0.04567
UP000242384	0.09804	0.08842
UP000243258	0.05796	0.05413
UP000243032	0.05566	0.05215
UP000242695	0.09535	0.09132
UP000242780	0.03949	0.03846
UP000243475	0.09081	0.09389
UP000232666	0.0	0.0
UP000009174	0.16198	0.08938
UP000203871	0.20201	0.2607
UP000203523	0.33607	0.1808
UP000201780	0.06381	0.03782
UP000203239	0.08147	0.06588
UP000888220	0.17403	0.10052
UP000203515	0.3481	0.10561
UP000501480	0.22059	0.09551
UP000146613	0.14087	0.09146
UP000682645	0.13137	0.10112
UP000204199	0.25268	0.09457
UP000682034	0.0	0.0
UP000203412	0.2419	0.08208
UP000242543	0.14797	0.14797
UP000203968	0.31176	0.2268
UP000201167	0.33172	0.29856
UP000203962	0.0689	0.15137
UP000242273	0.11282	0.11282
UP000202540	0.25244	0.32293
UP000281422	0.26185	0.27415
UP000004993	0.27649	0.2299
UP000115299	0.28848	0.26758
UP000008167	0.4828	0.38737
UP000109192	0.28261	0.24237
UP000155350	0.28929	0.24916
UP000681497	0.39096	0.32134
UP000120055	0.33679	0.28284
UP000168915	0.30035	0.27251
UP000113390	0.09283	0.08544
UP000680639	0.0	0.0
UP000203255	0.0	0.0
UP000681901	0.0	0.0
UP000001650	0.26599	0.25784
UP000140113	0.30088	0.22083
UP000125118	0.52602	0.4704
UP000006716	0.09877	0.04332
UP000204153	0.12975	0.10235
UP000204351	0.10159	0.0941
UP000204118	0.0	0.0
UP000269806	0.0683	0.07486
UP000119980	0.06386	0.05376
UP000202482	0.13023	0.13903
UP000225385	0.19939	0.18358
UP000240848	0.30069	0.16456
UP000223848	0.30377	0.17792
UP000225915	0.28127	0.23017
UP000002602	0.22138	0.18761
UP000009105	0.22254	0.26154
UP000101375	0.3487	0.33783
UP000008222	0.25423	0.28205
UP000096870	0.47578	0.44397
UP000116758	0.36971	0.35445
UP000171862	0.38214	0.4081
UP000096661	0.40535	0.41929
UP000167318	0.36811	0.36002
UP000131008	0.36898	0.35494
UP000117015	0.39561	0.40149
UP000156843	0.32809	0.30865
UP000112284	0.40315	0.41027
UP000119411	0.35014	0.33306
UP000008232	0.32594	0.35474
UP000127867	0.42224	0.42656
UP000129753	0.37495	0.36929
UP000009251	0.4079	0.39
UP000141459	0.27547	0.28907
UP000009109	0.40135	0.38345
UP000140463	0.33225	0.31081
UP000009111	0.39983	0.3955
UP000009112	0.30365	0.31145
UP000158064	0.388	0.39174
UP000009155	0.37207	0.39321
UP000009116	0.38587	0.37137
UP000009117	0.36776	0.39982
UP000007711	0.29217	0.30364
UP000009253	0.4178	0.42333
UP000009123	0.35735	0.35049
UP000009252	0.46934	0.42766
UP000107061	0.42986	0.38064
UP000007666	0.42758	0.45408
UP000149637	0.38726	0.39205
UP000102297	0.43218	0.38693
UP000171341	0.38463	0.38618
UP000145193	0.39871	0.38894
UP000172383	0.37858	0.39289
UP000111499	0.45624	0.43239
UP000136351	0.36569	0.3643
UP000009104	0.31992	0.3545
UP000131287	0.32982	0.21108
UP000109002	0.25272	0.25877
UP000006372	0.28644	0.30702
UP000009113	0.25504	0.33497
UP000006367	0.40962	0.42206
UP000112710	0.35976	0.3575
UP000168289	0.30784	0.26586
UP000007665	0.40613	0.40939
UP000120507	0.30317	0.30899
UP000007670	0.43147	0.39761
UP000007671	0.38938	0.37558
UP000008226	0.44063	0.40231
UP000007677	0.37431	0.36168
UP000113513	0.37915	0.36691
UP000142218	0.4598	0.41645
UP000163734	0.42574	0.40265
UP000161261	0.19206	0.27372
UP000136985	0.28672	0.15877
UP000000356	0.03305	0.0642
UP000158017	0.11174	0.13322
UP000119412	0.11832	0.14302
UP000163738	0.1014	0.11726
UP000114294	0.13439	0.0611
UP000280828	0.06154	0.06969
UP000138352	0.21573	0.18109
UP000107193	0.12217	0.10227
UP000009254	0.35589	0.24978
UP000119470	0.37385	0.2554
UP000204108	0.10641	0.05624
UP000097580	0.1497	0.06581
UP000202554	0.02991	0.02401
UP000203135	0.40708	0.17467
UP000681695	0.13527	0.09235
UP000680678	0.08521	0.08958
UP000680004	0.21461	0.08796
UP000678092	0.22296	0.07074
UP000676239	0.09303	0.06914
UP000679096	0.11748	0.06361
UP000683091	0.14015	0.09313
UP000232905	0.33854	0.21103
UP000204242	0.3997	0.31527
UP000503512	0.23596	0.23784
UP000202313	0.1303	0.09055
UP000202438	0.14272	0.09592
UP000201303	0.24414	0.19321
UP000201510	0.37942	0.34449
UP000095968	0.07033	0.05319
UP000202873	0.1039	0.10619
UP000131152	0.16992	0.0993
UP000009255	0.17887	0.10834
UP000008158	0.06867	0.06274
UP000008286	0.09435	0.11341
UP000144037	0.1985	0.09835
UP000001358	0.2218	0.18826
UP000136450	0.14563	0.14987
UP000001359	0.47064	0.27325
UP000125481	0.16116	0.09668
UP000680382	0.08575	0.2308
UP000202072	0.38565	0.30816
UP000204250	0.24698	0.16339
UP000148232	0.31175	0.21919
UP000104459	0.27224	0.06891
UP000242436	0.38029	0.1989
UP000203690	0.14286	0.09211
UP000234743	0.15829	0.16597
UP000676410	0.37036	0.2495
UP000204390	0.4156	0.29757
UP000246436	0.40782	0.17291
UP000323728	0.47709	0.29188
UP000204325	0.27732	0.17851
UP000121220	0.06068	0.06114
UP000164036	0.05502	0.03143
UP000888060	0.03687	0.02633
UP000217298	0.14908	0.22169
UP000240293	0.37202	0.28862
UP000115085	0.08021	0.07137
UP000273912	0.25407	0.17949
UP000115125	0.00802	0.01274
UP000122426	0.15434	0.10275
UP000204438	0.28009	0.28769
UP000166209	0.22034	0.11021
UP000240959	0.15513	0.08088
UP000162740	0.05607	0.06755
UP000683209	0.08987	0.0526
UP000204182	0.12301	0.07364
UP000204117	0.09779	0.09779
UP001162020	0.10489	0.07541
UP000203867	0.12995	0.0707
UP000141023	0.06325	0.05846
UP000132362	0.11587	0.08429
UP000201903	0.33996	0.13617
UP000098369	0.18818	0.10089
UP000101661	0.04185	0.04683
UP000163854	0.09803	0.08711
UP000134428	0.14011	0.10203
UP000145486	0.33522	0.08126
UP000502922	0.36253	0.12516
UP000502830	0.05954	0.0864
UP000157362	0.16788	0.10481
UP000171832	0.06828	0.06432
UP000171571	0.20814	0.18831
UP000243208	0.08645	0.08645
UP000138843	0.47566	0.42886
UP000204654	0.14914	0.15194
UP000203933	0.21973	0.19957
UP000680231	0.0	0.0
UP000141413	0.14467	0.08188
UP001055095	0.06296	0.04796
UP000203366	0.13609	0.11532
UP000207720	0.32427	0.11362
UP000152557	0.01807	0.02478
UP000119730	0.13826	0.08414
UP000242303	0.16381	0.06766
UP000201332	0.4247	0.13955
UP000006721	0.36032	0.07825
UP000204274	0.39402	0.11046
UP000006687	0.21096	0.23884
UP000207599	0.0	0.0
UP000501924	0.29074	0.16615
UP000201910	0.12417	0.1332
UP000297124	0.20268	0.11796
UP000297038	0.2587	0.13035
UP000501948	0.12802	0.07653
UP000681590	0.1207	0.08297
UP000167073	0.36576	0.29515
UP000297094	0.05714	0.09165
UP000241288	0.23551	0.24448
UP000241967	0.3573	0.40836
UP000241730	0.30657	0.42239
UP000241838	0.40539	0.44329
UP000289303	0.36092	0.41681
UP000201908	0.17823	0.24263
UP000678233	0.06659	0.08023
UP000677952	0.78415	0.5686
UP000202481	0.03262	0.03262
UP000290307	0.80575	0.65298
UP000203162	0.33342	0.09481
UP000290600	0.10511	0.07568
UP000202904	0.03769	0.01685
UP000202928	0.27441	0.22134
UP000145747	0.14434	0.07876
UP000201737	0.24084	0.1747
UP000202361	0.09317	0.17686
UP000201545	0.071	0.07082
UP000208115	0.09768	0.07317
UP000503027	0.21474	0.09247
UP000679584	0.05061	0.05356
UP000204341	0.06438	0.05041
UP000201208	0.02498	0.04314
UP000241397	0.30635	0.17189
UP000203656	0.08947	0.08947
UP000202489	0.0	0.0
UP000207657	0.18637	0.10959
UP000202715	0.14526	0.12163
UP000115090	0.10189	0.08558
UP000133496	0.2743	0.19909
UP000201280	0.18457	0.09271
UP000201881	0.10583	0.09313
UP000502506	0.21892	0.12774
UP000202848	0.06339	0.04456
UP000148852	0.21284	0.10284
UP000148971	0.48365	0.41909
UP000282032	0.17006	0.16722
UP000273030	0.12222	0.12727
UP001162228	0.17045	0.16358
UP000202835	0.25938	0.22331
UP000156487	0.2546	0.08223
UP000203092	0.16955	0.18306
UP000204448	0.19151	0.32953
UP000202399	0.37628	0.30304
UP000105857	0.10858	0.12542
UP000275921	0.13474	0.12908
UP000290655	0.47466	0.33778
UP000242635	0.07086	0.05166
UP000240594	0.42154	0.33871
UP000102095	0.03618	0.02877
UP000203997	0.21878	0.1623
UP000203822	0.1753	0.15162
UP000275141	0.18944	0.19304
UP000676943	0.33287	0.38808
UP000678437	0.0	0.0
UP000095862	0.19346	0.11775
UP000006826	0.16028	0.08713
UP000172665	0.05614	0.06491
UP000164817	0.36753	0.39919
UP000144454	0.3905	0.39719
UP000099931	0.3588	0.34012
UP000107063	0.36518	0.35013
UP000124292	0.47452	0.27237
UP000008169	0.51598	0.39721
UP000288011	0.51538	0.37921
UP000287638	0.06225	0.06167
UP000287404	0.03488	0.03109
UP000290157	0.41885	0.4296
UP000289561	0.39014	0.37228
UP000290839	0.40074	0.38763
UP000290319	0.36903	0.38038
UP000289925	0.43559	0.35417
UP000110594	0.33375	0.28303
UP000101154	0.29799	0.26026
UP000202843	0.19795	0.18248
UP000297089	0.19848	0.15948
UP000297180	0.04707	0.04758
UP001162010	0.11798	0.11798
UP000201619	0.1765	0.18072
UP001162021	0.1674	0.1674
UP001162014	0.32024	0.32024
UP001162013	0.03636	0.03636
UP000682251	0.19444	0.19444
UP000203227	0.26407	0.26746
UP000203973	0.15862	0.15082
UP000204307	0.13218	0.13041
UP000266127	0.06927	0.06018
UP000500983	0.12746	0.09033
UP000125071	0.17581	0.1026
UP000132617	0.1695	0.12006
UP000029759	0.145	0.12388
UP000204122	0.37811	0.35928
UP000240635	0.3755	0.3071
UP000501046	0.04604	0.04021
UP000204210	0.03597	0.01788
UP000203951	0.01865	0.01372
UP000676981	0.2358	0.3933
UP000201093	0.0	0.0
UP000675967	0.0	0.0
UP000008164	0.09312	0.03349
UP000009262	0.08635	0.03176
UP000201247	0.15222	0.11284
UP000009266	0.15938	0.10341
UP000009268	0.09075	0.17478
UP000114976	0.26087	0.2394
UP000133552	0.12818	0.07984
UP000888240	0.0343	0.02869
UP000203914	0.03722	0.02828
UP000203873	0.11642	0.0856
UP000123264	0.53572	0.54251
UP000180448	0.2044	0.18941
UP000167719	0.1717	0.11765
UP000133659	0.21452	0.1692
UP000125898	0.14929	0.15244
UP000029780	0.16495	0.12958
UP000202613	0.07456	0.07738
UP000289406	0.16534	0.10399
UP000683173	0.08532	0.05138
UP000202558	0.1456	0.13379
UP001157432	0.15287	0.06715
UP000172353	0.16632	0.12849
UP000175168	0.26162	0.20075
UP000133543	0.43684	0.3965
UP000118164	0.12799	0.14308
UP000679816	0.3443	0.28019
UP000202003	0.63473	0.23833
UP000232776	0.24908	0.15156
UP000289419	0.17003	0.08888
UP000139113	0.18616	0.11731
UP000147477	0.40573	0.39379
UP000201846	0.18899	0.14632
UP000202679	0.15875	0.12582
UP000148062	0.43876	0.41946
UP000888180	0.02499	0.03539
UP000125052	0.16677	0.09045
UP000277710	0.16221	0.15712
UP000103899	0.364	0.24588
UP000121340	0.19254	0.19372
UP000143524	0.1067	0.03492
UP000107687	0.35354	0.37848
UP000204093	0.13648	0.13957
UP000132946	0.27609	0.29365
UP000204198	0.12137	0.20016
UP000202465	0.10954	0.07881
UP000201244	0.21306	0.08662
UP000201177	0.2229	0.22945
UP000008874	0.31231	0.21387
UP000029748	0.1986	0.1986
UP000289550	0.06081	0.06081
UP000150214	0.22679	0.16898
UP000202962	0.14678	0.10287
UP000131827	0.39231	0.30238
UP000202709	0.3089	0.27409
UP000000869	0.24388	0.21116
UP000287589	0.0	0.0
UP000286689	0.07692	0.0721
UP000286822	0.05993	0.05948
UP000290805	0.244	0.32541
UP000275581	0.2443	0.23292
UP000502748	0.03324	0.05168
UP000153129	0.09539	0.09416
UP000114496	0.16052	0.16039
UP000137123	0.2	0.19133
UP000516359	0.12398	0.08815
UP000052088	0.22948	0.18884
UP000217307	0.2567	0.32186
UP000678381	0.01531	0.01531
UP000164199	0.29276	0.09979
UP000167233	0.16839	0.16174
UP000175124	0.62117	0.4949
UP000162722	0.46653	0.41923
UP000162045	0.73651	0.75762
UP000232815	0.30846	0.36479
UP000267347	0.34409	0.18759
UP000105606	0.29725	0.18719
UP000289600	0.13052	0.13309
UP000241071	0.14644	0.13683
UP000204372	0.12141	0.07473
UP000297081	0.29469	0.1969
UP000297036	0.28223	0.18893
UP000099870	0.27358	0.1411
UP000204593	0.10513	0.13594
UP000203508	0.18716	0.2396
UP000201739	0.22694	0.17411
UP000007784	0.38347	0.30556
UP000127637	0.28374	0.24684
UP000099649	0.20431	0.15491
UP000136399	0.46698	0.35074
UP000141842	0.38657	0.27338
UP000158680	0.4334	0.35619
UP000007192	0.15454	0.17594
UP000008479	0.12967	0.17879
UP000217350	0.12578	0.08343
UP000129308	0.47691	0.46382
UP000500976	0.0838	0.07998
UP000011274	0.25158	0.16396
UP000134568	0.41415	0.43988
UP000170148	0.06297	0.0901
UP000151058	0.09252	0.06567
UP000290115	0.1783	0.15886
UP000128324	0.23704	0.10669
UP000136359	0.37543	0.3873
UP000792671	0.12403	0.09722
UP000297194	0.18504	0.16075
UP000156401	0.14965	0.1453
UP000166181	0.13053	0.1791
UP000503029	0.29713	0.07528
UP000682353	0.08194	0.0496
UP000008865	0.4767	0.24959
UP000124824	0.29527	0.18217
UP000243434	0.13701	0.12522
UP000243697	0.15824	0.10056
UP000289781	0.11761	0.07491
UP000290282	0.18661	0.15685
UP000289508	0.10611	0.06234
UP000208069	0.13371	0.07469
UP000203501	0.18856	0.2321
UP000145802	0.1142	0.15754
UP000678011	0.10615	0.08921
UP000000668	0.25614	0.0809
UP000123475	0.15972	0.08401
UP000132721	0.08627	0.05827
UP000217718	0.11618	0.07663
UP000160764	0.1177	0.10476
UP000677890	0.09623	0.12719
UP000208077	0.14004	0.06338
UP000234149	0.04955	0.02559
UP000204473	0.52421	0.24464
UP000677530	0.07767	0.0809
UP000134187	0.10482	0.05738
UP000124141	0.19751	0.12124
UP000119000	0.26658	0.16183
UP000201922	0.12778	0.12778
UP001161595	0.24547	0.13352
UP000830451	0.15403	0.1415
UP000217328	0.0	0.0
UP000682736	0.27637	0.20164
UP000679867	0.33902	0.26005
UP000218501	0.19327	0.13586
UP000009185	0.4615	0.33141
UP000128123	0.31791	0.31066
UP000131223	0.27707	0.26606
UP000241653	0.0	0.0
UP000241335	0.17773	0.18882
UP000289980	0.12882	0.13686
UP000290642	0.0576	0.0444
UP000289822	0.07377	0.07129
UP000289885	0.2332	0.22565
UP000290961	0.14943	0.11659
UP000289556	0.15398	0.15854
UP000289621	0.09051	0.0895
UP000290802	0.14453	0.13238
UP000289684	0.07959	0.0729
UP000289673	0.09414	0.08443
UP000290004	0.07209	0.06188
UP000289605	0.0	0.0
UP000290247	0.12996	0.12435
UP000290621	0.142	0.16173
UP000290051	0.23066	0.2439
UP000290348	0.13333	0.12261
UP000269706	0.04756	0.05484
UP000501906	0.19963	0.14482
UP000203039	0.16461	0.10158
UP000203866	0.32965	0.2396
UP000241640	0.32191	0.21079
UP000202983	0.0	0.0
UP000217341	0.23366	0.17428
UP000677415	0.04565	0.06729
UP000202795	0.57296	0.26511
UP000204413	0.23718	0.23718
UP000201418	0.13834	0.09154
UP000204497	0.17328	0.15712
UP000290445	0.14946	0.12055
UP000243138	0.07375	0.06404
UP000203471	0.03203	0.03203
UP000201605	0.15198	0.15198
UP000201232	0.0	0.0
UP000202698	0.08345	0.08345
UP000204025	0.2577	0.18025
UP000682252	0.31845	0.20767
UP000289810	0.10688	0.04663
UP000201790	0.21895	0.14181
UP000146235	0.14263	0.07809
UP000250247	0.14414	0.05938
UP000203316	0.13257	0.11617
UP000009248	0.17454	0.12774
UP000124769	0.26288	0.03825
UP000117676	0.28207	0.08763
UP000236316	0.07595	0.06156
UP000681667	0.07087	0.10325
UP000123759	0.07981	0.04733
UP000135107	0.39884	0.17258
UP000108270	0.22053	0.1228
UP000232814	0.14632	0.16084
UP000114561	0.09646	0.04751
UP000101963	0.3243	0.39574
UP000204156	0.14544	0.13516
UP000202189	0.1464	0.1368
UP000244668	0.17058	0.14477
UP000132017	0.19919	0.10402
UP000008089	0.19042	0.12158
UP000501954	0.44993	0.343
UP000152762	0.23433	0.18721
UP000052085	0.43374	0.41914
UP000297028	0.16024	0.11345
UP000202016	0.77172	0.41179
UP000503377	0.13443	0.07477
UP000166529	0.07234	0.06093
UP000131738	0.21268	0.2154
UP000112030	0.15295	0.16648
UP000153343	0.08387	0.09198
UP000201921	0.09661	0.07653
UP000682391	0.66354	0.63647
UP000156603	0.0	0.0
UP000163039	0.21622	0.22047
UP000151871	0.11279	0.10841
UP000290717	0.21019	0.13111
UP000202025	0.0	0.0
UP000290818	0.0	0.0
UP000201566	0.31303	0.2686
UP000202511	0.41725	0.33023
UP000249758	0.26337	0.24888
UP000249287	0.29268	0.2594
UP000248852	0.26937	0.24103
UP000204584	0.27625	0.23114
UP000211162	0.56369	0.35681
UP000099188	0.35545	0.32184
UP000101403	0.39794	0.40367
UP000679217	0.04401	0.04078
UP000201132	0.13141	0.13141
UP000232630	0.31699	0.22059
UP000203125	0.15717	0.12792
UP000243000	0.43442	0.2
UP000000477	0.33074	0.17495
UP000678929	0.36138	0.25576
UP000679871	0.18682	0.20272
UP000682938	0.0	0.0
UP000099447	0.35571	0.32444
UP000119221	0.18835	0.11797
UP000000862	0.41644	0.25946
UP000203485	0.43637	0.27554
UP000204095	0.45033	0.29646
UP000202419	0.41908	0.27021
UP000174178	0.34765	0.34562
UP000107449	0.2068	0.12223
UP000201864	0.27509	0.21456
UP000290728	0.19038	0.18352
UP000678543	0.14225	0.09136
UP000203091	0.11207	0.06721
UP000680761	0.31279	0.26222
UP000201257	0.11823	0.06755
UP000203403	0.28596	0.20672
UP000201909	0.41161	0.31457
UP000203927	0.13916	0.15645
UP000202054	0.51404	0.22992
UP000203348	0.00218	0.00935
UP000204055	0.13075	0.11255
UP000677443	0.11788	0.07398
UP000201271	0.20839	0.18987
UP000682138	0.05934	0.1033
UP000152684	0.20566	0.12377
UP000241809	0.43903	0.30321
UP000202354	0.45067	0.159
UP000204378	0.28106	0.08916
UP000203539	0.54325	0.2301
UP000204074	0.24231	0.11104
UP000203800	0.06074	0.15913
UP000501840	0.06084	0.09742
UP000201513	0.0424	0.04647
UP000120900	0.23717	0.16792
UP000203413	0.15214	0.13314
UP000204177	0.22382	0.20327
UP000207586	0.0753	0.05
UP000203488	0.02269	0.02269
UP000681230	0.27681	0.27681
UP001055374	0.21563	0.13851
UP000243852	0.1133	0.10576
UP000296985	0.0729	0.06399
UP000204203	0.04286	0.02661
UP000888020	0.23357	0.10218
UP000242720	0.07654	0.07307
UP000052112	0.10159	0.09764
UP000681448	0.03747	0.05647
UP000202277	0.26031	0.19414
UP000203735	0.33331	0.2979
UP000243827	0.07282	0.06734
UP000241349	0.14824	0.16994
UP000002321	0.33595	0.20911
UP000297087	0.31776	0.23046
UP000297128	0.49742	0.40992
UP000203677	0.27629	0.10553
UP000204345	0.32702	0.29596
UP000203240	0.15327	0.1349
UP000204667	0.23684	0.1732
UP000677969	0.01748	0.02487
UP000150093	0.37312	0.43796
UP000242534	0.04029	0.04029
UP000288736	0.10946	0.10988
UP000243128	0.07711	0.07175
UP000243061	0.23551	0.22194
UP000157474	0.16841	0.10207
UP000203837	0.07698	0.16407
UP000201659	0.13089	0.10252
UP001162106	0.0939	0.0939
UP001162105	0.07233	0.07233
UP000180906	0.31991	0.19799
UP000134640	0.21466	0.2
UP000204265	0.06557	0.0511
UP000289736	0.11849	0.06306
UP000677407	0.22094	0.15806
UP000242794	0.04448	0.04448
UP000242189	0.09431	0.09431
UP000289668	0.08435	0.08435
UP000202547	0.4323	0.38359
UP000289246	0.169	0.18515
UP000201296	0.09676	0.10625
UP000208102	0.08911	0.0852
UP000204444	0.06522	0.07423
UP000122610	0.48455	0.43711
UP000102623	0.37405	0.30298
UP000052091	0.46342	0.40728
UP000180955	0.2745	0.21905
UP000680841	0.38165	0.38165
UP000203454	0.35424	0.34162
UP000204148	0.1299	0.12756
UP000681756	0.37023	0.28965
UP000502018	0.24853	0.10958
UP000243464	0.16284	0.16284
UP000201193	0.01968	0.02577
UP000290823	0.21186	0.21186
UP000282439	0.15319	0.16992
UP000203992	0.04484	0.06024
UP000278651	0.0963	0.0963
UP000503478	0.30561	0.18731
UP000207656	0.35861	0.27772
UP000098205	0.34126	0.2485
UP000201673	0.30509	0.20934
UP001055392	0.11229	0.10963
UP000277408	0.5	0.48327
UP000115074	0.77113	0.52088
UP000202696	0.14589	0.1746
