proteome_id	per_protein	total_proteome
UP000250157	0.07028	0.04781
UP000001696	0.12463	0.07864
UP000423819	0.11981	0.07894
UP000426006	0.13297	0.07192
UP000423147	0.11493	0.06653
UP000426009	0.17139	0.12408
UP000426334	0.09526	0.08724
UP000423036	0.15402	0.09734
UP000427113	0.15199	0.16445
UP001162813	0.17916	0.09797
UP000424329	0.1297	0.13528
UP000223204	0.10632	0.06274
UP000002140	0.31564	0.20809
UP000204484	0.15945	0.07471
UP000241263	0.16194	0.10795
UP000252726	0.10132	0.07255
UP001056045	0.07239	0.0634
UP000321468	0.04964	0.0491
UP000321526	0.08223	0.06426
UP000010369	0.13472	0.12029
UP000010376	0.11874	0.11556
UP000010373	0.17932	0.17159
UP000010374	0.15784	0.14238
UP000010371	0.12262	0.07614
UP000010372	0.15249	0.09908
UP000010370	0.12125	0.13083
UP000008847	0.09685	0.07277
UP000008848	0.10195	0.11653
UP000002576	0.13471	0.16675
UP000008045	0.10472	0.07599
UP000242634	0.14159	0.08413
UP001059862	0.13604	0.0731
UP000001833	0.38074	0.20717
UP000001223	0.09718	0.10382
UP000275089	0.42325	0.16955
UP000297193	0.06868	0.05045
UP000594514	0.12965	0.09757
UP000226124	0.1247	0.12638
UP000463977	0.11817	0.09147
UP000000786	0.06943	0.04171
UP000001474	0.0629	0.04686
UP000001530	0.20436	0.08467
UP000001891	0.12217	0.08935
UP000001893	0.14653	0.09932
UP000019301	0.15132	0.15944
UP001144704	0.06832	0.05606
UP000001711	0.14838	0.1053
UP000240724	0.15959	0.12758
UP000297092	0.09726	0.07895
UP000325018	0.22934	0.20456
UP000297097	0.04405	0.0604
UP000251526	0.12718	0.06015
UP000204550	0.15079	0.07964
UP000516597	0.13384	0.13635
UP000319529	0.12789	0.14809
UP000464219	0.08848	0.07612
UP000010394	0.12067	0.132
UP000425181	0.17948	0.13673
UP000010399	0.09862	0.10914
UP000010401	0.14915	0.09799
UP001178509	0.07737	0.06864
UP000002127	0.15337	0.11024
UP000516408	0.28452	0.09351
UP000002611	0.10354	0.09991
UP000242358	0.16311	0.16995
UP000002132	0.09464	0.06856
UP000001789	0.08067	0.10177
UP000268950	0.13519	0.10232
UP000243552	0.12153	0.11865
UP001057841	0.15656	0.07313
UP000223569	0.12848	0.09279
UP000008091	0.16378	0.09829
UP000001757	0.12875	0.0834
UP000030927	0.15594	0.11203
UP000202410	0.12252	0.1411
UP000225471	0.1689	0.16029
UP000026987	0.18277	0.08066
UP001057764	0.04562	0.0441
UP000324737	0.21516	0.09287
UP000509789	0.19143	0.1164
UP000509352	0.25496	0.1933
UP000264229	0.13259	0.09593
UP000240674	0.09379	0.09376
UP000009369	0.09024	0.05524
UP000291245	0.12173	0.07128
UP000250998	0.11923	0.10616
UP000029939	0.1807	0.18424
UP001163712	0.12666	0.08343
UP000246259	0.12968	0.12794
UP000009013	0.07827	0.05193
UP000000296	0.10875	0.09321
UP000002006	0.14851	0.1388
UP000002080	0.10916	0.13321
UP000009054	0.13846	0.09109
UP000202424	0.07094	0.05405
UP000516161	0.18062	0.09841
UP000328074	0.13393	0.07666
UP000366750	0.14463	0.10593
UP000596413	0.15149	0.09708
UP000322031	0.16465	0.07697
UP001164277	0.09269	0.05069
UP000030324	0.11168	0.06885
UP000202111	0.10754	0.05522
UP000204159	0.12671	0.07211
UP000307461	0.16554	0.17484
UP000001832	0.03009	0.03472
UP000001091	0.05866	0.04558
UP000000876	0.05828	0.04493
UP000246402	0.12531	0.08697
UP000500739	0.1745	0.08994
UP000286882	0.13129	0.0785
UP000001535	0.06689	0.04028
UP000324736	0.15846	0.08232
UP000030205	0.10546	0.14019
UP000246469	0.16027	0.16395
UP000279721	0.16836	0.13628
UP000247164	0.07397	0.04671
UP000464588	0.13012	0.1219
UP000297046	0.16188	0.13739
UP000252591	0.19022	0.09808
UP000228763	0.12456	0.06738
UP000001804	0.12751	0.07686
UP000224880	0.12439	0.09417
UP000222018	0.1601	0.07995
UP001059423	0.13671	0.10922
UP000000983	0.46527	0.36918
UP001056921	0.13949	0.08676
UP000001156	0.10752	0.06818
UP000002107	0.06557	0.0528
UP000000840	0.24437	0.11733
UP000007860	0.20092	0.12048
UP000007859	0.18359	0.16572
UP000006550	0.07634	0.05878
UP000515966	0.17795	0.08848
UP001058329	0.08589	0.05311
UP001060519	0.10181	0.07765
UP000680435	0.14779	0.09786
UP000203832	0.12356	0.06413
UP000510878	0.09404	0.05703
UP001156362	0.12	0.08917
UP001059364	0.21547	0.16019
UP001059111	0.11427	0.08008
UP001156404	0.15963	0.10495
UP001056207	0.10466	0.07648
UP001056173	0.13972	0.08793
UP000288494	0.06337	0.04244
UP000509770	0.16234	0.07833
UP000663390	0.11179	0.06767
UP000221777	0.11272	0.10185
UP000664912	0.09304	0.05767
UP000294673	0.05426	0.05381
UP000263419	0.05105	0.05734
UP000300764	0.0806	0.04956
UP001058179	0.08505	0.09277
UP000594201	0.46107	0.15279
UP001056206	0.16098	0.12443
UP001056409	0.13701	0.12444
UP000009272	0.253	0.19235
UP000009213	0.17853	0.08251
UP000516521	0.13077	0.11718
UP000008899	0.1386	0.11459
UP000516798	0.13939	0.14143
UP000027383	0.15535	0.11006
UP000465040	0.20762	0.09835
UP000515341	0.19531	0.09689
UP000681788	0.14647	0.07717
UP000240398	0.09265	0.06953
UP000375734	0.08022	0.04736
UP001060030	0.11403	0.1721
UP001059928	0.19706	0.10416
UP001056215	0.13523	0.15602
UP001156324	0.0584	0.05965
UP001060140	0.13628	0.07956
UP001059112	0.18566	0.17305
UP001057519	0.11829	0.16181
UP001057529	0.16039	0.14527
UP001156388	0.13304	0.14347
UP001156405	0.19573	0.17192
UP000240477	0.13502	0.08281
UP000225515	0.10777	0.07558
UP000295073	0.08602	0.06648
UP001056758	0.20285	0.09562
UP000009212	0.06849	0.0442
UP000224800	0.06803	0.04844
UP000222601	0.11161	0.05881
UP000516243	0.08571	0.05782
UP000515626	0.05582	0.04882
UP000306344	0.09674	0.06957
UP000294812	0.15334	0.10121
UP000247217	0.07342	0.05633
UP000289271	0.08695	0.05541
UP000307356	0.09523	0.07308
UP000202254	0.11835	0.08392
UP000315658	0.09551	0.06572
UP001058140	0.14215	0.09772
UP000281966	0.08584	0.05718
UP000676279	0.10556	0.06342
UP000306677	0.07256	0.04473
UP000502302	0.12258	0.0764
UP001154110	0.19356	0.10257
UP000240719	0.17803	0.08155
UP000291068	0.08815	0.0773
UP000223018	0.21808	0.09242
UP000325949	0.20343	0.0804
UP000325906	0.15537	0.08587
UP000425433	0.17522	0.10526
UP000426646	0.12039	0.07312
UP000510920	0.2305	0.10477
UP000510880	0.22792	0.10195
UP000423323	0.1193	0.08465
UP000281194	0.11073	0.08803
UP000271559	0.09855	0.06809
UP000292437	0.10384	0.07598
UP000224899	0.10468	0.06186
UP000240268	0.10104	0.0877
UP000241510	0.12131	0.09504
UP000240319	0.153	0.13162
UP000241935	0.06773	0.1287
UP000241370	0.07729	0.05216
UP000241164	0.11348	0.15876
UP000241620	0.09063	0.06915
UP000240252	0.1682	0.09665
UP000000880	0.40421	0.22894
UP000001709	0.08464	0.05947
UP000202917	0.11681	0.06277
UP000014422	0.10248	0.06697
UP000030329	0.09003	0.05867
UP000464167	0.06622	0.04974
UP000224474	0.09869	0.07321
UP000225886	0.25383	0.15898
UP000501024	0.04512	0.04666
UP000502771	0.04643	0.05023
UP000202076	0.07821	0.05897
UP000202959	0.05681	0.0447
UP001056256	0.19134	0.10664
UP000595480	0.14836	0.088
UP000464726	0.12989	0.10907
UP000514727	0.15325	0.14193
UP000465101	0.16901	0.08636
UP000465010	0.1584	0.09874
UP000465009	0.20512	0.09407
UP000464888	0.13505	0.0736
UP000464671	0.14546	0.06904
UP000465079	0.13919	0.07703
UP000029373	0.05869	0.04643
UP000002131	0.16326	0.09293
UP000002123	0.15111	0.08363
UP000292160	0.04526	0.03607
UP000033339	0.08566	0.09112
UP000595936	0.0795	0.05494
UP000464369	0.05931	0.03059
UP000203918	0.09961	0.05417
UP000006664	0.05716	0.04551
UP000225660	0.13522	0.08757
UP001164889	0.05606	0.0342
UP001164941	0.0586	0.028
UP001164924	0.14291	0.08118
UP001164925	0.07735	0.04153
UP000001588	0.1272	0.08612
UP000201589	0.04752	0.03182
UP000241016	0.26599	0.20036
UP000277243	0.17925	0.15146
UP000267749	0.15561	0.13549
UP001059192	0.16229	0.15988
UP000423180	0.20918	0.14062
UP000263372	0.19756	0.18223
UP000378168	0.18902	0.13839
UP000258434	0.16322	0.17741
UP000516653	0.13789	0.11989
UP000289785	0.17518	0.15635
UP000225511	0.18515	0.17769
UP001055843	0.17171	0.13717
UP000318284	0.24344	0.20327
UP000202170	0.15528	0.12781
UP000203465	0.20987	0.19844
UP000664934	0.20477	0.17691
UP000240944	0.18987	0.1911
UP000203938	0.2462	0.22247
UP000290563	0.21675	0.19329
UP000204301	0.18091	0.14233
UP000593614	0.26314	0.20834
UP000203985	0.16725	0.20581
UP000693650	0.25046	0.21178
UP000202279	0.17318	0.16501
UP000295568	0.12875	0.11188
UP000595650	0.20077	0.2036
UP000515907	0.19575	0.20212
UP001058775	0.17255	0.13076
UP001055977	0.16384	0.20364
UP000204599	0.19061	0.19717
UP000663395	0.20159	0.17354
UP000264051	0.15386	0.18442
UP000325899	0.16042	0.1512
UP000320867	0.20597	0.19749
UP000424774	0.18733	0.19296
UP000326490	0.14691	0.13343
UP000516645	0.20983	0.22457
UP000318668	0.29886	0.1729
UP000240932	0.19051	0.17932
UP001059948	0.17811	0.15817
UP000318136	0.16982	0.12358
UP000257597	0.14299	0.147
UP000502070	0.12288	0.1205
UP000326737	0.22082	0.19451
UP000516657	0.20718	0.17046
UP000317127	0.1791	0.188
UP000326635	0.16671	0.16363
UP000516463	0.21253	0.19791
UP000500788	0.20607	0.17992
UP000246494	0.2173	0.2032
UP000250548	0.22493	0.20035
UP001163582	0.22914	0.20438
UP000204189	0.26353	0.17123
UP000425480	0.18358	0.16825
UP000251212	0.29033	0.15882
UP000297043	0.17083	0.13282
UP001164798	0.17915	0.11218
UP000276176	0.22988	0.1924
UP000201149	0.23728	0.17393
UP000423358	0.20481	0.18816
UP000515805	0.14568	0.15782
UP001060355	0.30689	0.24056
UP000240601	0.18634	0.16053
UP000423482	0.15948	0.11825
UP000267882	0.23219	0.19172
UP000260058	0.21298	0.16339
UP000201404	0.18337	0.19253
UP000278586	0.1769	0.16702
UP000203019	0.13131	0.1066
UP000203170	0.29773	0.1676
UP000221359	0.18474	0.17338
UP000204451	0.17811	0.1567
UP000204458	0.16837	0.19087
UP000207679	0.16597	0.09586
UP000203886	0.23741	0.18081
UP000202743	0.23532	0.13631
UP000033019	0.16658	0.15698
UP000297070	0.19693	0.16511
UP000287432	0.2294	0.18757
UP000207608	0.24383	0.11921
UP000033018	0.11314	0.12873
UP000202663	0.19715	0.14512
UP000204476	0.25459	0.21391
UP000464713	0.21542	0.15811
UP000241392	0.22571	0.19219
UP000315820	0.24407	0.22121
UP000203073	0.21502	0.17681
UP000262321	0.16665	0.15798
UP000221715	0.18087	0.18523
UP000510607	0.16489	0.16793
UP000246975	0.21432	0.17593
UP000317704	0.16497	0.13732
UP000203357	0.145	0.17511
UP001059570	0.15195	0.12428
UP000427093	0.13761	0.14526
UP000287034	0.19825	0.17924
UP000318324	0.1353	0.10803
UP000287655	0.19933	0.21018
UP000202906	0.28403	0.2336
UP000464870	0.21385	0.16633
UP000202166	0.2265	0.1473
UP000286844	0.18434	0.15972
UP000594820	0.13063	0.1403
UP001059718	0.24286	0.18265
UP000515935	0.21295	0.17468
UP001163174	0.15828	0.13384
UP000317864	0.17825	0.17297
UP000515874	0.18307	0.14553
UP001063516	0.26647	0.21883
UP000201844	0.26338	0.21883
UP000230142	0.17582	0.13793
UP000316333	0.24859	0.22484
UP000240384	0.22987	0.15887
UP001164855	0.15458	0.18692
UP000251447	0.16223	0.12092
UP000516550	0.20981	0.18311
UP000202089	0.28405	0.16553
UP000325891	0.23784	0.23086
UP000318954	0.18577	0.19695
UP001059531	0.21154	0.20732
UP000319811	0.1344	0.15419
UP000207742	0.2537	0.21146
UP000510747	0.23282	0.18849
UP001060045	0.2265	0.2195
UP000251217	0.25467	0.22
UP001059709	0.16412	0.12496
UP000251713	0.18609	0.10207
UP000390472	0.16008	0.12751
UP000290362	0.20777	0.20776
UP000201968	0.26018	0.24334
UP000201747	0.24802	0.19767
UP000204333	0.17231	0.13335
UP000280547	0.21518	0.18668
UP000663222	0.1959	0.1847
UP000424227	0.13789	0.10484
UP000515937	0.22397	0.20652
UP000326805	0.15778	0.12025
UP001164837	0.16609	0.159
UP000204609	0.1306	0.13494
UP000464225	0.20606	0.20342
UP000204112	0.16171	0.17037
UP001058496	0.21329	0.21397
UP000594162	0.1558	0.10147
UP001058481	0.19688	0.16524
UP000246984	0.18002	0.13361
UP001056376	0.26097	0.1914
UP001059322	0.17358	0.11667
UP000203757	0.17643	0.17413
UP000693786	0.2301	0.20865
UP000264531	0.18981	0.18111
UP000316059	0.2312	0.19597
UP000320823	0.17194	0.13313
UP000326495	0.18118	0.20892
UP000260273	0.17785	0.17631
UP000258297	0.25608	0.19944
UP000326082	0.25178	0.20614
UP000318375	0.22306	0.20614
UP000515957	0.18725	0.14411
UP001164880	0.23169	0.16411
UP000510731	0.21303	0.17531
UP000298786	0.2325	0.22198
UP000258385	0.155	0.13936
UP000259467	0.18737	0.15991
UP000241541	0.23775	0.16014
UP000327385	0.31878	0.26417
UP000262719	0.15902	0.11202
UP000204094	0.28016	0.2397
UP000501526	0.11206	0.09085
UP000319161	0.2231	0.20147
UP000400849	0.15537	0.12265
UP000503093	0.17904	0.18075
UP000201458	0.1172	0.11911
UP000202160	0.14143	0.10131
UP000246591	0.1438	0.11945
UP000320741	0.18607	0.17451
UP000317709	0.16296	0.16283
UP000325796	0.22721	0.20622
UP000346466	0.18905	0.18442
UP001056780	0.19924	0.17765
UP000204083	0.2226	0.16397
UP000317451	0.24198	0.21398
UP000263402	0.2405	0.21952
UP000596151	0.12678	0.16547
UP000320647	0.20847	0.15677
UP000250672	0.20872	0.15201
UP000203445	0.18578	0.14399
UP000510885	0.26694	0.24784
UP000207602	0.15728	0.12079
UP000683422	0.17389	0.15602
UP000290746	0.19158	0.16847
UP000202306	0.21186	0.20367
UP000317598	0.20302	0.14967
UP001060371	0.20501	0.16857
UP000201202	0.17902	0.14857
UP000293379	0.16608	0.13815
UP001058466	0.22476	0.1559
UP000319240	0.18073	0.21657
UP000289840	0.14479	0.14081
UP001055673	0.17258	0.17742
UP000204215	0.26028	0.21731
UP000425185	0.15106	0.11703
UP000203182	0.22727	0.20233
UP000319687	0.16395	0.13827
UP000202604	0.26285	0.24321
UP000427287	0.24571	0.22567
UP000693644	0.21297	0.1848
UP000201371	0.10345	0.13641
UP000516468	0.19227	0.17459
UP000317067	0.21204	0.24645
UP000002554	0.09999	0.07525
UP000202857	0.10222	0.06408
UP000008024	0.08088	0.0662
UP000678489	0.09011	0.07419
UP000509192	0.10009	0.10316
UP000009143	0.03919	0.05431
UP000221303	0.20906	0.16266
UP001059427	0.09736	0.10675
UP000000853	0.29552	0.17509
UP000002924	0.20607	0.15886
UP000595298	0.12085	0.14089
UP000221552	0.1644	0.13927
UP000223010	0.11991	0.10136
UP000225037	0.12875	0.12333
UP000002900	0.12762	0.12502
UP000002910	0.23414	0.16628
UP000225704	0.12216	0.12146
UP000223140	0.14608	0.13509
UP000223239	0.16923	0.14824
UP000222963	0.12204	0.10566
UP000223545	0.12268	0.12182
UP000204430	0.12843	0.07314
UP000029361	0.12374	0.0783
UP000029342	0.13686	0.09614
UP000002111	0.37005	0.23702
UP000001862	0.09759	0.06675
UP001057102	0.13187	0.09697
UP000594167	0.08711	0.06346
UP000593917	0.1511	0.06434
UP000249900	0.12042	0.21909
UP000414356	0.11838	0.06461
UP000273986	0.1702	0.12004
UP000250303	0.09787	0.11393
UP000250263	0.12497	0.12798
UP000250048	0.09334	0.09737
UP000250135	0.07796	0.13132
UP000249917	0.09057	0.07643
UP000250164	0.11391	0.12057
UP001055992	0.13687	0.08283
UP001056005	0.1858	0.08395
UP001055424	0.06005	0.07771
UP000693815	0.11565	0.12194
UP001058462	0.141	0.1025
UP000287912	0.13647	0.0748
UP000010803	0.04433	0.04435
UP000307994	0.19443	0.08396
UP000201251	0.11534	0.06843
UP000224375	0.16708	0.08249
UP000202478	0.06436	0.06263
UP000322104	0.06093	0.04702
UP000323942	0.05237	0.03491
UP000325007	0.07783	0.07228
UP000279551	0.11504	0.0662
UP000278548	0.1012	0.06122
UP000010073	0.04919	0.04004
UP000002632	0.18958	0.09978
UP000002633	0.15847	0.07713
UP000010391	0.08429	0.06705
UP000241488	0.12441	0.10839
UP000221408	0.08832	0.06865
UP000322276	0.13745	0.08523
UP001059213	0.08208	0.07126
UP000663553	0.18032	0.13554
UP000223646	0.11827	0.11662
UP000270867	0.15611	0.07888
UP000502929	0.12878	0.17994
UP000594005	0.09518	0.06977
UP001164403	0.16276	0.12468
UP000327303	0.116	0.07742
UP000464669	0.05338	0.04961
UP000027480	0.10828	0.06566
UP000595783	0.18238	0.08786
UP000595892	0.11031	0.06783
UP000001047	0.09355	0.11674
UP001163296	0.0652	0.05363
UP000326328	0.16027	0.07834
UP000663313	0.08639	0.06544
UP000224252	0.15202	0.17832
UP000294491	0.14153	0.09948
UP000310009	0.13528	0.14393
UP000310273	0.16713	0.09005
UP000308346	0.10923	0.06478
UP000294572	0.10046	0.05957
UP000294601	0.11555	0.10949
UP000294608	0.13685	0.15511
UP000294953	0.09746	0.13691
UP000305925	0.12257	0.12112
UP000321191	0.19769	0.1477
UP000302019	0.10154	0.05951
UP000294617	0.16288	0.16433
UP000299179	0.09621	0.11607
UP000295332	0.1726	0.12092
UP000306625	0.13698	0.06825
UP000294945	0.1609	0.10725
UP000294707	0.14746	0.13003
UP000295077	0.14572	0.11599
UP000294206	0.10483	0.07216
UP000295108	0.07627	0.07561
UP000295358	0.11955	0.13513
UP000310503	0.13764	0.10078
UP000325602	0.19285	0.10555
UP000294955	0.11799	0.1029
UP000295527	0.15582	0.17142
UP000295082	0.11438	0.06189
UP000294590	0.14303	0.10122
UP000294635	0.12204	0.21631
UP000295532	0.12363	0.06839
UP000241037	0.11164	0.07301
UP000007524	0.08115	0.06831
UP000502479	0.15446	0.09435
UP000225581	0.1063	0.06675
UP000596381	0.05269	0.05599
UP000596242	0.09722	0.05496
UP000432177	0.06764	0.06534
UP000298591	0.02861	0.03615
UP000326313	0.04987	0.03031
UP000297856	0.11763	0.09107
UP000203990	0.09689	0.06064
UP000222016	0.08359	0.0816
UP000230794	0.10755	0.07037
UP000322350	0.12197	0.06791
UP001058418	0.11637	0.08611
UP000663176	0.10601	0.09397
UP000680559	0.14792	0.17969
UP000229963	0.11618	0.12635
UP000694740	0.13321	0.09578
UP000679797	0.07725	0.09385
UP000323963	0.19012	0.11808
UP000430622	0.06845	0.04233
UP001164029	0.09515	0.09062
UP001056960	0.72823	0.65823
UP000596247	0.07551	0.06355
UP000440361	0.12243	0.06486
UP000221999	0.12234	0.098
UP000290134	0.07208	0.08931
UP000504772	0.19823	0.12583
UP000515282	0.09379	0.09131
UP001177197	0.03052	0.03016
UP001055904	0.15152	0.08261
UP001163728	0.10558	0.06071
UP000309991	0.10261	0.11545
UP000305776	0.11714	0.14549
UP000308874	0.07744	0.08704
UP000000879	0.14016	0.1431
UP000008061	0.13077	0.1282
UP000309345	0.08553	0.08688
UP000241463	0.08056	0.09326
UP000240470	0.05345	0.06567
UP000274453	0.07454	0.13775
UP000000303	0.08552	0.06488
UP000201898	0.0771	0.05583
UP000202231	0.08609	0.04809
UP000269137	0.11554	0.13101
UP000203929	0.11147	0.08513
UP000202993	0.10684	0.05996
UP000017781	0.101	0.12872
UP000007964	0.17512	0.15521
UP000503376	0.09925	0.13254
UP000503413	0.11635	0.08637
UP000502654	0.09818	0.08756
UP000501696	0.13222	0.11193
UP000500866	0.17421	0.14663
UP000502573	0.13386	0.16076
UP000500906	0.13057	0.09958
UP000002546	0.15289	0.18917
UP000260452	0.15203	0.11527
UP000516174	0.10072	0.08693
UP000002375	0.26883	0.22534
UP000002114	0.07055	0.07571
UP000030928	0.06381	0.11604
UP000241560	0.07875	0.10803
UP000007261	0.13522	0.1675
UP000030922	0.12252	0.11324
UP000030738	0.1146	0.06206
UP000229119	0.07579	0.12049
UP000001922	0.11484	0.0904
UP000273025	0.08346	0.10911
UP000229296	0.08223	0.10005
UP000272700	0.15572	0.12916
UP000271664	0.09772	0.09822
UP000201749	0.08538	0.14282
UP000001525	0.13356	0.15389
UP000222183	0.07688	0.11699
UP000019730	0.125	0.17745
UP000000962	0.07405	0.13678
UP000010368	0.15307	0.16395
UP000001797	0.11521	0.1132
UP000000965	0.06955	0.11212
UP000016881	0.05915	0.03805
UP000000990	0.17285	0.13512
UP000016880	0.04265	0.06022
UP000001899	0.10651	0.07386
UP000207642	0.05602	0.05796
UP000204354	0.13843	0.11014
UP000241034	0.12842	0.14447
UP000223158	0.14037	0.15211
UP000241743	0.06261	0.10948
UP000007262	0.10672	0.1037
UP000240386	0.03681	0.04875
UP000248579	0.0966	0.05528
UP000603881	0.1428	0.19299
UP000609967	0.10311	0.15219
UP000002174	0.08431	0.12281
UP000001760	0.1371	0.13478
UP000001759	0.09479	0.14426
UP000256922	0.0633	0.09066
UP000207683	0.07567	0.07264
UP000001679	0.10508	0.10714
UP000224934	0.17085	0.11234
UP000257093	0.08393	0.05078
UP000001766	0.03353	0.07173
UP000222162	0.09821	0.07182
UP000426439	0.06765	0.04348
UP000424111	0.0679	0.0427
UP000224557	0.08717	0.04835
UP000222179	0.07999	0.05833
UP000256510	0.09484	0.10685
UP000256756	0.06	0.03763
UP000257087	0.07162	0.04389
UP000201702	0.10138	0.08753
UP000256951	0.049	0.05558
UP000256648	0.0872	0.11185
UP000256931	0.06142	0.10816
UP000014665	0.04224	0.11416
UP000223626	0.06787	0.04485
UP000221233	0.04653	0.02743
UP000225394	0.05714	0.05311
UP000002234	0.07815	0.06435
UP000224647	0.06936	0.05435
UP000203354	0.10207	0.06964
UP000221325	0.10156	0.08211
UP000224755	0.03876	0.06473
UP000002158	0.14712	0.07551
UP000002583	0.09121	0.08671
UP000002584	0.10898	0.10206
UP000001712	0.09875	0.05992
UP000002585	0.11589	0.08025
UP000001782	0.17183	0.06901
UP000001706	0.11176	0.08476
UP000001781	0.17035	0.12225
UP000001835	0.05443	0.03464
UP000225534	0.12738	0.08299
UP000000947	0.03796	0.03563
UP000422169	0.08655	0.09168
UP000426331	0.09791	0.06706
UP000427269	0.05863	0.0793
UP000424180	0.05951	0.03225
UP000422279	0.06512	0.04057
UP000424741	0.09232	0.05144
UP000426622	0.05049	0.08628
UP000425507	0.06512	0.06438
UP000423885	0.14404	0.07119
UP001065679	0.06239	0.05366
UP001065708	0.05834	0.04598
UP001064442	0.09572	0.06107
UP001064394	0.08691	0.05988
UP001064100	0.0866	0.07092
UP000224109	0.08266	0.04473
UP000204630	0.05858	0.03161
UP000680411	0.07477	0.04829
UP000002336	0.0765	0.08311
UP000019789	0.10987	0.07307
UP000423964	0.12171	0.06544
UP000422881	0.04967	0.0581
UP000001859	0.08956	0.05356
UP000014670	0.07848	0.11862
UP000014669	0.04737	0.03613
UP000000996	0.10714	0.0852
UP000000250	0.11665	0.09091
UP000221494	0.07511	0.12104
UP000201811	0.09992	0.11584
UP000251251	0.06268	0.04104
UP000427394	0.07101	0.04919
UP000424515	0.07807	0.0888
UP000424925	0.10526	0.06493
UP000422427	0.08983	0.06337
UP000014700	0.13578	0.06603
UP000001250	0.08005	0.04509
UP000001164	0.13041	0.09533
UP000000839	0.02019	0.01693
UP000223043	0.09415	0.12664
UP000203132	0.05791	0.05647
UP000001587	0.10704	0.07303
UP000007957	0.07985	0.07024
UP000000251	0.09095	0.07758
UP000026904	0.16783	0.09957
UP000032686	0.03148	0.04981
UP000002348	0.03107	0.02886
UP000241439	0.20547	0.15356
UP000029353	0.17839	0.08591
UP000272148	0.16512	0.1391
UP001164278	0.10578	0.09064
UP000509470	0.12868	0.11129
UP000259796	0.10507	0.08707
UP000015563	0.1612	0.12233
UP000015567	0.1398	0.09346
UP000015568	0.09485	0.06331
UP000015564	0.13475	0.09509
UP000001704	0.08113	0.0481
UP000002922	0.05599	0.07656
UP000201442	0.12585	0.05689
UP000226336	0.14025	0.10013
UP000595232	0.11378	0.10953
UP000595883	0.11658	0.08493
UP001057013	0.29475	0.21206
UP000008085	0.1779	0.11432
UP000000373	0.27147	0.23781
UP001164028	0.15138	0.15503
UP000001126	0.11264	0.10828
UP000002666	0.12504	0.10854
UP000008151	0.0971	0.19441
UP000001128	0.11112	0.13644
UP000001129	0.14156	0.15653
UP001057164	0.11955	0.14563
UP000027391	0.10562	0.09449
UP000201600	0.09101	0.05532
UP000026992	0.10177	0.1218
UP000026993	0.05358	0.11583
UP000509521	0.09139	0.12509
UP001163782	0.04062	0.11589
UP000265240	0.05795	0.10083
UP000001954	0.08448	0.08417
UP000006829	0.10117	0.05821
UP000008331	0.1314	0.06268
UP000006275	0.09424	0.06254
UP000002091	0.04698	0.0354
UP000246199	0.08601	0.11041
UP000246714	0.10961	0.18366
UP000247173	0.10742	0.1524
UP000031721	0.10433	0.11643
UP000031722	0.12917	0.15234
UP000001003	0.09852	0.06298
UP000201389	0.14951	0.09711
UP000002124	0.12856	0.088
UP001056883	0.12935	0.11761
UP001163173	0.08945	0.06284
UP000241747	0.05128	0.05464
UP000000901	0.07654	0.06551
UP000242629	0.07611	0.06509
UP000201362	0.07998	0.05553
UP000204224	0.08558	0.06669
UP000202925	0.06449	0.04814
UP000693899	0.08857	0.05946
UP000241125	0.05249	0.02929
UP000240921	0.08154	0.0466
UP000277685	0.14192	0.13295
UP000231040	0.11198	0.06928
UP000229691	0.1896	0.09685
UP000222540	0.14221	0.0958
UP000002827	0.13393	0.10083
UP000247247	0.32547	0.21575
UP001177184	0.06919	0.07441
UP000289674	0.21775	0.17477
UP000501743	0.13087	0.11024
UP000201609	0.17099	0.09824
UP000240821	0.09326	0.15637
UP000663244	0.17021	0.10382
UP000594581	0.15137	0.12863
UP000290079	0.1433	0.13278
UP000246517	0.17743	0.13452
UP000281790	0.06806	0.06108
UP000502540	0.15244	0.07945
UP001055611	0.11948	0.09005
UP000244331	0.10355	0.05253
UP000298767	0.1118	0.07966
UP000267142	0.2577	0.14829
UP000246496	0.2355	0.1452
UP001056348	0.1213	0.09267
UP001060296	0.13214	0.10493
UP000318227	0.1239	0.07113
UP001058660	0.19201	0.12478
UP000307997	0.15217	0.11836
UP000326796	0.11874	0.08483
UP001058449	0.16028	0.09346
UP000246668	0.148	0.09599
UP000594135	0.2684	0.20031
UP000241261	0.1042	0.06523
UP000298586	0.25353	0.14383
UP000260367	0.10843	0.07848
UP000282283	0.15304	0.09421
UP000241926	0.15083	0.10113
UP001056749	0.15165	0.10673
UP000516212	0.18247	0.13316
UP000679612	0.20075	0.14332
UP000251585	0.18092	0.12357
UP000693692	0.22875	0.11335
UP000253156	0.13978	0.10406
UP000315280	0.20747	0.16427
UP000426540	0.27051	0.18616
UP001058703	0.20165	0.16076
UP000279037	0.15656	0.11921
UP001056875	0.23695	0.13239
UP000247284	0.1749	0.13776
UP001060364	0.15557	0.11788
UP000693682	0.16417	0.11525
UP000317085	0.18878	0.11678
UP000509340	0.13718	0.12349
UP000253328	0.13537	0.10401
UP000422411	0.26535	0.17884
UP001055935	0.17588	0.10554
UP000259929	0.26178	0.18686
UP000241035	0.12965	0.08672
UP000250800	0.20012	0.12141
UP000431779	0.17471	0.13876
UP000315248	0.10697	0.087
UP000567690	0.11653	0.08221
