"Entry","Method","PDB_ID","Chain","FD","Start_Coverage","End_Coverage"
"Q13257","X-ray diffraction","3GMH","A, B, C, D, E, F, G, H, I, J, K, L","FD1","11","205"
"Q13257","Electron Microscopy","5KHU","T","FD1","1","205"
"Q13257","Electron Microscopy","5LCW","Z","FD1","1","205"
"Q13257","Electron Microscopy","6F0X","Z","FD1","1","205"
"Q9NRN9","X-ray diffraction","6H2U","A","FD1","1","209"
"Q9NRN9","X-ray diffraction","6H2V","A, C","FD1","1","209"
"Q9BRT3","Solution NMR","2LJK","A","FD1","1","115"
"Q14764","Solution NMR","1Y7X","A","FD1","113","221"
"O95298","Electron Microscopy","5XTC","g","FD1","1","119"
"O95298","Electron Microscopy","5XTD","g","FD1","1","119"
"O95298","Electron Microscopy","5XTH","g","FD1","1","119"
"O95298","Electron Microscopy","5XTI","Bg, g","FD1","1","119"
"O43920","Electron Microscopy","5XTC","h","FD1","2","105"
"O43920","Electron Microscopy","5XTD","h","FD1","2","105"
"O43920","Electron Microscopy","5XTH","h","FD1","2","105"
"O43920","Electron Microscopy","5XTI","Bh, h","FD1","2","105"
"P49821","Electron Microscopy","5XTB","A","FD1","27","457"
"P49821","Electron Microscopy","5XTD","A","FD1","27","457"
"P49821","Electron Microscopy","5XTH","A","FD1","27","457"
"P49821","Electron Microscopy","5XTI","A, BA","FD1","27","457"
"Q9Y6K9","Solution NMR","2JVX","A","FD1","394","419"
"Q9Y6K9","Solution NMR","2JVY","A","FD1","394","419"
"Q9Y6K9","X-ray diffraction","3BRT","B, D","FD1","44","111"
"Q9Y6K9","X-ray diffraction","3BRV","B, D","FD1","44","111"
"Q9Y6K9","X-ray diffraction","3CL3","D, E","FD1","150","272"
"Q9Y6K9","X-ray diffraction","3FX0","A, B","FD1","246","337"
"Q9Y6K9","X-ray diffraction","4BWN","A, B","FD1","258","344"
"Q9Y6K9","Solution NMR","5AAY","A","FD1","392","419"
"Q9Y6K9","X-ray diffraction","5LDE","R, S","FD1","230","249"
"Q9Y6K9","X-ray diffraction","6MI3","A, B","FD1","38","47"
"Q9Y6K9","X-ray diffraction","6MI4","A, B","FD1","38","47"
"O94856","X-ray diffraction","3P3Y","A","FD1","25","428"
"O94856","X-ray diffraction","3P40","A","FD1","25","428"
"Q9Y639","Electron Microscopy","6A69","B","FD1","146","398"
"P58400","X-ray diffraction","3B3Q","E, F","FD1","85","296"
"P58400","X-ray diffraction","5Z8Y","B, D, F, H","FD1","86","296"
"O75694","Electron Microscopy","5A9Q","A, B","FD1","1","1391"
"O75694","Electron Microscopy","5IJN","A, B, E, K, Q, W","FD1","1","1391"
"O75694","Electron Microscopy","5IJO","A, B, E, K, Q, W","FD1","1","1391"
"P03901","Electron Microscopy","5XTC","r","FD1","1","97"
"P03901","Electron Microscopy","5XTD","r","FD1","1","97"
"P14555","X-ray diffraction","1AYP","A, B, C, D, E, F","FD1","21","144"
"P14555","X-ray diffraction","1BBC","A","FD1","21","144"
"P14555","X-ray diffraction","1DB4","A","FD1","21","144"
"P14555","X-ray diffraction","1DB5","A","FD1","21","144"
"P14555","X-ray diffraction","1DCY","A","FD1","21","144"
"P14555","X-ray diffraction","1J1A","A, B","FD1","21","144"
"P14555","X-ray diffraction","1KQU","A","FD1","21","144"
"P14555","X-ray diffraction","1KVO","A, B, C, D, E, F","FD1","21","144"
"P14555","X-ray diffraction","1N28","A, B","FD1","21","144"
"P14555","X-ray diffraction","1N29","A","FD1","22","144"
"P14555","X-ray diffraction","1POD","A","FD1","21","144"
"P14555","X-ray diffraction","1POE","A, B","FD1","21","144"
"P14555","X-ray diffraction","3U8B","A","FD1","21","144"
"P14555","X-ray diffraction","3U8D","A, B","FD1","21","144"
"P14555","X-ray diffraction","3U8H","A, B","FD1","21","144"
"P14555","X-ray diffraction","3U8I","A, B","FD1","21","144"
"P14555","X-ray diffraction","5G3N","A, B","FD1","21","144"
"O00330","X-ray diffraction","1ZY8","K, L, M, N, OA","FD1","54","274"
"O00330","Solution NMR","2DNC","A","FD1","57","141"
"O00330","X-ray diffraction","2F5Z","K, L, M, N, O","FD1","173","230"
"O00330","X-ray diffraction","2F60","K","FD1","173","230"
"O00330","Electron Microscopy","6H60","A","FD1","1","501"
"P27037","X-ray diffraction","3Q4T","A, B","FD1","191","488"
"P27037","X-ray diffraction","3SOC","A, B","FD1","191","488"
"P27037","X-ray diffraction","4ASX","A, B","FD1","191","488"
"P27037","X-ray diffraction","5NH3","A, B","FD1","20","135"
"P15848","X-ray diffraction","1FSU","A","FD1","42","533"
"Q06187","Solution NMR","1AWW","A","FD1","211","275"
"Q06187","Solution NMR","1AWX","A","FD1","211","275"
"Q06187","X-ray diffraction","1B55","A, B","FD1","2","170"
"Q06187","X-ray diffraction","1BTK","A, B","FD1","2","170"
"Q06187","X-ray diffraction","1BWN","A, B","FD1","2","170"
"Q06187","X-ray diffraction","1K2P","A, B","FD1","397","659"
"Q06187","Solution NMR","1QLY","A","FD1","216","273"
"Q06187","Solution NMR","2GE9","A","FD1","269","387"
"Q06187","X-ray diffraction","2Z0P","A, B, C, D","FD1","2","170"
"Q06187","X-ray diffraction","3GEN","A","FD1","382","659"
"Q06187","X-ray diffraction","3K54","A","FD1","382","659"
"Q06187","X-ray diffraction","3OCS","A","FD1","393","656"
"Q06187","X-ray diffraction","3OCT","A","FD1","393","656"
"Q06187","X-ray diffraction","3P08","A, B","FD1","393","659"
"Q06187","X-ray diffraction","3PIX","A","FD1","387","659"
"Q06187","X-ray diffraction","3PIY","A","FD1","387","659"
"Q06187","X-ray diffraction","3PIZ","A","FD1","387","659"
"Q06187","X-ray diffraction","3PJ1","A","FD1","387","659"
"Q06187","X-ray diffraction","3PJ2","A","FD1","387","659"
"Q06187","X-ray diffraction","3PJ3","A","FD1","387","659"
"Q06187","X-ray diffraction","4NWM","A, B","FD1","396","657"
"Q06187","X-ray diffraction","4OT5","A","FD1","378","659"
"Q06187","X-ray diffraction","4OT6","A","FD1","378","659"
"Q06187","X-ray diffraction","4OTF","A","FD1","392","657"
"Q06187","X-ray diffraction","4OTQ","A","FD1","378","659"
"Q06187","X-ray diffraction","4OTR","A","FD1","378","659"
"Q06187","X-ray diffraction","4RFY","A","FD1","378","659"
"Q06187","X-ray diffraction","4RFZ","A","FD1","378","659"
"Q06187","X-ray diffraction","4RG0","A","FD1","378","659"
"Q06187","X-ray diffraction","4RX5","A","FD1","393","657"
"Q06187","X-ray diffraction","4YHF","A, B","FD1","382","659"
"Q06187","X-ray diffraction","4Z3V","A","FD1","382","659"
"Q06187","X-ray diffraction","4ZLY","A","FD1","389","658"
"Q06187","X-ray diffraction","4ZLZ","A","FD1","389","658"
"Q06187","X-ray diffraction","5BPY","A, B","FD1","396","659"
"Q06187","X-ray diffraction","5BQ0","A","FD1","382","659"
"Q06187","X-ray diffraction","5FBN","C, D","FD1","389","659"
"Q06187","X-ray diffraction","5FBO","A","FD1","389","659"
"Q06187","X-ray diffraction","5J87","A, B, C, D","FD1","385","658"
"Q06187","X-ray diffraction","5JRS","A, B","FD1","396","659"
"Q06187","X-ray diffraction","5KUP","A","FD1","392","657"
"Q06187","X-ray diffraction","5P9F","A","FD1","382","659"
"Q06187","X-ray diffraction","5P9G","A","FD1","382","659"
"Q06187","X-ray diffraction","5P9H","A","FD1","382","659"
"Q06187","X-ray diffraction","5P9I","A","FD1","382","659"
"Q06187","X-ray diffraction","5P9J","A","FD1","382","659"
"Q06187","X-ray diffraction","5P9K","A","FD1","382","659"
"Q06187","X-ray diffraction","5P9L","A","FD1","382","659"
"Q06187","X-ray diffraction","5P9M","A","FD1","382","659"
"Q06187","X-ray diffraction","5T18","A","FD1","396","659"
"Q06187","X-ray diffraction","5U9D","A","FD1","389","659"
"Q06187","X-ray diffraction","5VFI","A","FD1","389","659"
"Q06187","X-ray diffraction","5VGO","A","FD1","393","657"
"Q06187","X-ray diffraction","5XYZ","A, B","FD1","393","656"
"Q06187","X-ray diffraction","5ZZ4","A, B, C, D, E, F","FD1","393","656"
"Q06187","X-ray diffraction","6AUA","A","FD1","394","656"
"Q06187","X-ray diffraction","6AUB","A","FD1","395","657"
"Q06187","X-ray diffraction","6BIK","A","FD1","392","657"
"Q06187","X-ray diffraction","6BKE","A","FD1","392","657"
"Q06187","X-ray diffraction","6BKH","A","FD1","392","657"
"Q06187","X-ray diffraction","6BKW","A","FD1","392","657"
"Q06187","X-ray diffraction","6BLN","A","FD1","392","657"
"Q06187","X-ray diffraction","6DI0","A","FD1","389","659"
"Q06187","X-ray diffraction","6DI1","A","FD1","389","659"
"Q06187","X-ray diffraction","6DI3","A","FD1","389","659"
"Q06187","X-ray diffraction","6DI5","A","FD1","389","659"
"Q06187","X-ray diffraction","6DI9","A","FD1","389","659"
"Q06187","X-ray diffraction","6E4F","A","FD1","387","659"
"Q06187","X-ray diffraction","6EP9","A","FD1","378","659"
"Q06187","X-ray diffraction","6HRP","A","FD1","378","659"
"Q06187","X-ray diffraction","6HRT","A","FD1","378","659"
"Q06187","X-ray diffraction","6J6M","A","FD1","393","659"
"Q06187","X-ray diffraction","6N9P","A","FD1","389","659"
"Q06187","X-ray diffraction","6NFH","A","FD1","389","659"
"Q06187","X-ray diffraction","6NFI","A","FD1","392","659"
"Q06187","X-ray diffraction","6NZM","A, D","FD1","382","659"
"Q06187","X-ray diffraction","6O8I","A","FD1","391","659"
"Q06187","X-ray diffraction","6OMU","A","FD1","389","659"
"Q06187","X-ray diffraction","6S90","A, B","FD1","393","658"
"P38398","Solution NMR","1JM7","A","FD1","1","110"
"P38398","X-ray diffraction","1JNX","X","FD1","1646","1859"
"P38398","X-ray diffraction","1N5O","X","FD1","1646","1859"
"P38398","Solution NMR","1OQA","A","FD1","1755","1863"
"P38398","X-ray diffraction","1T15","A","FD1","1646","1859"
"P38398","X-ray diffraction","1T29","A","FD1","1646","1859"
"P38398","X-ray diffraction","1T2U","A","FD1","1646","1859"
"P38398","X-ray diffraction","1T2V","A, B, C, D, E","FD1","1646","1859"
"P38398","X-ray diffraction","1Y98","A","FD1","1646","1859"
"P38398","X-ray diffraction","2ING","X","FD1","1649","1859"
"P38398","X-ray diffraction","3COJ","A, B, C, D, E, F, G, X","FD1","1646","1859"
"P38398","X-ray diffraction","3K0H","A","FD1","1646","1859"
"P38398","X-ray diffraction","3K0K","A","FD1","1646","1859"
"P38398","X-ray diffraction","3K15","A","FD1","1646","1859"
"P38398","X-ray diffraction","3K16","A","FD1","1646","1859"
"P38398","X-ray diffraction","3PXA","A","FD1","1646","1859"
"P38398","X-ray diffraction","3PXB","A","FD1","1646","1859"
"P38398","X-ray diffraction","3PXC","X","FD1","1646","1859"
"P38398","X-ray diffraction","3PXD","A","FD1","1646","1859"
"P38398","X-ray diffraction","3PXE","A, B, C, D","FD1","1646","1859"
"P38398","X-ray diffraction","4IFI","A","FD1","1646","1859"
"P38398","X-ray diffraction","4IGK","A, B","FD1","1646","1859"
"P38398","X-ray diffraction","4JLU","A","FD1","1649","1859"
"P38398","X-ray diffraction","4OFB","A","FD1","1646","1859"
"P38398","X-ray diffraction","4U4A","A, B, C","FD1","1646","1859"
"P38398","X-ray diffraction","4Y18","A, B, C, D, E, F, G, H","FD1","1646","1859"
"P38398","X-ray diffraction","4Y2G","A","FD1","1646","1859"
"P38398","Electron Microscopy","6G2I","H, K, M, O, S, U, W, Y","FD1","1646","1859"
"O95696","Solution NMR","2KU3","A","FD1","208","269"
"O95696","Solution NMR","2L43","A","FD1","205","269"
"O95696","Solution NMR","2LQ6","A","FD1","317","394"
"O95696","X-ray diffraction","3LYI","A, B","FD1","925","1049"
"O95696","X-ray diffraction","3RCW","A, B, C, D, E, F, G, H","FD1","556","688"
"O95696","X-ray diffraction","4Z02","A, B","FD1","925","1049"
"O95696","X-ray diffraction","5AME","A, B","FD1","556","688"
"O95696","X-ray diffraction","5AMF","A, B","FD1","556","688"
"O95696","X-ray diffraction","5FG6","A","FD1","563","688"
"O95696","X-ray diffraction","5GK9","B","FD1","31","80"
"O95696","X-ray diffraction","5N49","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PNX","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PNY","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PNZ","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PO0","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PO1","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PO2","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PO3","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PO4","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PO5","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PO6","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PO7","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PO8","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PO9","A, B","FD1","555","688"
"O95696","X-ray diffraction","5POA","A, B","FD1","555","688"
"O95696","X-ray diffraction","5POB","A, B","FD1","555","688"
"O95696","X-ray diffraction","5POC","A, B","FD1","555","688"
"O95696","X-ray diffraction","5POD","A, B","FD1","555","688"
"O95696","X-ray diffraction","5POE","A, B","FD1","555","688"
"O95696","X-ray diffraction","5POF","A, B","FD1","555","688"
"O95696","X-ray diffraction","5POG","A, B","FD1","555","688"
"O95696","X-ray diffraction","5POH","A, B","FD1","555","688"
"O95696","X-ray diffraction","5POI","A, B","FD1","555","688"
"O95696","X-ray diffraction","5POJ","A, B","FD1","555","688"
"O95696","X-ray diffraction","5POK","A, B","FD1","555","688"
"O95696","X-ray diffraction","5POL","A, B","FD1","555","688"
"O95696","X-ray diffraction","5POM","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PON","A, B","FD1","555","688"
"O95696","X-ray diffraction","5POO","A, B","FD1","555","688"
"O95696","X-ray diffraction","5POP","A, B","FD1","555","688"
"O95696","X-ray diffraction","5POQ","A, B","FD1","555","688"
"O95696","X-ray diffraction","5POR","A, B","FD1","555","688"
"O95696","X-ray diffraction","5POS","A, B","FD1","555","688"
"O95696","X-ray diffraction","5POT","A, B","FD1","555","688"
"O95696","X-ray diffraction","5POU","A, B","FD1","555","688"
"O95696","X-ray diffraction","5POV","A, B","FD1","555","688"
"O95696","X-ray diffraction","5POW","A, B","FD1","555","688"
"O95696","X-ray diffraction","5POX","A, B","FD1","555","688"
"O95696","X-ray diffraction","5POY","A, B","FD1","555","688"
"O95696","X-ray diffraction","5POZ","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PP0","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PP1","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PP2","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PP3","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PP4","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PP5","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PP6","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PP7","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PP8","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PP9","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PPA","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PPB","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PPC","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PPD","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PPE","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PPF","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PPG","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PPH","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PPI","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PPJ","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PPK","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PPL","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PPM","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PPN","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PPO","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PPP","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PPQ","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PPR","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PPS","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PPT","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PPU","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PPV","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PPW","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PPX","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PPY","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PPZ","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PQ0","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PQ1","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PQ2","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PQ3","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PQ4","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PQ5","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PQ6","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PQ7","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PQ8","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PQ9","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PQA","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PQB","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PQC","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PQD","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PQE","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PQF","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PQG","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PQH","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PQI","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PQJ","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PQK","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PQL","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PQM","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PQN","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PQO","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PQP","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PQQ","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PQR","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PQS","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PQT","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PQU","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PQV","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PQW","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PQX","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PQY","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PQZ","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PR0","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PR1","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PR2","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PR4","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PR5","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PR6","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PR7","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PR8","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PR9","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PRA","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PRB","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PRD","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PRE","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PRF","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PRG","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PRH","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PRI","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PRJ","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PRK","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PRL","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PRM","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PRO","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PRP","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PRQ","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PRR","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PRS","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PRT","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PRU","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PRV","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PRW","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PRX","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PRY","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PRZ","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PS0","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PS1","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PS2","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PS3","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PS4","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PS5","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PS6","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PS7","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PS8","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PS9","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PSA","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PSB","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PSC","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PSD","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PSE","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PSF","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PSG","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PSH","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PSI","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PSJ","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PSK","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PSL","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PSM","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PSN","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PSO","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PSP","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PSQ","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PSR","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PSS","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PST","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PSU","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PSV","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PSW","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PSX","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PSY","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PSZ","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PT0","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PT1","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PT2","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PT3","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PT4","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PT5","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PT6","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PT7","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PT8","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PT9","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PTA","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PTB","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PTC","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PTE","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PTF","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PTG","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PTH","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PTJ","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PTK","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PTL","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PTM","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PTN","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PTO","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PTQ","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PTR","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PTS","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PTT","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PTU","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PTV","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PTW","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PTX","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PTY","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PTZ","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PU0","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PU1","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PU2","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PU3","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PU4","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PU5","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PU6","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PU7","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PU8","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PU9","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PUA","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PUB","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PUC","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PUD","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PUE","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PUF","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PUG","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PUH","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PUI","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PUJ","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PUK","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PUL","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PUM","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PUN","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PUO","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PUP","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PUQ","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PUR","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PUS","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PUT","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PUU","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PUV","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PUW","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PUX","A, B","FD1","555","688"
