chr	track	poi	end	ext_start	ext_end	value	origin
chrIV	1002	1268496	1268497	1268421	1268571	1268496	pachkov
chrIV	1003	1269380	1269381	1269305	1269455	1269380	jaspar
chrIV	1004	1271960	1271961	1271885	1272035	1271960	jaspar
chrIV	1005	1275960	1275961	1275885	1276035	1275960	jaspar
chrIV	1006	1276524	1276525	1276449	1276599	1276524	Macisaac
chrIV	1006	1276524	1276525	1276449	1276599	1276524	pachkov
chrIV	1006	1276524	1276525	1276449	1276599	1276524	jaspar
chrIV	1007	1277458	1277459	1277383	1277533	1277458	jaspar
chrIV	1007	1277458	1277459	1277383	1277533	1277458	badis
chrIV	1007	1277458	1277459	1277390	1277540	1277465	Macisaac
chrIV	1007	1277458	1277459	1277390	1277540	1277465	pachkov
chrIV	1007	1277458	1277459	1277397	1277547	1277472	jaspar
chrIV	1007	1277458	1277459	1277397	1277547	1277472	badis
chrIV	1007	1277458	1277459	1277399	1277549	1277474	jaspar
chrIV	1008	1278232	1278233	1278157	1278307	1278232	jaspar
chrIV	1008	1278232	1278233	1278157	1278307	1278232	badis
chrIV	1009	1279906	1279907	1279831	1279981	1279906	pachkov
chrIV	1009	1279906	1279907	1279831	1279981	1279906	jaspar
chrIV	1009	1279906	1279907	1279831	1279981	1279906	badis
chrIV	1010	1284836	1284837	1284761	1284911	1284836	badis
chrIV	1010	1284836	1284837	1284762	1284912	1284837	badis
chrIV	1011	1288140	1288141	1288065	1288215	1288140	Macisaac
chrIV	1011	1288140	1288141	1288065	1288215	1288140	pachkov
chrIV	1011	1288140	1288141	1288065	1288215	1288140	jaspar
chrIV	1011	1288140	1288141	1288065	1288215	1288140	badis
chrIV	1011	1288140	1288141	1288067	1288217	1288142	jaspar
chrIV	1011	1288140	1288141	1288067	1288217	1288142	kubik
chrIV	1012	1289028	1289029	1288953	1289103	1289028	Macisaac
chrIV	1012	1289028	1289029	1288953	1289103	1289028	pachkov
chrIV	1012	1289028	1289029	1288953	1289103	1289028	jaspar
chrIV	1012	1289028	1289029	1288953	1289103	1289028	badis
chrIV	1012	1289028	1289029	1288955	1289105	1289030	jaspar
chrIV	1012	1289028	1289029	1288955	1289105	1289030	kubik
chrIV	1013	1291046	1291047	1290971	1291121	1291046	jaspar
chrIV	1014	1293262	1293263	1293187	1293337	1293262	Macisaac
chrIV	1014	1293262	1293263	1293187	1293337	1293262	pachkov
chrIV	1014	1293262	1293263	1293187	1293337	1293262	jaspar
chrIV	1014	1293262	1293263	1293187	1293337	1293262	badis
chrIV	1014	1293262	1293263	1293187	1293337	1293262	kubik
chrIV	1015	1293810	1293811	1293735	1293885	1293810	pachkov
chrIV	1015	1293810	1293811	1293735	1293885	1293810	jaspar
chrIV	1016	1296504	1296505	1296429	1296579	1296504	pachkov
chrIV	1017	1297674	1297675	1297599	1297749	1297674	pachkov
chrIV	1017	1297674	1297675	1297599	1297749	1297674	jaspar
chrIV	1017	1297674	1297675	1297599	1297749	1297674	badis
chrIV	1018	1300087	1300088	1300012	1300162	1300087	badis
chrIV	1019	1305586	1305587	1305511	1305661	1305586	kubik
chrIV	1020	1309926	1309927	1309851	1310001	1309926	pachkov
chrIV	1020	1309926	1309927	1309851	1310001	1309926	jaspar
chrIV	1020	1309926	1309927	1309851	1310001	1309926	badis
chrIV	1021	1312608	1312609	1312533	1312683	1312608	jaspar
chrIV	1022	1314435	1314436	1314360	1314510	1314435	badis
chrIV	1022	1314435	1314436	1314361	1314511	1314436	badis
chrIV	1023	1314838	1314839	1314763	1314913	1314838	jaspar
chrIV	1024	1317986	1317987	1317911	1318061	1317986	Macisaac
chrIV	1024	1317986	1317987	1317911	1318061	1317986	pachkov
chrIV	1024	1317986	1317987	1317911	1318061	1317986	jaspar
chrIV	1024	1317986	1317987	1317911	1318061	1317986	badis
chrIV	1024	1317986	1317987	1317911	1318061	1317986	kubik
chrIV	1025	1319340	1319341	1319265	1319415	1319340	kubik
chrIV	1026	1324749	1324750	1324674	1324824	1324749	badis
chrIV	1026	1324749	1324750	1324675	1324825	1324750	badis
chrIV	1027	1325436	1325437	1325361	1325511	1325436	pachkov
chrIV	1027	1325436	1325437	1325361	1325511	1325436	jaspar
chrIV	1027	1325436	1325437	1325363	1325513	1325438	jaspar
chrIV	1027	1325436	1325437	1325363	1325513	1325438	badis
chrIV	1027	1325436	1325437	1325363	1325513	1325438	kubik
chrIV	1028	1325684	1325685	1325609	1325759	1325684	pachkov
chrIV	1029	1328213	1328214	1328138	1328288	1328213	badis
chrIV	1030	1328634	1328635	1328559	1328709	1328634	Macisaac
chrIV	1030	1328634	1328635	1328559	1328709	1328634	pachkov
chrIV	1030	1328634	1328635	1328559	1328709	1328634	jaspar
chrIV	1030	1328634	1328635	1328559	1328709	1328634	badis
chrIV	1030	1328634	1328635	1328559	1328709	1328634	kubik
chrIV	1031	1329510	1329511	1329435	1329585	1329510	badis
chrIV	1032	1330136	1330137	1330061	1330211	1330136	jaspar
chrIV	1033	1330433	1330434	1330358	1330508	1330433	badis
chrIV	1034	1331052	1331053	1330977	1331127	1331052	Macisaac
chrIV	1034	1331052	1331053	1330977	1331127	1331052	pachkov
chrIV	1034	1331052	1331053	1330977	1331127	1331052	jaspar
chrIV	1034	1331052	1331053	1330977	1331127	1331052	badis
chrIV	1034	1331052	1331053	1330977	1331127	1331052	kubik
chrIV	1035	1345374	1345375	1345299	1345449	1345374	jaspar
chrIV	1035	1345374	1345375	1345299	1345449	1345374	badis
chrIV	1036	1347904	1347905	1347829	1347979	1347904	jaspar
chrIV	1036	1347904	1347905	1347829	1347979	1347904	badis
chrIV	1037	1350656	1350657	1350581	1350731	1350656	badis
chrIV	1038	1355540	1355541	1355465	1355615	1355540	pachkov
chrIV	1039	1362598	1362599	1362523	1362673	1362598	jaspar
chrIV	1039	1362598	1362599	1362523	1362673	1362598	badis
chrIV	1040	1364468	1364469	1364393	1364543	1364468	jaspar
chrIV	1041	1365244	1365245	1365169	1365319	1365244	jaspar
chrIV	1042	1367328	1367329	1367253	1367403	1367328	Macisaac
chrIV	1042	1367328	1367329	1367253	1367403	1367328	pachkov
chrIV	1042	1367328	1367329	1367253	1367403	1367328	jaspar
chrIV	1042	1367328	1367329	1367253	1367403	1367328	badis
chrIV	1042	1367328	1367329	1367253	1367403	1367328	kubik
chrIV	1043	1372738	1372739	1372663	1372813	1372738	badis
chrIV	1044	1375614	1375615	1375539	1375689	1375614	jaspar
chrIV	1045	1377620	1377621	1377545	1377695	1377620	pachkov
chrIV	1045	1377620	1377621	1377545	1377695	1377620	jaspar
chrIV	1045	1377620	1377621	1377545	1377695	1377620	badis
chrIV	1046	1378536	1378537	1378461	1378611	1378536	pachkov
chrIV	1046	1378536	1378537	1378463	1378613	1378538	jaspar
chrIV	1046	1378536	1378537	1378463	1378613	1378538	badis
chrIV	1047	1380372	1380373	1380297	1380447	1380372	pachkov
chrIV	1048	1381982	1381983	1381907	1382057	1381982	jaspar
chrIV	1049	1385910	1385911	1385835	1385985	1385910	Macisaac
chrIV	1049	1385910	1385911	1385835	1385985	1385910	pachkov
chrIV	1049	1385910	1385911	1385835	1385985	1385910	jaspar
chrIV	1049	1385910	1385911	1385835	1385985	1385910	badis
chrIV	1049	1385910	1385911	1385851	1386001	1385926	Macisaac
chrIV	1049	1385910	1385911	1385851	1386001	1385926	pachkov
chrIV	1049	1385910	1385911	1385851	1386001	1385926	jaspar
chrIV	1049	1385910	1385911	1385851	1386001	1385926	badis
chrIV	1049	1385910	1385911	1385851	1386001	1385926	kubik
chrIV	1050	1386656	1386657	1386581	1386731	1386656	Macisaac
chrIV	1050	1386656	1386657	1386581	1386731	1386656	pachkov
chrIV	1050	1386656	1386657	1386581	1386731	1386656	jaspar
chrIV	1050	1386656	1386657	1386581	1386731	1386656	badis
chrIV	1050	1386656	1386657	1386583	1386733	1386658	jaspar
chrIV	1050	1386656	1386657	1386583	1386733	1386658	kubik
chrIV	1051	1387586	1387587	1387511	1387661	1387586	jaspar
chrIV	1052	1388638	1388639	1388563	1388713	1388638	Macisaac
chrIV	1052	1388638	1388639	1388563	1388713	1388638	pachkov
chrIV	1052	1388638	1388639	1388563	1388713	1388638	jaspar
chrIV	1052	1388638	1388639	1388563	1388713	1388638	badis
chrIV	1052	1388638	1388639	1388565	1388715	1388640	jaspar
chrIV	1052	1388638	1388639	1388565	1388715	1388640	kubik
chrIV	1053	1390549	1390550	1390474	1390624	1390549	badis
chrIV	1054	1394026	1394027	1393951	1394101	1394026	pachkov
chrIV	1055	1395206	1395207	1395131	1395281	1395206	badis
chrIV	1056	1396292	1396293	1396217	1396367	1396292	pachkov
chrIV	1057	1396568	1396569	1396493	1396643	1396568	jaspar
chrIV	1057	1396568	1396569	1396493	1396643	1396568	badis
chrIV	1058	1398387	1398388	1398312	1398462	1398387	badis
chrIV	1059	1402792	1402793	1402717	1402867	1402792	Macisaac
chrIV	1059	1402792	1402793	1402717	1402867	1402792	jaspar
chrIV	1059	1402792	1402793	1402719	1402869	1402794	jaspar
chrIV	1059	1402792	1402793	1402719	1402869	1402794	badis
chrIV	1059	1402792	1402793	1402719	1402869	1402794	kubik
chrIV	1060	1403450	1403451	1403375	1403525	1403450	badis
chrIV	1061	1403908	1403909	1403833	1403983	1403908	pachkov
chrIV	1061	1403908	1403909	1403833	1403983	1403908	jaspar
chrIV	1061	1403908	1403909	1403835	1403985	1403910	jaspar
chrIV	1061	1403908	1403909	1403835	1403985	1403910	badis
chrIV	1062	1404004	1404005	1403929	1404079	1404004	pachkov
chrIV	1063	1407230	1407231	1407155	1407305	1407230	jaspar
chrIV	1064	1407364	1407365	1407289	1407439	1407364	jaspar
chrIV	1065	1409142	1409143	1409067	1409217	1409142	jaspar
chrIV	1066	1410306	1410307	1410231	1410381	1410306	badis
chrIV	1067	1411248	1411249	1411173	1411323	1411248	jaspar
chrIV	1068	1427790	1427791	1427715	1427865	1427790	Macisaac
chrIV	1068	1427790	1427791	1427715	1427865	1427790	jaspar
chrIV	1068	1427790	1427791	1427715	1427865	1427790	badis
chrIV	1069	1429212	1429213	1429137	1429287	1429212	pachkov
chrIV	1069	1429212	1429213	1429137	1429287	1429212	jaspar
chrIV	1069	1429212	1429213	1429137	1429287	1429212	badis
chrIV	1069	1429212	1429213	1429213	1429363	1429288	pachkov
chrIV	1070	1429288	1429289	1429213	1429363	1429288	pachkov
chrIV	1069	1429212	1429213	1429213	1429363	1429288	jaspar
chrIV	1070	1429288	1429289	1429213	1429363	1429288	jaspar
chrIV	1069	1429212	1429213	1429213	1429363	1429288	badis
chrIV	1070	1429288	1429289	1429213	1429363	1429288	badis
chrIV	1071	1429422	1429423	1429347	1429497	1429422	Macisaac
chrIV	1071	1429422	1429423	1429347	1429497	1429422	pachkov
chrIV	1071	1429422	1429423	1429347	1429497	1429422	jaspar
chrIV	1071	1429422	1429423	1429347	1429497	1429422	badis
chrIV	1072	1429954	1429955	1429879	1430029	1429954	Macisaac
chrIV	1072	1429954	1429955	1429879	1430029	1429954	jaspar
chrIV	1072	1429954	1429955	1429881	1430031	1429956	jaspar
chrIV	1072	1429954	1429955	1429881	1430031	1429956	badis
chrIV	1073	1431698	1431699	1431623	1431773	1431698	pachkov
chrIV	1073	1431698	1431699	1431625	1431775	1431700	jaspar
chrIV	1074	1435098	1435099	1435023	1435173	1435098	pachkov
chrIV	1075	1436788	1436789	1436713	1436863	1436788	pachkov
chrIV	1075	1436788	1436789	1436713	1436863	1436788	jaspar
chrIV	1075	1436788	1436789	1436713	1436863	1436788	badis
chrIV	1075	1436788	1436789	1436715	1436865	1436790	jaspar
chrIV	1075	1436788	1436789	1436715	1436865	1436790	kubik
chrIV	1076	1438564	1438565	1438489	1438639	1438564	pachkov
chrIV	1076	1438564	1438565	1438489	1438639	1438564	jaspar
chrIV	1077	1441304	1441305	1441229	1441379	1441304	kubik
chrIV	1078	1445246	1445247	1445171	1445321	1445246	pachkov
chrIV	1078	1445246	1445247	1445173	1445323	1445248	jaspar
chrIV	1079	1445858	1445859	1445783	1445933	1445858	pachkov
chrIV	1079	1445858	1445859	1445783	1445933	1445858	jaspar
chrIV	1079	1445858	1445859	1445783	1445933	1445858	badis
chrIV	1080	1446180	1446181	1446105	1446255	1446180	pachkov
chrIV	1081	1447118	1447119	1447043	1447193	1447118	kubik
chrIV	1082	1448450	1448451	1448375	1448525	1448450	badis
chrIV	1083	1449242	1449243	1449167	1449317	1449242	jaspar
chrIV	1084	1460884	1460885	1460809	1460959	1460884	jaspar
chrIV	1085	1463930	1463931	1463855	1464005	1463930	badis
chrIV	1086	1467711	1467712	1467636	1467786	1467711	badis
chrIV	1087	1468972	1468973	1468897	1469047	1468972	pachkov
chrIV	1087	1468972	1468973	1468897	1469047	1468972	jaspar
chrIV	1087	1468972	1468973	1468897	1469047	1468972	badis
chrIV	1087	1468972	1468973	1468899	1469049	1468974	jaspar
chrIV	1088	1480272	1480273	1480197	1480347	1480272	kubik
chrIV	1089	1483604	1483605	1483529	1483679	1483604	kubik
chrIV	1090	1484386	1484387	1484311	1484461	1484386	badis
chrIV	1090	1484386	1484387	1484312	1484462	1484387	badis
chrIV	1091	1489186	1489187	1489111	1489261	1489186	Macisaac
chrIV	1091	1489186	1489187	1489111	1489261	1489186	jaspar
chrIV	1091	1489186	1489187	1489113	1489263	1489188	jaspar
chrIV	1091	1489186	1489187	1489113	1489263	1489188	badis
chrIV	1091	1489186	1489187	1489113	1489263	1489188	kubik
chrIV	1092	1490878	1490879	1490803	1490953	1490878	Macisaac
chrIV	1092	1490878	1490879	1490803	1490953	1490878	pachkov
chrIV	1092	1490878	1490879	1490803	1490953	1490878	jaspar
chrIV	1092	1490878	1490879	1490803	1490953	1490878	badis
chrIV	1093	1491946	1491947	1491871	1492021	1491946	pachkov
chrIV	1093	1491946	1491947	1491871	1492021	1491946	jaspar
chrIV	1094	1494120	1494121	1494045	1494195	1494120	kubik
chrIV	1095	1495386	1495387	1495311	1495461	1495386	jaspar
chrIV	1096	1496526	1496527	1496451	1496601	1496526	pachkov
chrIV	1096	1496526	1496527	1496451	1496601	1496526	jaspar
chrIV	1097	1498610	1498611	1498535	1498685	1498610	pachkov
chrIV	1098	1499790	1499791	1499715	1499865	1499790	jaspar
chrIV	1099	1514742	1514743	1514667	1514817	1514742	jaspar
chrIV	1100	1519414	1519415	1519339	1519489	1519414	jaspar
chrIV	1101	1521309	1521310	1521234	1521384	1521309	badis
chrIV	1101	1521309	1521310	1521235	1521385	1521310	badis
chrIV	1102	1522986	1522987	1522911	1523061	1522986	jaspar
chrIV	1102	1522986	1522987	1522911	1523061	1522986	badis
chrIV	1102	1522986	1522987	1522913	1523063	1522988	jaspar
chrIV	1103	1524888	1524889	1524813	1524963	1524888	Macisaac
chrIV	1103	1524888	1524889	1524813	1524963	1524888	pachkov
chrIV	1103	1524888	1524889	1524813	1524963	1524888	jaspar
chrIV	1103	1524888	1524889	1524813	1524963	1524888	badis
chrIV	1104	1525544	1525545	1525469	1525619	1525544	jaspar
chrIV	1104	1525544	1525545	1525469	1525619	1525544	badis
chrIX	1105	6802	6803	6727	6877	6802	pachkov
chrIX	1106	6894	6895	6819	6969	6894	kubik
chrIX	1107	6920	6921	6819	6969	6894	kubik
chrIX	1106	6894	6895	6845	6995	6920	jaspar
chrIX	1107	6920	6921	6845	6995	6920	jaspar
chrIX	1106	6894	6895	6845	6995	6920	badis
chrIX	1107	6920	6921	6845	6995	6920	badis
chrIX	1108	7520	7521	7445	7595	7520	Macisaac
chrIX	1108	7520	7521	7445	7595	7520	pachkov
chrIX	1108	7520	7521	7445	7595	7520	jaspar
chrIX	1108	7520	7521	7445	7595	7520	badis
chrIX	1108	7520	7521	7447	7597	7522	jaspar
chrIX	1109	11800	11801	11725	11875	11800	pachkov
chrIX	1110	12434	12435	12359	12509	12434	badis
chrIX	1111	12756	12757	12681	12831	12756	jaspar
chrIX	1112	14784	14785	14709	14859	14784	Macisaac
chrIX	1113	16152	16153	16077	16227	16152	jaspar
chrIX	1113	16152	16153	16077	16227	16152	badis
chrIX	1114	21758	21759	21683	21833	21758	Macisaac
chrIX	1114	21758	21759	21683	21833	21758	pachkov
chrIX	1114	21758	21759	21683	21833	21758	jaspar
chrIX	1115	27780	27781	27705	27855	27780	badis
chrIX	1116	29114	29115	29039	29189	29114	jaspar
chrIX	1117	29996	29997	29921	30071	29996	pachkov
chrIX	1117	29996	29997	29923	30073	29998	jaspar
chrIX	1118	35236	35237	35161	35311	35236	pachkov
chrIX	1119	38216	38217	38141	38291	38216	badis
chrIX	1120	39050	39051	38975	39125	39050	kubik
chrIX	1121	39088	39089	38975	39125	39050	kubik
chrIX	1120	39050	39051	39013	39163	39088	kubik
chrIX	1121	39088	39089	39013	39163	39088	kubik
chrIX	1122	39306	39307	39231	39381	39306	kubik
chrIX	1123	41650	41651	41575	41725	41650	pachkov
chrIX	1123	41650	41651	41575	41725	41650	jaspar
chrIX	1123	41650	41651	41575	41725	41650	badis
chrIX	1124	45904	45905	45829	45979	45904	jaspar
chrIX	1125	48980	48981	48905	49055	48980	Macisaac
chrIX	1125	48980	48981	48905	49055	48980	pachkov
chrIX	1125	48980	48981	48905	49055	48980	jaspar
chrIX	1126	49070	49071	48995	49145	49070	pachkov
chrIX	1126	49070	49071	48995	49145	49070	jaspar
chrIX	1127	52420	52421	52345	52495	52420	pachkov
chrIX	1128	53547	53548	53472	53622	53547	badis
chrIX	1129	56732	56733	56657	56807	56732	Macisaac
chrIX	1129	56732	56733	56657	56807	56732	pachkov
chrIX	1129	56732	56733	56657	56807	56732	jaspar
chrIX	1130	56874	56875	56799	56949	56874	jaspar
chrIX	1130	56874	56875	56799	56949	56874	badis
chrIX	1131	58112	58113	58037	58187	58112	pachkov
chrIX	1132	60268	60269	60193	60343	60268	badis
chrIX	1133	60568	60569	60493	60643	60568	jaspar
chrIX	1134	64018	64019	63943	64093	64018	pachkov
chrIX	1135	68513	68514	68438	68588	68513	badis
chrIX	1136	76063	76064	75988	76138	76063	badis
chrIX	1137	77448	77449	77373	77523	77448	kubik
chrIX	1138	77868	77869	77793	77943	77868	Macisaac
chrIX	1138	77868	77869	77793	77943	77868	pachkov
chrIX	1138	77868	77869	77793	77943	77868	jaspar
chrIX	1138	77868	77869	77795	77945	77870	jaspar
chrIX	1138	77868	77869	77795	77945	77870	badis
chrIX	1138	77868	77869	77795	77945	77870	kubik
chrIX	1139	80644	80645	80569	80719	80644	pachkov
chrIX	1140	83038	83039	82963	83113	83038	pachkov
chrIX	1140	83038	83039	82963	83113	83038	jaspar
chrIX	1141	83170	83171	83095	83245	83170	pachkov
chrIX	1141	83170	83171	83095	83245	83170	jaspar
chrIX	1141	83170	83171	83095	83245	83170	badis
chrIX	1141	83170	83171	83095	83245	83170	kubik
chrIX	1142	84768	84769	84693	84843	84768	jaspar
chrIX	1142	84768	84769	84693	84843	84768	badis
chrIX	1143	89840	89841	89765	89915	89840	jaspar
chrIX	1143	89840	89841	89767	89917	89842	jaspar
chrIX	1143	89840	89841	89767	89917	89842	badis
chrIX	1143	89840	89841	89767	89917	89842	kubik
chrIX	1144	91804	91805	91729	91879	91804	jaspar
chrIX	1144	91804	91805	91729	91879	91804	badis
chrIX	1145	96546	96547	96471	96621	96546	Macisaac
chrIX	1145	96546	96547	96471	96621	96546	pachkov
chrIX	1145	96546	96547	96471	96621	96546	jaspar
chrIX	1145	96546	96547	96471	96621	96546	badis
chrIX	1145	96546	96547	96471	96621	96546	kubik
chrIX	1146	96738	96739	96663	96813	96738	Macisaac
chrIX	1146	96738	96739	96663	96813	96738	pachkov
chrIX	1146	96738	96739	96663	96813	96738	jaspar
chrIX	1146	96738	96739	96663	96813	96738	badis
chrIX	1147	105976	105977	105901	106051	105976	jaspar
chrIX	1148	113434	113435	113359	113509	113434	Macisaac
chrIX	1148	113434	113435	113359	113509	113434	pachkov
chrIX	1148	113434	113435	113359	113509	113434	jaspar
chrIX	1148	113434	113435	113359	113509	113434	badis
chrIX	1148	113434	113435	113359	113509	113434	kubik
chrIX	1149	114162	114163	114087	114237	114162	pachkov
chrIX	1149	114162	114163	114087	114237	114162	jaspar
chrIX	1149	114162	114163	114087	114237	114162	badis
chrIX	1149	114162	114163	114089	114239	114164	jaspar
chrIX	1150	114636	114637	114561	114711	114636	jaspar
chrIX	1151	123176	123177	123101	123251	123176	badis
chrIX	1152	126722	126723	126647	126797	126722	badis
chrIX	1153	127116	127117	127041	127191	127116	jaspar
chrIX	1153	127116	127117	127041	127191	127116	badis
chrIX	1154	132147	132148	132072	132222	132147	badis
chrIX	1155	133434	133435	133359	133509	133434	jaspar
chrIX	1156	140244	140245	140169	140319	140244	pachkov
chrIX	1156	140244	140245	140169	140319	140244	jaspar
chrIX	1156	140244	140245	140169	140319	140244	badis
chrIX	1157	141393	141394	141318	141468	141393	badis
chrIX	1158	142756	142757	142681	142831	142756	kubik
chrIX	1159	144300	144301	144225	144375	144300	pachkov
chrIX	1160	148998	148999	148923	149073	148998	pachkov
chrIX	1160	148998	148999	148923	149073	148998	jaspar
chrIX	1160	148998	148999	148923	149073	148998	badis
chrIX	1160	148998	148999	148923	149073	148998	kubik
chrIX	1161	149958	149959	149883	150033	149958	badis
chrIX	1162	150102	150103	150027	150177	150102	kubik
chrIX	1163	151460	151461	151385	151535	151460	kubik
chrIX	1164	153185	153186	153110	153260	153185	badis
chrIX	1165	159436	159437	159361	159511	159436	jaspar
chrIX	1166	160152	160153	160077	160227	160152	pachkov
chrIX	1166	160152	160153	160077	160227	160152	jaspar
chrIX	1167	160582	160583	160507	160657	160582	kubik
chrIX	1168	166106	166107	166031	166181	166106	Macisaac
chrIX	1168	166106	166107	166031	166181	166106	pachkov
chrIX	1168	166106	166107	166031	166181	166106	jaspar
chrIX	1168	166106	166107	166031	166181	166106	badis
chrIX	1168	166106	166107	166107	166257	166182	Macisaac
chrIX	1169	166182	166183	166107	166257	166182	Macisaac
chrIX	1168	166106	166107	166107	166257	166182	jaspar
chrIX	1169	166182	166183	166107	166257	166182	jaspar
chrIX	1169	166182	166183	166109	166259	166184	jaspar
chrIX	1169	166182	166183	166109	166259	166184	badis
chrIX	1170	168040	168041	167965	168115	168040	jaspar
chrIX	1171	177778	177779	177703	177853	177778	jaspar
chrIX	1171	177778	177779	177705	177855	177780	jaspar
chrIX	1171	177778	177779	177705	177855	177780	badis
chrIX	1172	178092	178093	178017	178167	178092	jaspar
chrIX	1173	180620	180621	180545	180695	180620	pachkov
chrIX	1174	181736	181737	181661	181811	181736	pachkov
chrIX	1174	181736	181737	181661	181811	181736	jaspar
chrIX	1174	181736	181737	181663	181813	181738	jaspar
chrIX	1174	181736	181737	181663	181813	181738	badis
chrIX	1175	193330	193331	193255	193405	193330	Macisaac
chrIX	1175	193330	193331	193255	193405	193330	pachkov
chrIX	1175	193330	193331	193255	193405	193330	jaspar
chrIX	1175	193330	193331	193255	193405	193330	badis
chrIX	1175	193330	193331	193257	193407	193332	jaspar
chrIX	1175	193330	193331	193257	193407	193332	kubik
chrIX	1176	195262	195263	195187	195337	195262	pachkov
chrIX	1176	195262	195263	195187	195337	195262	jaspar
chrIX	1177	196014	196015	195939	196089	196014	jaspar
chrIX	1178	203035	203036	202960	203110	203035	badis
chrIX	1179	205264	205265	205189	205339	205264	Macisaac
chrIX	1179	205264	205265	205189	205339	205264	pachkov
chrIX	1179	205264	205265	205189	205339	205264	jaspar
chrIX	1179	205264	205265	205189	205339	205264	badis
chrIX	1179	205264	205265	205191	205341	205266	jaspar
chrIX	1180	206026	206027	205951	206101	206026	pachkov
chrIX	1181	207468	207469	207393	207543	207468	Macisaac
chrIX	1181	207468	207469	207393	207543	207468	pachkov
chrIX	1181	207468	207469	207393	207543	207468	jaspar
chrIX	1181	207468	207469	207393	207543	207468	badis
chrIX	1182	210352	210353	210277	210427	210352	Macisaac
chrIX	1182	210352	210353	210277	210427	210352	pachkov
chrIX	1182	210352	210353	210277	210427	210352	jaspar
chrIX	1182	210352	210353	210277	210427	210352	badis
chrIX	1182	210352	210353	210279	210429	210354	jaspar
chrIX	1183	212326	212327	212251	212401	212326	Macisaac
chrIX	1183	212326	212327	212251	212401	212326	pachkov
chrIX	1183	212326	212327	212251	212401	212326	jaspar
chrIX	1183	212326	212327	212251	212401	212326	badis
chrIX	1183	212326	212327	212253	212403	212328	jaspar
chrIX	1183	212326	212327	212257	212407	212332	kubik
chrIX	1184	213786	213787	213711	213861	213786	badis
chrIX	1185	216138	216139	216063	216213	216138	jaspar
chrIX	1185	216138	216139	216063	216213	216138	badis
chrIX	1185	216138	216139	216065	216215	216140	jaspar
chrIX	1186	224938	224939	224863	225013	224938	jaspar
chrIX	1187	226014	226015	225939	226089	226014	jaspar
chrIX	1188	226408	226409	226333	226483	226408	Macisaac
chrIX	1188	226408	226409	226333	226483	226408	pachkov
chrIX	1188	226408	226409	226333	226483	226408	jaspar
chrIX	1188	226408	226409	226333	226483	226408	badis
chrIX	1189	226914	226915	226839	226989	226914	jaspar
chrIX	1190	226949	226950	226839	226989	226914	jaspar
chrIX	1189	226914	226915	226874	227024	226949	badis
chrIX	1190	226949	226950	226874	227024	226949	badis
chrIX	1191	228702	228703	228627	228777	228702	jaspar
chrIX	1192	232708	232709	232633	232783	232708	badis
chrIX	1193	236697	236698	236622	236772	236697	badis
chrIX	1194	237698	237699	237623	237773	237698	Macisaac
chrIX	1194	237698	237699	237623	237773	237698	jaspar
chrIX	1195	243444	243445	243369	243519	243444	pachkov
chrIX	1196	244360	244361	244285	244435	244360	jaspar
chrIX	1197	244620	244621	244545	244695	244620	kubik
chrIX	1198	246390	246391	246315	246465	246390	jaspar
chrIX	1199	246782	246783	246707	246857	246782	jaspar
chrIX	1200	251232	251233	251157	251307	251232	Macisaac
chrIX	1200	251232	251233	251157	251307	251232	pachkov
chrIX	1200	251232	251233	251157	251307	251232	jaspar
chrIX	1200	251232	251233	251157	251307	251232	badis
chrIX	1201	251558	251559	251483	251633	251558	jaspar
chrIX	1201	251558	251559	251485	251635	251560	jaspar
chrIX	1201	251558	251559	251485	251635	251560	badis
chrIX	1202	253464	253465	253389	253539	253464	pachkov
chrIX	1203	253918	253919	253843	253993	253918	badis
chrIX	1204	254312	254313	254237	254387	254312	jaspar
chrIX	1204	254312	254313	254239	254389	254314	jaspar
chrIX	1204	254312	254313	254239	254389	254314	badis
chrIX	1204	254312	254313	254251	254401	254326	Macisaac
chrIX	1204	254312	254313	254251	254401	254326	pachkov
chrIX	1204	254312	254313	254251	254401	254326	jaspar
chrIX	1204	254312	254313	254251	254401	254326	badis
chrIX	1205	254522	254523	254447	254597	254522	jaspar
chrIX	1205	254522	254523	254447	254597	254522	badis
chrIX	1206	255762	255763	255687	255837	255762	pachkov
chrIX	1207	260584	260585	260509	260659	260584	jaspar
chrIX	1208	261038	261039	260963	261113	261038	Macisaac
chrIX	1208	261038	261039	260963	261113	261038	pachkov
chrIX	1208	261038	261039	260963	261113	261038	jaspar
chrIX	1208	261038	261039	260963	261113	261038	badis
chrIX	1208	261038	261039	260965	261115	261040	jaspar
chrIX	1208	261038	261039	260965	261115	261040	kubik
chrIX	1209	264490	264491	264415	264565	264490	pachkov
chrIX	1209	264490	264491	264415	264565	264490	jaspar
chrIX	1210	268028	268029	267953	268103	268028	pachkov
chrIX	1210	268028	268029	267955	268105	268030	jaspar
chrIX	1210	268028	268029	267955	268105	268030	badis
chrIX	1211	273960	273961	273885	274035	273960	jaspar
chrIX	1211	273960	273961	273885	274035	273960	badis
chrIX	1211	273960	273961	273887	274037	273962	jaspar
chrIX	1211	273960	273961	273887	274037	273962	kubik
chrIX	1212	276408	276409	276333	276483	276408	pachkov
chrIX	1212	276408	276409	276335	276485	276410	kubik
chrIX	1213	277280	277281	277205	277355	277280	Macisaac
