chr	track	poi	end	ext_start	ext_end	value	origin
chrIV	2139	158856	158857	158781	158931	158856	pwm
chrIV	2139	158856	158857	158795	158945	158870	in vivo
chrIV	2140	159369	159370	159294	159444	159369	in vivo
chrIV	2141	159460	159461	159385	159535	159460	in vivo
chrIV	2142	159632	159633	159557	159707	159632	in vivo
chrIV	2143	159694	159695	159557	159707	159632	in vivo
chrIV	2142	159632	159633	159619	159769	159694	pwm
chrIV	2143	159694	159695	159619	159769	159694	pwm
chrIV	2144	164170	164171	164095	164245	164170	in vivo
chrIV	2145	164202	164203	164095	164245	164170	in vivo
chrIV	2144	164170	164171	164127	164277	164202	in vivo
chrIV	2145	164202	164203	164127	164277	164202	in vivo
chrIV	2146	164380	164381	164305	164455	164380	in vivo
chrIV	2147	167356	167357	167281	167431	167356	in vivo
chrIV	2148	167428	167429	167281	167431	167356	in vivo
chrIV	2147	167356	167357	167353	167503	167428	in vivo
chrIV	2148	167428	167429	167353	167503	167428	in vivo
chrIV	2149	167620	167621	167545	167695	167620	in vivo
chrIV	2150	169654	169655	169579	169729	169654	in vivo
chrIV	2151	171494	171495	171419	171569	171494	pwm
chrIV	2152	172084	172085	172009	172159	172084	in vivo
chrIV	2153	172256	172257	172181	172331	172256	in vivo
chrIV	2154	172287	172288	172181	172331	172256	in vivo
chrIV	2153	172256	172257	172212	172362	172287	in vivo
chrIV	2154	172287	172288	172212	172362	172287	in vivo
chrIV	2153	172256	172257	172225	172375	172300	in vivo
chrIV	2154	172287	172288	172225	172375	172300	in vivo
chrIV	2155	172372	172373	172225	172375	172300	in vivo
chrIV	2153	172256	172257	172241	172391	172316	in vivo
chrIV	2154	172287	172288	172241	172391	172316	in vivo
chrIV	2155	172372	172373	172241	172391	172316	in vivo
chrIV	2153	172256	172257	172255	172405	172330	in vivo
chrIV	2154	172287	172288	172255	172405	172330	in vivo
chrIV	2155	172372	172373	172255	172405	172330	in vivo
chrIV	2153	172256	172257	172255	172405	172330	pwm
chrIV	2154	172287	172288	172255	172405	172330	pwm
chrIV	2155	172372	172373	172255	172405	172330	pwm
chrIV	2155	172372	172373	172297	172447	172372	in vivo
chrIV	2156	172418	172419	172297	172447	172372	in vivo
chrIV	2155	172372	172373	172343	172493	172418	in vivo
chrIV	2156	172418	172419	172343	172493	172418	in vivo
chrIV	2157	172554	172555	172479	172629	172554	in vivo
chrIV	2158	173206	173207	173131	173281	173206	pwm
chrIV	2158	173206	173207	173133	173283	173208	pwm
chrIV	2159	174666	174667	174591	174741	174666	in vivo
chrIV	2160	174712	174713	174591	174741	174666	in vivo
chrIV	2159	174666	174667	174637	174787	174712	in vivo
chrIV	2160	174712	174713	174637	174787	174712	in vivo
chrIV	2161	175050	175051	174975	175125	175050	pwm
chrIV	2162	175698	175699	175623	175773	175698	pwm
chrIV	2163	176522	176523	176447	176597	176522	in vivo
chrIV	2164	177108	177109	177033	177183	177108	pwm
chrIV	2165	179316	179317	179241	179391	179316	pwm
chrIV	2166	182216	182217	182141	182291	182216	pwm
chrIV	2166	182216	182217	182143	182293	182218	pwm
chrIV	2167	185386	185387	185311	185461	185386	pwm
chrIV	2168	185786	185787	185711	185861	185786	pwm
chrIV	2169	190354	190355	190279	190429	190354	in vivo
chrIV	2170	190516	190517	190441	190591	190516	in vivo
chrIV	2171	190696	190697	190621	190771	190696	in vivo
chrIV	2172	190728	190729	190621	190771	190696	in vivo
chrIV	2171	190696	190697	190653	190803	190728	in vivo
chrIV	2172	190728	190729	190653	190803	190728	in vivo
chrIV	2171	190696	190697	190655	190805	190730	pwm
chrIV	2172	190728	190729	190655	190805	190730	pwm
chrIV	2171	190696	190697	190673	190823	190748	in vivo
chrIV	2172	190728	190729	190673	190823	190748	in vivo
chrIV	2171	190696	190697	190680	190830	190755	in vivo
chrIV	2172	190728	190729	190680	190830	190755	in vivo
chrIV	2171	190696	190697	190691	190841	190766	in vivo
chrIV	2172	190728	190729	190691	190841	190766	in vivo
chrIV	2173	191888	191889	191813	191963	191888	pwm
chrIV	2174	192424	192425	192349	192499	192424	in vivo
chrIV	2175	193450	193451	193375	193525	193450	pwm
chrIV	2176	195248	195249	195173	195323	195248	pwm
chrIV	2177	197562	197563	197487	197637	197562	pwm
chrIV	2178	198540	198541	198465	198615	198540	in vivo
chrIV	2179	198576	198577	198465	198615	198540	in vivo
chrIV	2178	198540	198541	198473	198623	198548	in vivo
chrIV	2179	198576	198577	198473	198623	198548	in vivo
chrIV	2178	198540	198541	198475	198625	198550	in vivo
chrIV	2179	198576	198577	198475	198625	198550	in vivo
chrIV	2178	198540	198541	198475	198625	198550	pwm
chrIV	2179	198576	198577	198475	198625	198550	pwm
chrIV	2178	198540	198541	198501	198651	198576	in vivo
chrIV	2179	198576	198577	198501	198651	198576	in vivo
chrIV	2180	198632	198633	198501	198651	198576	in vivo
chrIV	2179	198576	198577	198557	198707	198632	in vivo
chrIV	2180	198632	198633	198557	198707	198632	in vivo
chrIV	2181	198755	198756	198680	198830	198755	in vivo
chrIV	2182	199116	199117	199041	199191	199116	in vivo
chrIV	2183	199320	199321	199245	199395	199320	in vivo
chrIV	2184	199480	199481	199405	199555	199480	in vivo
chrIV	2185	199646	199647	199571	199721	199646	in vivo
chrIV	2186	199774	199775	199699	199849	199774	in vivo
chrIV	2187	199808	199809	199699	199849	199774	in vivo
chrIV	2188	199840	199841	199699	199849	199774	in vivo
chrIV	2186	199774	199775	199733	199883	199808	in vivo
chrIV	2187	199808	199809	199733	199883	199808	in vivo
chrIV	2188	199840	199841	199733	199883	199808	in vivo
chrIV	2186	199774	199775	199765	199915	199840	in vivo
chrIV	2187	199808	199809	199765	199915	199840	in vivo
chrIV	2188	199840	199841	199765	199915	199840	in vivo
chrIV	2186	199774	199775	199765	199915	199840	pwm
chrIV	2187	199808	199809	199765	199915	199840	pwm
chrIV	2188	199840	199841	199765	199915	199840	pwm
chrIV	2186	199774	199775	199771	199921	199846	in vivo
chrIV	2187	199808	199809	199771	199921	199846	in vivo
chrIV	2188	199840	199841	199771	199921	199846	in vivo
chrIV	2189	202704	202705	202629	202779	202704	in vivo
chrIV	2190	203524	203525	203449	203599	203524	pwm
chrIV	2191	206826	206827	206751	206901	206826	pwm
chrIV	2192	208028	208029	207953	208103	208028	pwm
chrIV	2193	209344	209345	209269	209419	209344	pwm
chrIV	2194	210836	210837	210761	210911	210836	in vivo
chrIV	2195	211158	211159	211083	211233	211158	in vivo
chrIV	2196	211240	211241	211165	211315	211240	in vivo
chrIV	2197	211302	211303	211165	211315	211240	in vivo
chrIV	2196	211240	211241	211167	211317	211242	in vivo
chrIV	2197	211302	211303	211167	211317	211242	in vivo
chrIV	2196	211240	211241	211175	211325	211250	pwm
chrIV	2197	211302	211303	211175	211325	211250	pwm
chrIV	2196	211240	211241	211227	211377	211302	in vivo
chrIV	2197	211302	211303	211227	211377	211302	in vivo
chrIV	2198	212168	212169	212093	212243	212168	in vivo
chrIV	2199	212210	212211	212093	212243	212168	in vivo
chrIV	2198	212168	212169	212135	212285	212210	in vivo
chrIV	2199	212210	212211	212135	212285	212210	in vivo
chrIV	2200	212521	212522	212446	212596	212521	in vivo
chrIV	2201	212624	212625	212549	212699	212624	in vivo
chrIV	2202	212786	212787	212711	212861	212786	in vivo
chrIV	2203	212820	212821	212711	212861	212786	in vivo
chrIV	2204	212859	212860	212711	212861	212786	in vivo
chrIV	2202	212786	212787	212745	212895	212820	in vivo
chrIV	2203	212820	212821	212745	212895	212820	in vivo
chrIV	2204	212859	212860	212745	212895	212820	in vivo
chrIV	2202	212786	212787	212784	212934	212859	in vivo
chrIV	2203	212820	212821	212784	212934	212859	in vivo
chrIV	2204	212859	212860	212784	212934	212859	in vivo
chrIV	2205	212902	212903	212784	212934	212859	in vivo
chrIV	2204	212859	212860	212827	212977	212902	in vivo
chrIV	2205	212902	212903	212827	212977	212902	in vivo
chrIV	2206	213036	213037	212961	213111	213036	in vivo
chrIV	2207	213516	213517	213441	213591	213516	pwm
chrIV	2208	215616	215617	215541	215691	215616	in vivo
chrIV	2209	215824	215825	215749	215899	215824	in vivo
chrIV	2210	215860	215861	215749	215899	215824	in vivo
chrIV	2211	215888	215889	215749	215899	215824	in vivo
chrIV	2209	215824	215825	215785	215935	215860	in vivo
chrIV	2210	215860	215861	215785	215935	215860	in vivo
chrIV	2211	215888	215889	215785	215935	215860	in vivo
chrIV	2209	215824	215825	215813	215963	215888	pwm
chrIV	2210	215860	215861	215813	215963	215888	pwm
chrIV	2211	215888	215889	215813	215963	215888	pwm
chrIV	2210	215860	215861	215832	215982	215907	in vivo
chrIV	2211	215888	215889	215832	215982	215907	in vivo
chrIV	2210	215860	215861	215849	215999	215924	in vivo
chrIV	2211	215888	215889	215849	215999	215924	in vivo
chrIV	2212	217276	217277	217201	217351	217276	in vivo
chrIV	2213	217342	217343	217201	217351	217276	in vivo
chrIV	2212	217276	217277	217267	217417	217342	in vivo
chrIV	2213	217342	217343	217267	217417	217342	in vivo
chrIV	2214	217382	217383	217267	217417	217342	in vivo
chrIV	2213	217342	217343	217307	217457	217382	in vivo
chrIV	2214	217382	217383	217307	217457	217382	in vivo
chrIV	2213	217342	217343	217317	217467	217392	in vivo
chrIV	2214	217382	217383	217317	217467	217392	in vivo
chrIV	2213	217342	217343	217323	217473	217398	in vivo
chrIV	2214	217382	217383	217323	217473	217398	in vivo
chrIV	2213	217342	217343	217337	217487	217412	in vivo
chrIV	2214	217382	217383	217337	217487	217412	in vivo
chrIV	2215	219516	219517	219441	219591	219516	pwm
chrIV	2216	219548	219549	219441	219591	219516	pwm
chrIV	2215	219516	219517	219473	219623	219548	in vivo
chrIV	2216	219548	219549	219473	219623	219548	in vivo
chrIV	2217	219698	219699	219623	219773	219698	in vivo
chrIV	2218	220836	220837	220761	220911	220836	in vivo
chrIV	2219	221372	221373	221297	221447	221372	in vivo
chrIV	2220	221442	221443	221297	221447	221372	in vivo
chrIV	2219	221372	221373	221301	221451	221376	in vivo
chrIV	2220	221442	221443	221301	221451	221376	in vivo
chrIV	2219	221372	221373	221313	221463	221388	in vivo
chrIV	2220	221442	221443	221313	221463	221388	in vivo
chrIV	2219	221372	221373	221317	221467	221392	pwm
chrIV	2220	221442	221443	221317	221467	221392	pwm
chrIV	2219	221372	221373	221367	221517	221442	in vivo
chrIV	2220	221442	221443	221367	221517	221442	in vivo
chrIV	2221	221979	221980	221904	222054	221979	in vivo
chrIV	2222	222074	222075	221999	222149	222074	in vivo
chrIV	2223	222106	222107	221999	222149	222074	in vivo
chrIV	2222	222074	222075	222031	222181	222106	in vivo
chrIV	2223	222106	222107	222031	222181	222106	in vivo
chrIV	2224	222194	222195	222119	222269	222194	in vivo
chrIV	2225	222348	222349	222273	222423	222348	in vivo
chrIV	2226	225526	225527	225451	225601	225526	pwm
chrIV	2227	225554	225555	225451	225601	225526	pwm
chrIV	2226	225526	225527	225479	225629	225554	pwm
chrIV	2227	225554	225555	225479	225629	225554	pwm
chrIV	2228	227102	227103	227027	227177	227102	in vivo
chrIV	2229	227170	227171	227027	227177	227102	in vivo
chrIV	2228	227102	227103	227095	227245	227170	in vivo
chrIV	2229	227170	227171	227095	227245	227170	in vivo
chrIV	2230	227198	227199	227095	227245	227170	in vivo
chrIV	2229	227170	227171	227123	227273	227198	pwm
chrIV	2230	227198	227199	227123	227273	227198	pwm
chrIV	2231	227370	227371	227295	227445	227370	in vivo
chrIV	2232	228752	228753	228677	228827	228752	in vivo
chrIV	2233	228980	228981	228905	229055	228980	in vivo
chrIV	2233	228980	228981	228915	229065	228990	in vivo
chrIV	2233	228980	228981	228915	229065	228990	pwm
chrIV	2233	228980	228981	228925	229075	229000	in vivo
chrIV	2234	229084	229085	229009	229159	229084	in vivo
chrIV	2235	229208	229209	229133	229283	229208	in vivo
chrIV	2236	229546	229547	229471	229621	229546	in vivo
chrIV	2237	229592	229593	229471	229621	229546	in vivo
chrIV	2236	229546	229547	229517	229667	229592	in vivo
chrIV	2237	229592	229593	229517	229667	229592	in vivo
chrIV	2238	229689	229690	229614	229764	229689	in vivo
chrIV	2239	230784	230785	230709	230859	230784	in vivo
chrIV	2240	230926	230927	230851	231001	230926	pwm
chrIV	2241	231024	231025	230949	231099	231024	in vivo
chrIV	2242	232188	232189	232113	232263	232188	in vivo
chrIV	2243	232352	232353	232277	232427	232352	in vivo
chrIV	2244	234026	234027	233951	234101	234026	in vivo
chrIV	2245	234204	234205	234129	234279	234204	in vivo
chrIV	2246	234342	234343	234267	234417	234342	in vivo
chrIV	2247	234504	234505	234429	234579	234504	in vivo
chrIV	2248	234540	234541	234429	234579	234504	in vivo
chrIV	2247	234504	234505	234465	234615	234540	in vivo
chrIV	2248	234540	234541	234465	234615	234540	in vivo
chrIV	2249	234630	234631	234555	234705	234630	in vivo
chrIV	2250	234684	234685	234555	234705	234630	in vivo
chrIV	2249	234630	234631	234609	234759	234684	in vivo
chrIV	2250	234684	234685	234609	234759	234684	in vivo
chrIV	2251	236303	236304	236228	236378	236303	pwm
chrIV	2252	239454	239455	239379	239529	239454	in vivo
chrIV	2253	239692	239693	239617	239767	239692	pwm
chrIV	2253	239692	239693	239619	239769	239694	in vivo
chrIV	2254	239828	239829	239753	239903	239828	in vivo
chrIV	2255	239868	239869	239753	239903	239828	in vivo
chrIV	2254	239828	239829	239793	239943	239868	in vivo
chrIV	2255	239868	239869	239793	239943	239868	in vivo
chrIV	2256	239980	239981	239905	240055	239980	in vivo
chrIV	2257	240074	240075	239999	240149	240074	in vivo
chrIV	2258	241224	241225	241149	241299	241224	in vivo
chrIV	2259	241286	241287	241149	241299	241224	in vivo
chrIV	2258	241224	241225	241211	241361	241286	in vivo
chrIV	2259	241286	241287	241211	241361	241286	in vivo
chrIV	2260	241340	241341	241211	241361	241286	in vivo
chrIV	2259	241286	241287	241265	241415	241340	in vivo
chrIV	2260	241340	241341	241265	241415	241340	in vivo
chrIV	2261	242140	242141	242065	242215	242140	in vivo
chrIV	2262	242170	242171	242065	242215	242140	in vivo
chrIV	2261	242140	242141	242095	242245	242170	in vivo
chrIV	2262	242170	242171	242095	242245	242170	in vivo
chrIV	2263	242226	242227	242095	242245	242170	in vivo
chrIV	2261	242140	242141	242095	242245	242170	pwm
chrIV	2262	242170	242171	242095	242245	242170	pwm
chrIV	2263	242226	242227	242095	242245	242170	pwm
chrIV	2261	242140	242141	242109	242259	242184	in vivo
chrIV	2262	242170	242171	242109	242259	242184	in vivo
chrIV	2263	242226	242227	242109	242259	242184	in vivo
chrIV	2261	242140	242141	242127	242277	242202	in vivo
chrIV	2262	242170	242171	242127	242277	242202	in vivo
chrIV	2263	242226	242227	242127	242277	242202	in vivo
chrIV	2264	242276	242277	242127	242277	242202	in vivo
chrIV	2262	242170	242171	242151	242301	242226	in vivo
chrIV	2263	242226	242227	242151	242301	242226	in vivo
chrIV	2264	242276	242277	242151	242301	242226	in vivo
chrIV	2263	242226	242227	242201	242351	242276	in vivo
chrIV	2264	242276	242277	242201	242351	242276	in vivo
chrIV	2265	242346	242347	242201	242351	242276	in vivo
chrIV	2264	242276	242277	242271	242421	242346	in vivo
chrIV	2265	242346	242347	242271	242421	242346	in vivo
chrIV	2266	245492	245493	245417	245567	245492	in vivo
chrIV	2267	245664	245665	245589	245739	245664	in vivo
chrIV	2268	245704	245705	245589	245739	245664	in vivo
chrIV	2267	245664	245665	245629	245779	245704	in vivo
chrIV	2268	245704	245705	245629	245779	245704	in vivo
chrIV	2269	245771	245772	245629	245779	245704	in vivo
chrIV	2267	245664	245665	245631	245781	245706	in vivo
chrIV	2268	245704	245705	245631	245781	245706	in vivo
chrIV	2269	245771	245772	245631	245781	245706	in vivo
chrIV	2267	245664	245665	245639	245789	245714	pwm
chrIV	2268	245704	245705	245639	245789	245714	pwm
chrIV	2269	245771	245772	245639	245789	245714	pwm
chrIV	2267	245664	245665	245641	245791	245716	pwm
chrIV	2268	245704	245705	245641	245791	245716	pwm
chrIV	2269	245771	245772	245641	245791	245716	pwm
chrIV	2268	245704	245705	245696	245846	245771	in vivo
chrIV	2269	245771	245772	245696	245846	245771	in vivo
chrIV	2270	247734	247735	247659	247809	247734	in vivo
chrIV	2271	247896	247897	247821	247971	247896	in vivo
chrIV	2271	247896	247897	247833	247983	247908	pwm
chrIV	2272	248052	248053	247977	248127	248052	in vivo
chrIV	2273	250880	250881	250805	250955	250880	pwm
chrIV	2274	251022	251023	250947	251097	251022	in vivo
chrIV	2275	251192	251193	251117	251267	251192	in vivo
chrIV	2276	251372	251373	251297	251447	251372	in vivo
chrIV	2277	251404	251405	251297	251447	251372	in vivo
chrIV	2276	251372	251373	251329	251479	251404	in vivo
chrIV	2277	251404	251405	251329	251479	251404	in vivo
chrIV	2276	251372	251373	251329	251479	251404	pwm
chrIV	2277	251404	251405	251329	251479	251404	pwm
chrIV	2276	251372	251373	251337	251487	251412	in vivo
chrIV	2277	251404	251405	251337	251487	251412	in vivo
chrIV	2278	251480	251481	251337	251487	251412	in vivo
chrIV	2276	251372	251373	251347	251497	251422	in vivo
chrIV	2277	251404	251405	251347	251497	251422	in vivo
chrIV	2278	251480	251481	251347	251497	251422	in vivo
chrIV	2277	251404	251405	251405	251555	251480	in vivo
chrIV	2278	251480	251481	251405	251555	251480	in vivo
chrIV	2279	255290	255291	255215	255365	255290	in vivo
chrIV	2280	255454	255455	255379	255529	255454	in vivo
chrIV	2281	258672	258673	258597	258747	258672	in vivo
chrIV	2282	258742	258743	258597	258747	258672	in vivo
chrIV	2281	258672	258673	258667	258817	258742	pwm
chrIV	2282	258742	258743	258667	258817	258742	pwm
chrIV	2283	264212	264213	264137	264287	264212	in vivo
chrIV	2284	264301	264302	264226	264376	264301	in vivo
chrIV	2285	264390	264391	264315	264465	264390	in vivo
chrIV	2286	264718	264719	264643	264793	264718	in vivo
chrIV	2287	265134	265135	265059	265209	265134	in vivo
chrIV	2288	265178	265179	265059	265209	265134	in vivo
chrIV	2289	265208	265209	265059	265209	265134	in vivo
chrIV	2287	265134	265135	265103	265253	265178	in vivo
chrIV	2288	265178	265179	265103	265253	265178	in vivo
chrIV	2289	265208	265209	265103	265253	265178	in vivo
chrIV	2287	265134	265135	265133	265283	265208	in vivo
chrIV	2288	265178	265179	265133	265283	265208	in vivo
chrIV	2289	265208	265209	265133	265283	265208	in vivo
chrIV	2290	265366	265367	265291	265441	265366	in vivo
chrIV	2291	265884	265885	265809	265959	265884	pwm
chrIV	2292	266990	266991	266915	267065	266990	pwm
chrIV	2293	268048	268049	267973	268123	268048	pwm
chrIV	2294	269196	269197	269121	269271	269196	pwm
chrIV	2295	272048	272049	271973	272123	272048	in vivo
chrIV	2295	272048	272049	271983	272133	272058	in vivo
chrIV	2295	272048	272049	271983	272133	272058	pwm
chrIV	2296	272172	272173	272097	272247	272172	in vivo
chrIV	2297	272247	272248	272097	272247	272172	in vivo
chrIV	2296	272172	272173	272172	272322	272247	in vivo
chrIV	2297	272247	272248	272172	272322	272247	in vivo
chrIV	2298	272336	272337	272261	272411	272336	in vivo
chrIV	2299	281654	281655	281579	281729	281654	pwm
chrIV	2300	286846	286847	286771	286921	286846	in vivo
chrIV	2301	286868	286869	286771	286921	286846	in vivo
chrIV	2302	286897	286898	286771	286921	286846	in vivo
chrIV	2300	286846	286847	286793	286943	286868	pwm
chrIV	2301	286868	286869	286793	286943	286868	pwm
chrIV	2302	286897	286898	286793	286943	286868	pwm
chrIV	2300	286846	286847	286822	286972	286897	in vivo
chrIV	2301	286868	286869	286822	286972	286897	in vivo
chrIV	2302	286897	286898	286822	286972	286897	in vivo
chrIV	2303	286947	286948	286822	286972	286897	in vivo
chrIV	2302	286897	286898	286872	287022	286947	in vivo
chrIV	2303	286947	286948	286872	287022	286947	in vivo
chrIV	2304	289348	289349	289273	289423	289348	pwm
chrIV	2304	289348	289349	289279	289429	289354	in vivo
chrIV	2305	289574	289575	289499	289649	289574	pwm
chrIV	2306	289958	289959	289883	290033	289958	in vivo
chrIV	2307	292641	292642	292566	292716	292641	in vivo
chrIV	2307	292641	292642	292583	292733	292658	pwm
chrIV	2308	292718	292719	292583	292733	292658	pwm
chrIV	2308	292718	292719	292643	292793	292718	in vivo
chrIV	2309	293616	293617	293541	293691	293616	pwm
chrIV	2309	293616	293617	293543	293693	293618	pwm
chrIV	2310	301082	301083	301007	301157	301082	in vivo
chrIV	2311	301121	301122	301007	301157	301082	in vivo
chrIV	2310	301082	301083	301046	301196	301121	in vivo
chrIV	2311	301121	301122	301046	301196	301121	in vivo
chrIV	2312	301290	301291	301215	301365	301290	in vivo
chrIV	2313	301338	301339	301215	301365	301290	in vivo
chrIV	2312	301290	301291	301263	301413	301338	in vivo
chrIV	2313	301338	301339	301263	301413	301338	in vivo
chrIV	2314	302256	302257	302181	302331	302256	in vivo
chrIV	2315	302300	302301	302181	302331	302256	in vivo
chrIV	2314	302256	302257	302225	302375	302300	in vivo
chrIV	2315	302300	302301	302225	302375	302300	in vivo
chrIV	2316	302356	302357	302225	302375	302300	in vivo
chrIV	2315	302300	302301	302281	302431	302356	in vivo
chrIV	2316	302356	302357	302281	302431	302356	in vivo
chrIV	2317	302580	302581	302505	302655	302580	in vivo
chrIV	2318	302758	302759	302683	302833	302758	in vivo
chrIV	2319	302822	302823	302683	302833	302758	in vivo
chrIV	2318	302758	302759	302747	302897	302822	in vivo
chrIV	2319	302822	302823	302747	302897	302822	in vivo
chrIV	2320	302868	302869	302747	302897	302822	in vivo
chrIV	2319	302822	302823	302793	302943	302868	in vivo
chrIV	2320	302868	302869	302793	302943	302868	in vivo
chrIV	2321	303048	303049	302973	303123	303048	in vivo
chrIV	2322	304936	304937	304861	305011	304936	in vivo
chrIV	2323	304962	304963	304861	305011	304936	in vivo
chrIV	2322	304936	304937	304887	305037	304962	in vivo
chrIV	2323	304962	304963	304887	305037	304962	in vivo
chrIV	2322	304936	304937	304887	305037	304962	pwm
chrIV	2323	304962	304963	304887	305037	304962	pwm
chrIV	2322	304936	304937	304889	305039	304964	pwm
chrIV	2323	304962	304963	304889	305039	304964	pwm
chrIV	2322	304936	304937	304907	305057	304982	in vivo
chrIV	2323	304962	304963	304907	305057	304982	in vivo
chrIV	2324	305046	305047	304907	305057	304982	in vivo
chrIV	2322	304936	304937	304913	305063	304988	in vivo
chrIV	2323	304962	304963	304913	305063	304988	in vivo
chrIV	2324	305046	305047	304913	305063	304988	in vivo
chrIV	2324	305046	305047	304971	305121	305046	in vivo
chrIV	2325	305078	305079	304971	305121	305046	in vivo
chrIV	2324	305046	305047	305003	305153	305078	pwm
chrIV	2325	305078	305079	305003	305153	305078	pwm
chrIV	2326	305194	305195	305119	305269	305194	in vivo
chrIV	2327	307872	307873	307797	307947	307872	in vivo
chrIV	2328	307936	307937	307797	307947	307872	in vivo
chrIV	2327	307872	307873	307861	308011	307936	in vivo
chrIV	2328	307936	307937	307861	308011	307936	in vivo
chrIV	2329	308032	308033	307957	308107	308032	in vivo
chrIV	2330	308081	308082	307957	308107	308032	in vivo
chrIV	2329	308032	308033	307975	308125	308050	pwm
chrIV	2330	308081	308082	307975	308125	308050	pwm
chrIV	2329	308032	308033	308006	308156	308081	in vivo
chrIV	2330	308081	308082	308006	308156	308081	in vivo
chrIV	2331	308199	308200	308124	308274	308199	in vivo
chrIV	2332	308300	308301	308225	308375	308300	in vivo
chrIV	2333	308940	308941	308865	309015	308940	pwm
chrIV	2334	310284	310285	310209	310359	310284	in vivo
chrIV	2335	310316	310317	310209	310359	310284	in vivo
chrIV	2336	310336	310337	310209	310359	310284	in vivo
chrIV	2334	310284	310285	310241	310391	310316	in vivo
chrIV	2335	310316	310317	310241	310391	310316	in vivo
chrIV	2336	310336	310337	310241	310391	310316	in vivo
chrIV	2334	310284	310285	310261	310411	310336	in vivo
chrIV	2335	310316	310317	310261	310411	310336	in vivo
chrIV	2336	310336	310337	310261	310411	310336	in vivo
chrIV	2334	310284	310285	310273	310423	310348	in vivo
chrIV	2335	310316	310317	310273	310423	310348	in vivo
chrIV	2336	310336	310337	310273	310423	310348	in vivo
chrIV	2334	310284	310285	310273	310423	310348	pwm
chrIV	2335	310316	310317	310273	310423	310348	pwm
chrIV	2336	310336	310337	310273	310423	310348	pwm
chrIV	2335	310316	310317	310290	310440	310365	in vivo
chrIV	2336	310336	310337	310290	310440	310365	in vivo
chrIV	2337	312708	312709	312633	312783	312708	in vivo
chrIV	2338	315136	315137	315061	315211	315136	in vivo
chrIV	2339	316316	316317	316241	316391	316316	in vivo
chrIV	2340	316516	316517	316441	316591	316516	in vivo
chrIV	2341	316564	316565	316441	316591	316516	in vivo
chrIV	2340	316516	316517	316489	316639	316564	in vivo
chrIV	2341	316564	316565	316489	316639	316564	in vivo
chrIV	2342	316736	316737	316661	316811	316736	in vivo
chrIV	2343	316888	316889	316813	316963	316888	in vivo
chrIV	2344	317428	317429	317353	317503	317428	in vivo
chrIV	2344	317428	317429	317365	317515	317440	pwm
chrIV	2344	317428	317429	317367	317517	317442	pwm
chrIV	2345	320284	320285	320209	320359	320284	pwm
chrIV	2345	320284	320285	320211	320361	320286	pwm
chrIV	2346	320560	320561	320485	320635	320560	in vivo
chrIV	2347	320875	320876	320800	320950	320875	pwm
chrIV	2348	321560	321561	321485	321635	321560	in vivo
chrIV	2349	321726	321727	321651	321801	321726	in vivo
chrIV	2350	321768	321769	321651	321801	321726	in vivo
chrIV	2349	321726	321727	321693	321843	321768	in vivo
chrIV	2350	321768	321769	321693	321843	321768	in vivo
chrIV	2351	321917	321918	321842	321992	321917	in vivo
chrIV	2352	321992	321993	321842	321992	321917	in vivo
chrIV	2351	321917	321918	321917	322067	321992	in vivo
chrIV	2352	321992	321993	321917	322067	321992	in vivo
chrIV	2353	322073	322074	321998	322148	322073	in vivo
chrIV	2354	323150	323151	323075	323225	323150	in vivo
chrIV	2355	323680	323681	323605	323755	323680	in vivo
chrIV	2356	323818	323819	323743	323893	323818	in vivo
chrIV	2357	326090	326091	326015	326165	326090	in vivo
chrIV	2358	326266	326267	326191	326341	326266	in vivo
chrIV	2359	326308	326309	326191	326341	326266	in vivo
chrIV	2358	326266	326267	326233	326383	326308	in vivo
chrIV	2359	326308	326309	326233	326383	326308	in vivo
chrIV	2360	326382	326383	326233	326383	326308	in vivo
chrIV	2358	326266	326267	326245	326395	326320	in vivo
chrIV	2359	326308	326309	326245	326395	326320	in vivo
chrIV	2360	326382	326383	326245	326395	326320	in vivo
chrIV	2358	326266	326267	326247	326397	326322	pwm
chrIV	2359	326308	326309	326247	326397	326322	pwm
chrIV	2360	326382	326383	326247	326397	326322	pwm
chrIV	2358	326266	326267	326249	326399	326324	pwm
chrIV	2359	326308	326309	326249	326399	326324	pwm
chrIV	2360	326382	326383	326249	326399	326324	pwm
chrIV	2359	326308	326309	326307	326457	326382	in vivo
chrIV	2360	326382	326383	326307	326457	326382	in vivo
chrIV	2361	326566	326567	326491	326641	326566	in vivo
chrIV	2362	329712	329713	329637	329787	329712	in vivo
chrIV	2363	329798	329799	329723	329873	329798	in vivo
chrIV	2364	330546	330547	330471	330621	330546	in vivo
chrIV	2365	330594	330595	330471	330621	330546	in vivo
chrIV	2364	330546	330547	330519	330669	330594	in vivo
chrIV	2365	330594	330595	330519	330669	330594	in vivo
chrIV	2366	330622	330623	330519	330669	330594	in vivo
chrIV	2364	330546	330547	330547	330697	330622	in vivo
chrIV	2365	330594	330595	330547	330697	330622	in vivo
chrIV	2366	330622	330623	330547	330697	330622	in vivo
chrIV	2367	330695	330696	330547	330697	330622	in vivo
chrIV	2365	330594	330595	330561	330711	330636	in vivo
chrIV	2366	330622	330623	330561	330711	330636	in vivo
chrIV	2367	330695	330696	330561	330711	330636	in vivo
chrIV	2366	330622	330623	330620	330770	330695	in vivo
